"latitude","longitude","site_name","sample_id","site_number","reporting_area","p450","sod","shell","ci1","ci2","ci3","weight_initial_g","weight_final_g","weight_change_g","length_mm","width_mm","height_mm","p450_quantile","sod_quantile","shell_quantile","length_mm_quantile","height_mm_quantile","width_mm_quantile","ci1_quantile","ci2_quantile","ci3_quantile","weight_initial_g_quantile","weight_final_g_quantile","weight_change_g_quantile","log2_p450","log2_sod","log2_shell","log2_length_mm","log2_height_mm","log2_width_mm","log2_ci1","log2_ci2","log2_ci3","log2_weight_initial_g","log2_weight_final_g","log2_weight_change_g"
47.5706,-122.9717,"Hood Canal Holly","107","29","12",1692340,0.0025,0.575,33.7,0.714,0.053,16.647,4.755,11.891,60.8,27.27,21.28,"in","in","in","in","in","in","in","in","in","in","in","in",-0.436837891415586,-12.2984062984217,-0.0763508861301149,0.0605135764305162,0.0114007278124416,-0.0210079436946915,0.0111737439883384,0.0208610570615079,-0.117569596381176,0.0432814582195616,-0.00794250160681303,0.0641620481392584
47.5706,-122.9717,"Hood Canal Holly","108","29","12",4124139,0.0025,0.63,35.31,0.667,0.055,16.345,5.447,10.898,58.36,27.32,19.36,"in","in","in","in","in","in","in","in","in","in","in","in",0.848235624117055,-12.2984062984217,0.0554389864254266,0.00142213601745932,-0.125018470414154,-0.0183651603198643,0.0785019736787177,-0.0773762557830068,-0.0641303374197156,0.0168686265019022,0.188074024485705,-0.061644602656162
47.5706,-122.9717,"Hood Canal Holly","109","29","12",380080,0.0025,0.685,36.28,0.688,0.055,17.472,5.455,12.018,60.34,27.46,19.99,"in","in","in","in","in","in","in","in","in","in","in","in",-2.59148231703473,-12.2984062984217,0.176191145886037,0.0495569492462707,-0.0788189509441206,-0.010991018462854,0.11759960844764,-0.0326544522654941,-0.0641303374197156,0.113064010767126,0.190191353856231,0.0794888283011747
48.024789,-122.998135,"Jamestown","82","2","6",2974825,7.943,0.58,36.77,0.723,0.054,13.057,3.614,9.442,55.75,25.17,18.3,"in","in","in","in","in","in","in","in","in","in","in","in",0.376947467501539,-0.664866105349265,-0.0638599419469178,-0.0645859422054023,-0.206253774517343,-0.136617427448975,0.136954329122414,0.0389326299835258,-0.0906025487809066,-0.307157291873522,-0.403791336490139,-0.268543610628696
48.024789,-122.998135,"Jamestown","83","2","6",4846845,12.472,0.615,35.3,0.689,0.062,14.997,4.659,10.338,55.1,27.87,19.07,"in","in","in","in","in","in","in","in","in","in","in","in",1.08118861247185,-0.0139291806113016,0.0206735682647498,-0.0815054284419117,-0.146792579375992,0.0103903584938543,0.0780933360776599,-0.0305590342633006,0.1087062594425,-0.107306817748047,-0.0373675122462815,-0.137750891286585
48.024789,-122.998135,"Jamestown","84","2","6",2235572,8.018,0.545,32.82,0.694,0.054,11.005,3.367,7.639,51.96,24.21,18.5,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0352133231896185,-0.651307691158316,-0.153656612297563,-0.166156316452551,-0.190572152285074,-0.192719564611018,-0.02699960856717,-0.0201273543893311,-0.0906025487809066,-0.553821605373807,-0.505924121527093,-0.574252302098367
48.024789,-122.998135,"Jamestown","85","2","6",3342765,5.417,0.45,33.93,0.717,0.059,13.568,3.838,9.73,54.99,27.36,19.06,"in","in","in","in","in","in","in","in","in","in","in","in",0.545184601487525,-1.21705601783803,-0.429987840744815,-0.0843884606393898,-0.147549303778806,-0.0162544137240569,0.0209865826300939,0.0269101017343128,0.0371529984174661,-0.251772675589527,-0.317033131159359,-0.225196288564215
48.024789,-122.998135,"Jamestown","86","2","6",2775717,5.625,0.61,26.11,0.663,0.04,13.364,4.505,8.859,60.6,25.38,22.06,"in","in","in","in","in","in","out","in","in","in","in","in",0.277003150510717,-1.16269701231732,0.00889640048839622,0.0557600464598816,0.0633353679026343,-0.124630574768849,-0.356972389768041,-0.086054146855004,-0.523561956057013,-0.273628862817756,-0.0858607366538379,-0.360492236377579
48.024789,-122.998135,"Jamestown","87","2","6",2874750,7.041,0.64,38.24,0.735,0.06,17.687,4.688,12.999,60.13,27.02,20.92,"in","in","in","in","in","in","in","in","in","in","in","in",0.327579164850825,-0.83876976606476,0.07815906292551,0.0445272112956361,-0.0132145714418067,-0.0342949692842703,0.193507675899866,0.0626812327561348,0.0614005446641433,0.130708613866113,-0.028415272932491,0.192692643760336
47.794695,-122.499858,"Kingston Marina","166","36","10",2382760,4.546,0.815,34.54,0.672,0.055,16.868,5.532,11.336,59.01,24.73,22.49,"in","in","in","in","in","in","in","in","in","in","in","in",0.0567763114989316,-1.46995242449124,0.426887217156588,0.0174017110992546,0.0911862380890686,-0.162060404220017,0.0466932354480416,-0.0666017841888315,-0.0641303374197156,0.0623081761264072,0.210413313795755,-0.00479633531467079
47.794695,-122.499858,"Kingston Marina","167","36","10",7415597,7.722,0.845,32.73,0.657,0.045,15.675,5.384,10.291,61.09,27.81,18.51,"in","in","in","in","in","in","in","in","in","in","in","in",1.69470550894343,-0.705575554367228,0.479038499207694,0.0673784931798135,-0.189792527818174,0.00728110073673222,-0.0309612450361194,-0.0991696466452622,-0.3536369546147,-0.0435153075759625,0.171290567255578,-0.144324819663834
47.794695,-122.499858,"Kingston Marina","168","36","10",4668354,3.94,0.875,27.43,0.614,0.051,16.233,6.265,9.968,58.22,26.52,23.54,"in","in","in","in","in","in","in","in","in","in","in","in",1.02705663035277,-1.67635447896535,0.529370174757839,-0.00204290777766594,0.157016897349696,-0.061241868497367,-0.285820225232605,-0.196824361597413,-0.17306470897288,0.00694889655088148,0.389926666854484,-0.190332025208687
47.794695,-122.499858,"Kingston Marina","169","36","10",7376508,1.276,0.71,30.3,0.604,0.042,12.041,4.768,7.273,55.81,23.4,18.38,"in","in","in","in","in","in","in","in","in","in","in","in",1.68708067965493,-3.30292177954422,0.227906182430192,-0.0630341008500856,-0.199960656399714,-0.241814114139188,-0.142257053720569,-0.220514467642513,-0.453172628165615,-0.424025538312006,-0.00400360689257728,-0.645085517270874
47.54167,-122.64034,"Kitsap St Boat Launch","53","25","10",3525403,1.604,0.805,48.61,0.739,0.07,13.992,3.654,10.338,52.9,23.4,17.18,"in","in","in","in","in","in","out","in","in","in","in","in",0.621930851976151,-2.97287596685417,0.409075941040127,-0.140290024899044,-0.297367386550285,-0.241814114139188,0.539678286707699,0.070511347178559,0.283792966000592,-0.207378556231073,-0.38791120872725,-0.137750891286585
47.54167,-122.64034,"Kitsap St Boat Launch","54","25","10",990428,21.209,0.8,26.95,0.695,0.034,14.664,4.476,10.188,66.98,26.94,20.95,"in","in","in","out","in","in","out","in","out","in","in","in",-1.20973332790399,0.752054585937132,0.400087157812873,0.200172628806284,-0.0111471791020342,-0.0385727931476515,-0.311289574441015,-0.0180500393567223,-0.758027209694035,-0.13970205961284,-0.0951778063783449,-0.158837133958494
47.54167,-122.64034,"Kitsap St Boat Launch","55","25","10",1035758,10.072,0.855,33.38,0.696,0.052,18.167,5.527,12.64,62.58,28.33,21.36,"in","in","in","in","in","in","in","in","in","in","in","in",-1.14517037054344,-0.32227182559007,0.496011577811408,0.10214391134049,0.0168142239988057,0.0340079577681437,-0.00259089271828377,-0.0159757111188637,-0.145050332803283,0.169339449790917,0.209108769859422,0.152288464831776
47.54167,-122.64034,"Kitsap St Boat Launch","56","25","10",5860348,10.107,0.87,22.6,0.713,0.051,13.851,3.969,9.882,57.76,33.16,22.83,"in","in","in","in","in","out","out","in","in","in","in","in",1.35512900350008,-0.317267179466173,0.521102558774238,-0.0134870050132607,0.112833436535953,0.261121362885796,-0.565252074778333,0.0188390594762962,-0.17306470897288,-0.221990612382203,-0.268612280354906,-0.202833037785178
47.30973,-122.68868,"Kopachuck State Park","249","52","13",7962917,4.823,0.86,37.26,0.68,0.06,15.956,5.0764,10.88,56.77,25.83,19.91,"in","in","in","in","in","in","in","in","in","in","in","in",1.79743968602322,-1.38461929854719,0.504423817627608,-0.0384290056255545,-0.0846042019682456,-0.0992750004919546,0.156052826860755,-0.04952827082989,0.0614005446641433,-0.0178817220655628,0.0864179095596607,-0.0640294420949874
47.30973,-122.68868,"Kopachuck State Park","250","52","13",9304020,4.095,0.77,34.9,0.667,0.054,13.28,4.418,8.862,54.74,24,19.33,"in","in","in","in","in","in","in","in","in","in","in","in",2.02199686403515,-1.62068665678072,0.344945603620411,-0.0909623125354753,-0.127255785477512,-0.205288238114074,0.061652189016132,-0.0773762557830068,-0.0906025487809066,-0.282725603918439,-0.113994423999464,-0.360003766746744
47.30973,-122.68868,"Kopachuck State Park","251","52","13",2452740,9.21,0.69,34.13,0.694,0.047,11.086,3.39,7.696,54.71,24.03,17.15,"in","in","in","in","in","in","in","in","in","in","in","in",0.0985369766943368,-0.451348952330388,0.186683519703679,-0.091753191517852,-0.299888846628574,-0.203485995480088,0.0294655670179829,-0.0201273543893311,-0.290901199266738,-0.543241837865752,-0.496102569331032,-0.563527294462647
47.30973,-122.68868,"Kopachuck State Park","253","52","13",8335262,0.775,0.79,13.89,0.678,0.056,20.305,6.542,13.764,62.51,42.76,37.08,"in","in","in","in","out","out","out","in","in","in","in","in",1.86337021375243,-4.02228189314749,0.381939811102613,0.100529255278395,0.812543820936783,0.627939209110536,-1.26752824809949,-0.0537777438312479,-0.0381351288867709,0.329854276658962,0.45234391672804,0.275191798504292
47.5833538,-122.6414587,"Lions Park","299","37","10",8242277,6.1,0.66,25.07,0.731,0.059,13.578,3.657,9.921,55.2,26.96,26.59,"in","in","in","in","out","in","out","in","in","in","in","in",1.84718561539115,-1.04574086597148,0.122553182283964,-0.0788894802349002,0.332786354168919,-0.0375021474280963,-0.415612851246943,0.0548083889848454,0.0371529984174661,-0.250709760164678,-0.386727216013371,-0.197150547320418
47.5833538,-122.6414587,"Lions Park","300","37","10",8603570,13.891,0.75,22.39,0.642,0.05,11.971,4.282,7.69,53.6,25.25,25.38,"in","in","in","in","out","in","out","in","in","in","in","in",1.90907808773386,0.141528447554666,0.306977753421391,-0.121324746555297,0.265594646152358,-0.132039256083435,-0.578720319228285,-0.132489719845289,-0.20163386116965,-0.432437077454586,-0.159103046969229,-0.5646524953835
47.5833538,-122.6414587,"Lions Park","301","37","10",2556547,7.869,0.805,32.35,0.647,0.048,10.093,3.561,6.532,51.59,22.3,17.55,"in","in","in","in","in","in","in","in","in","in","in","in",0.158339215013799,-0.678369800322946,0.409075941040127,-0.176466300747758,-0.266626392496825,-0.311278933802288,-0.0478091352010128,-0.121297304975084,-0.260527550223219,-0.678625691934209,-0.425105406991676,-0.800111302670995
47.5833538,-122.6414587,"Lions Park","302","37","10",6090272,13.836,0.785,30.77,0.692,0.058,10.21,3.144,7.066,49.66,25.63,18.04,"in","in","in","in","in","in","in","in","in","in","in","in",1.41064932832451,0.135804905063842,0.372779811817137,-0.231473485723591,-0.226898084433367,-0.110489165318377,-0.120050403747338,-0.0242909793308674,0.0124909441831971,-0.661997884387562,-0.604786625096132,-0.686742344342037
48.77636877,-122.5378679,"Locust Beach","235","76","7",1911451,10.204,0.665,29.64,0.732,0.04,9.255,2.484,6.771,55.41,24.21,17.03,"in","in","in","in","in","in","in","in","in","in","in","in",-0.261189116814537,-0.303487209706614,0.1334414984267,-0.0734113801968375,-0.310018988010206,-0.192719564611018,-0.174029399775049,0.0567806313164506,-0.523561956057013,-0.80367585539479,-0.944722669134257,-0.748267174319697
48.77636877,-122.5378679,"Locust Beach","236","76","7",2007311,7.076,0.6,33.18,0.76,0.047,13.813,3.309,10.504,60.76,26.69,19.52,"in","in","in","in","in","in","in","in","in","in","in","in",-0.190593177996697,-0.831616060618628,-0.0149503414659714,0.0595641226016516,-0.113144370125862,-0.0520233384679883,-0.0112609611250194,0.110936401363356,-0.290901199266738,-0.225954062789546,-0.5309925510422,-0.114769177339802
48.77636877,-122.5378679,"Locust Beach","237","76","7",3303876,3.414,0.745,32.92,0.706,0.047,15.952,4.694,11.258,62.18,28.13,19.55,"in","in","in","in","in","in","in","in","in","in","in","in",0.5283022070034,-1.88308705028135,0.297327583387672,0.0928928694406323,-0.110928815494033,0.0237869087047451,-0.0226105116592569,0.0046051663035884,-0.290901199266738,-0.0182434357545303,-0.0265700008315685,-0.0147574453648723
48.77636877,-122.5378679,"Locust Beach","238","76","7",2252563,3.907,0.74,34.9,0.726,0.054,17.113,4.685,12.428,61.46,27.47,21.09,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0242898779071046,-1.68848885312541,0.28761242855446,0.0760900196925307,-0.00153832789505672,-0.0104657335340987,0.061652189016132,0.0449065310281586,-0.0906025487809066,0.0831119435158273,-0.0293387948081898,0.127886147889152
47.57995505,-122.6786,"Madrona Pont","153","28","10",11889910,8.315,0.71,33.93,0.666,0.048,15.123,5.045,10.078,59.24,24.46,20.5,"in","in","in","in","in","in","in","in","in","in","in","in",2.37580855560514,-0.598833845134455,0.227906182430192,0.023013893388416,-0.0424735132959398,-0.177898240082568,0.0209865826300939,-0.0795408398963297,-0.260527550223219,-0.095236390422206,0.0774664266389807,-0.174498637262937
47.57995505,-122.6786,"Madrona Pont","154","28","10",6650990,4.664,0.785,29.93,0.642,0.044,10.355,3.704,6.651,53.26,22.8,18.3,"in","in","in","in","in","in","in","in","in","in","in","in",1.53771176777594,-1.43298232010859,0.372779811817137,-0.130505318689818,-0.206253774517343,-0.279288819557851,-0.159982568582782,-0.132489719845289,-0.386058432307078,-0.641653197044852,-0.368303744094502,-0.774064822644226
47.57995505,-122.6786,"Madrona Pont","155","28","10",3417932,2.369,0.72,32.1,0.662,0.044,10.482,3.539,6.943,53.95,23.67,16.94,"in","in","in","in","in","in","in","in","in","in","in","in",0.577266360770457,-2.41027191006885,0.248084064367822,-0.111934787525052,-0.317663548356549,-0.22526293787534,-0.0590015500712172,-0.0882318001603742,-0.386058432307078,-0.62406673651481,-0.434046080929508,-0.71207692213204
47.57995505,-122.6786,"Madrona Pont","156","28","10",6111407,2.733,1.005,32.14,0.671,0.046,19.363,6.365,12.998,65.4,27.68,22.34,"in","in","in","in","in","in","in","in","in","in","in","in",1.41564722905337,-2.20406464878588,0.729210754104438,0.165732888485013,0.0815317627945668,0.000521299026770054,-0.0572049184057888,-0.0687502507674082,-0.321928094887362,0.261321742805725,0.412772671433981,0.192581654412211
47.55622,-122.54281,"Manchester, Stormwater Outfall","261","33","10",12587430,5.031,0.61,35.56,0.741,0.065,17.484,4.523,12.961,58.34,29.54,21.15,"in","in","in","in","in","in","in","in","in","in","in","in",2.45805451615665,-1.32370491902358,0.00889640048839622,0.000927638997746006,0.00256024031856392,0.0943471821548344,0.0886804767488875,0.0744105253382418,0.176877762084079,0.114054532632943,-0.0801078467233278,0.188469034306599
47.55622,-122.54281,"Manchester, Stormwater Outfall","262","33","10",11029903,3.682,0.57,32.11,0.744,0.058,15.634,4.008,11.626,58.44,27.29,22.7,"in","in","in","in","in","in","in","in","in","in","in","in",2.26749086440678,-1.77406048195918,-0.0889509229097484,0.00339843090306669,0.104594874489529,-0.0199502493358141,-0.0585521823551128,0.0802396041404396,0.0124909441831971,-0.0472938077189335,-0.25450533415953,0.0316468149991967
47.55622,-122.54281,"Manchester, Stormwater Outfall","263","33","10",4659442,4.915,0.6,34.53,0.749,0.064,13.267,3.331,9.936,53.8,25.76,20.76,"in","in","in","in","in","in","in","in","in","in","in","in",1.02429985863164,-1.35735869208114,-0.0149503414659714,-0.115951574456445,-0.0242909793308672,-0.103190050495338,0.0462754867725039,0.0899027014911591,0.154509949055625,-0.284138572391768,-0.521432488680388,-0.194970920012208
47.55622,-122.54281,"Manchester, Stormwater Outfall","264","33","10",2585048,0.0025,0.645,34.48,0.689,0.061,15.381,4.789,10.592,55.9,26.43,20.79,"in","in","in","in","in","in","in","in","in","in","in","in",0.174333735204189,-12.2984062984217,0.0893863183487644,-0.0607094641698793,-0.0222076648303783,-0.066146218968385,0.0441849270082154,-0.0305590342633006,0.0852472866185112,-0.0708314470342745,0.00233659288126206,-0.102732971425472
47.30008,-122.74566,"Maple Hollow Park","202","51","13",5080836,0.0025,0.8,38.65,0.716,0.05,17.272,4.908,12.364,62.6,25.95,19.69,"in","in","in","in","in","in","in","in","in","in","in","in",1.14920856334765,-12.2984062984217,0.400087157812873,0.102604909919549,-0.100634311787194,-0.0925881053647116,0.208893566731327,0.0248965702966644,-0.20163386116965,0.0964543978697791,0.0377474063081664,0.120437560625534
47.30008,-122.74566,"Maple Hollow Park","203","51","13",34233996,3.694,0.665,34.35,0.698,0.053,10.904,3.289,7.615,52.34,24.4,17.36,"out","in","in","in","in","in","in","in","in","in","in","in",3.90150046318565,-1.76936624232665,0.1334414984267,-0.155643822852397,-0.282330475244269,-0.181441496159706,0.0387352516245799,-0.0118359807579397,-0.117569596381176,-0.567123283347517,-0.539738834519336,-0.578792056858035
47.30008,-122.74566,"Maple Hollow Park","204","51","13",1210309,0.0025,0.735,35.85,0.71,0.057,15.928,4.619,11.309,58.34,26.6,20.33,"in","in","in","in","in","in","in","in","in","in","in","in",-0.92048190976852,-12.2984062984217,0.277831407761875,0.000927638997746006,-0.0544872078440158,-0.0568963982214026,0.100398271508384,0.0127560074244525,-0.0126000367796333,-0.0204156244322235,-0.0498072965057021,-0.0082366342382891
47.30008,-122.74566,"Maple Hollow Park","205","51","13",11102425,14.787,0.9,36.77,0.717,0.057,16.447,4.658,11.789,59.08,26.68,20.34,"in","in","in","in","in","in","in","in","in","in","in","in",2.27694558640623,0.2317073730833,0.570012159255185,0.0191120788643573,-0.053777743831248,-0.0525639774253697,0.136954329122414,0.0269101017343128,-0.0126000367796333,0.02584370388436,-0.0376772031438725,0.051733348453151
48.018127,-122.699524,"Maristone Island","307","11","9",2150183,12.992,0.61,36.18,0.777,0.055,14.06,3.14,10.92,58.25,26.14,19.82,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0913978825860217,0.0450015238760901,0.00889640048839622,-0.00129969747142683,-0.09114046050226,-0.0820635028145214,0.113617560540358,0.142851581440118,-0.0641303374197156,-0.200384156192829,-0.606623283575749,-0.0587351424254744
48.018127,-122.699524,"Maristone Island","308","11","9",5028929,5.332,0.705,31.34,0.716,0.056,13.602,3.857,9.746,55.9,26.98,20.62,"in","in","in","in","in","in","in","in","in","in","in","in",1.13439385112975,-1.23987332822011,0.217710415324304,-0.0607094641698793,-0.0340530903206398,-0.0364322956616871,-0.0935696676083023,0.0248965702966644,-0.0381351288867709,-0.248161953690784,-0.309908696725977,-0.222825871040374
48.018127,-122.699524,"Maristone Island","309","11","9",5113635,0.263,0.9,32.8,0.667,0.054,15.376,5.127,10.248,57.35,27.49,19.82,"in","in","in","in","in","in","in","in","in","in","in","in",1.15849185385225,-5.58141540401678,0.570012159255185,-0.0237642609972443,-0.09114046050226,-0.00941573709700162,-0.0278790325754367,-0.0773762557830068,-0.0906025487809066,-0.0713005093789758,0.100727055042557,-0.150365617891043
48.018127,-122.699524,"Maristone Island","310","11","9",11969754,4.949,0.695,30.75,0.666,0.052,10.435,3.48,6.955,51.19,24.82,17.8,"in","in","in","in","in","in","in","in","in","in","in","in",2.38546426348358,-1.34741306644208,0.197100135649017,-0.187695740909051,-0.246220181834988,-0.156819528479598,-0.120988436966918,-0.0795408398963297,-0.145050332803283,-0.630550150105529,-0.458300536618648,-0.709585578803088
48.018127,-122.699524,"Maristone Island","311","11","9",1925814,8.388,0.61,36.8,0.767,0.053,17.519,4.074,13.445,63.5,28.27,20.35,"in","in","in","in","in","in","in","in","in","in","in","in",-0.250388963244694,-0.586223247212494,0.00889640048839622,0.123198844646459,-0.0530686285351388,0.0309492392212206,0.138130918863492,0.124163560535341,-0.117569596381176,0.116939676378317,-0.230941862388851,0.241361756527546
48.018127,-122.699524,"Maristone Island","312","11","9",2078575,2.408,0.675,34.05,0.76,0.064,19.393,4.662,14.731,61.24,29.73,23.76,"in","in","in","in","in","in","in","in","in","in","in","in",-0.140262529190116,-2.38671471654938,0.154974659976341,0.0709165355993563,0.170437413112018,0.10359681929769,0.0260799508185509,0.110936401363356,0.154509949055625,0.263555247804753,-0.0364388382258726,0.373147371002932
47.11795,-122.83359,"Meyer's Point, Henderson Inlet","65","71","13",3127319,17.331,0.8,35.75,0.689,0.053,14.951,4.656,10.295,57.75,24.7,20.19,"in","in","in","in","in","in","in","in","in","in","in","in",0.449069053864697,0.460732886752195,0.400087157812873,-0.0137368007096495,-0.0644565123572748,-0.163811602137915,0.0963683944722313,-0.0305590342633006,-0.117569596381176,-0.111738768066694,-0.0382967844464551,-0.143764168713073
47.11795,-122.83359,"Meyer's Point, Henderson Inlet","66","71","13",2281892,8.102,0.965,35.41,0.675,0.06,15.105,4.916,10.189,55.43,26.14,19.86,"in","in","in","in","in","in","in","in","in","in","in","in",-0.00562682229082651,-0.63627202362265,0.67061610019359,-0.0728907396134573,-0.0882318001603744,-0.0820635028145214,0.0825819963100333,-0.0601755150293986,0.0614005446641433,-0.0969545665374229,0.040097073017923,-0.158695533620658
47.11795,-122.83359,"Meyer's Point, Henderson Inlet","67","71","13",935926,6.983,0.535,35.67,0.729,0.054,12.727,3.452,9.275,55.47,24.8,18.9,"in","in","in","in","in","in","in","in","in","in","in","in",-1.29139096281975,-0.850703135924846,-0.180373950673343,-0.0718500217750797,-0.159711188580313,-0.157982523335717,0.0931363683859294,0.0508557973593453,-0.0906025487809066,-0.344088362407939,-0.469955378175784,-0.294288811837161
47.11795,-122.83359,"Meyer's Point, Henderson Inlet","68","71","13",2665542,28.431,0.855,36.72,0.717,0.058,13.86,3.929,9.932,55.4,25.36,19.25,"in","out","in","in","in","in","in","in","in","in","in","in",0.218571580292207,1.1748428298801,0.496011577811408,-0.073671770963881,-0.133238977219122,-0.125767898470547,0.134991211332925,0.0269101017343128,0.0124909441831971,-0.22105349312815,-0.283225674896052,-0.195551832055848
47.4436,-122.360316,"Miller Creek","231","20","11",5993436,0.0025,0.96,35.75,0.66,0.051,18.096,6.15,11.946,61.73,26.72,20.26,"in","in","in","in","in","in","in","in","in","in","in","in",1.3875259943728,-12.2984062984217,0.663121563646666,0.0824140441225583,-0.0594632488876099,-0.0504026361359025,0.0963683944722313,-0.0925969927217761,-0.17306470897288,0.163690083837094,0.363198567759226,0.0708196282089695
47.4436,-122.360316,"Miller Creek","232","20","11",30697270,1.041,0.745,34.59,0.706,0.063,15.764,4.628,11.136,56.11,27.53,20.84,"out","in","in","in","in","in","in","in","in","in","in","in",3.74418111899554,-3.59658004000967,0.297327583387672,-0.0552998344303511,-0.01874214541024,-0.00731803401439352,0.0487801662920454,0.0046051663035884,0.131789872555541,-0.0353470960148925,-0.0469989782472489,-0.0304768823839611
47.4436,-122.360316,"Miller Creek","233","20","11",8815609,7.704,0.895,31.71,0.698,0.053,16.522,4.991,11.531,60.24,27.17,22.22,"in","in","in","in","in","in","in","in","in","in","in","in",1.94420290325438,-0.708942405465627,0.561974840189767,0.0471640227714964,0.0737613937003436,-0.0263080783879798,-0.0766369699770434,-0.0118359807579397,-0.117569596381176,0.0324075859988428,0.0619410611467532,0.0198096342094667
47.4436,-122.360316,"Miller Creek","234","20","11",18090511,7.314,0.685,34.8,0.718,0.056,13.437,3.793,9.643,55.5,24.19,20.64,"out","in","in","in","in","in","in","in","in","in","in","in",2.98130392100767,-0.783889481967718,0.176191145886037,-0.071069975775601,-0.0326544522654939,-0.19391187463003,0.057512458655208,0.0289208268554595,-0.0381351288867709,-0.265769678575873,-0.334048471060501,-0.238154045475829
47.3539722,-122.69175,"Minter Bay","178","55","13",5146723,8.582,0.95,42.47,0.631,0.052,16.051,5.915,10.136,57.95,20.3,20.29,"in","in","in","in","in","out","out","in","in","in","in","in",1.16779680383388,-0.553236207560701,0.648014671256458,-0.00874908600659746,-0.0573285579320892,-0.446842916537416,0.344869261266519,-0.157423011985043,-0.145050332803283,-0.00931756851432874,0.306990325872412,-0.16621956909188
47.3539722,-122.69175,"Minter Bay","179","55","13",6537218,5.088,1.095,29.09,0.643,0.049,14.235,5.086,9.149,57.35,28.27,19.4,"in","in","in","in","in","in","in","in","in","in","in","in",1.51281947426838,-1.30745143802473,0.852946122526683,-0.0237642609972443,-0.122040770614258,0.0309492392212206,-0.201051550980576,-0.130244279639645,-0.230780206829167,-0.182538257523098,0.0891436193353677,-0.314022030379652
47.3539722,-122.69175,"Minter Bay","180","55","13",11216182,2.002,0.825,32.98,0.663,0.048,18.813,6.337,12.476,63.79,26.26,22.58,"in","in","in","in","in","in","in","in","in","in","in","in",2.29165242550089,-2.65310813447309,0.444481277171326,0.129772531278982,0.0969480630842526,-0.0754557277170677,-0.0199834486434157,-0.086054146855004,-0.260527550223219,0.219749174813759,0.406412172839111,0.133447459141463
47.3539722,-122.69175,"Minter Bay","181","55","13",9219025,4.367,0.8,43.29,0.665,0.055,13.821,4.631,9.191,55.18,19.72,19.51,"in","in","in","in","in","out","out","in","in","in","in","in",2.0087568459252,-1.52790757752883,0.400087157812873,-0.0794122905471588,-0.113883645079722,-0.488663092232043,0.372458953131472,-0.0817086765790398,-0.0641303374197156,-0.225118746827359,-0.0460640856510454,-0.307414255282198
47.94968,-122.30158,"Mukilteo","17","65","8.2",13015373,7.613,0.805,31.72,0.686,0.047,10.483,3.296,7.187,53.29,23.91,17.78,"in","in","in","in","in","in","in","in","in","in","in","in",2.50628741857063,-0.726085030444856,0.409075941040127,-0.129692914140397,-0.247842098858978,-0.210708513898327,-0.0761820763769043,-0.0368544407947794,-0.290901199266738,-0.623929107605487,-0.53667160017152,-0.662246407511369
47.94968,-122.30158,"Mukilteo","18","65","8.2",6552124,6.4,0.83,32.93,0.709,0.053,12.325,3.583,8.742,54.96,25.82,18.71,"in","in","in","in","in","in","in","in","in","in","in","in",1.51610532646409,-0.976478203534362,0.453198494272435,-0.0851757430823316,-0.174287864447964,-0.099833643302764,-0.0221723354855352,0.0107226102719242,-0.117569596381176,-0.39039310400009,-0.416219799144003,-0.37967271544702
47.94968,-122.30158,"Mukilteo","19","65","8.2",11487224,0.271,0.855,31.8,0.675,0.049,13.777,4.478,9.299,57.59,26.17,19.4,"in","in","in","in","in","in","in","in","in","in","in","in",2.32610095961905,-5.53818535195521,0.496011577811408,-0.0177394252043211,-0.122040770614258,-0.0804087195619199,-0.072548081909165,-0.0601755150293986,-0.230780206829167,-0.229718981306928,-0.0945333145021414,-0.290560514189793
47.94968,-122.30158,"Mukilteo","20","65","8.2",3799311,16.142,0.675,33.93,0.726,0.054,11.656,3.194,8.462,53.76,24.74,18.75,"in","in","in","in","in","in","in","in","in","in","in","in",0.729880477439686,0.35819732640029,0.154974659976341,-0.117024609121672,-0.171206827418142,-0.161477143633585,0.0209865826300939,0.0449065310281586,-0.0906025487809066,-0.470907968088214,-0.582023529943506,-0.426637407876339
48.52108,-122.61531,"N Avenue Park","210","62","7",3680656,0.027,0.9,35.75,0.707,0.058,16.713,4.895,11.818,58.83,24.46,22.97,"in","in","in","in","in","in","in","in","in","in","in","in",0.684105585426541,-8.86544689114562,0.570012159255185,0.0129942890128734,0.121653433689176,-0.177898240082568,0.0963683944722313,0.00664719784180672,0.0124909441831971,0.0489899712250071,0.0339210171363183,0.0552779053414987
48.52108,-122.61531,"N Avenue Park","211","62","7",8637809,0.064,0.79,32.88,0.695,0.054,12.005,3.66,8.346,53.68,26.07,18.14,"in","in","in","in","in","in","in","in","in","in","in","in",1.91480808188795,-7.62033439330909,0.381939811102613,-0.119173075700248,-0.218922967160226,-0.0859320610743984,-0.0243645483991996,-0.0180500393567223,-0.0906025487809066,-0.428345347034947,-0.385544194183334,-0.446551172969294
