"Dataset","Metric","Compared_With","Spearman_Rho","P_Value"
"Dataset_6","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_6","ci_wet_shell_weight","a21",0.0199638636493364,0.865931389540557
"Dataset_6","ci_wet_shell_weight","a22",0.0338556322717974,0.774601621593905
"Dataset_6","ci_wet_shell_weight","a23",-0.11430348638396,0.332186694244879
"Dataset_6","ci_wet_shell_weight","a24",0.0833209917590255,0.480324714755903
"Dataset_6","ci_wet_shell_weight","a25",0.0543970854480805,0.645289467007509
"Dataset_6","ci_wet_shell_weight","a26",0.0581736323550395,0.62248880678615
"Dataset_6","ci_wet_shell_weight","a27",-0.00986345192170477,0.933528634814776
"Dataset_6","ci_wet_shell_weight","a28",-0.0458517224468438,0.698074878037539
"Dataset_6","ci_wet_shell_weight","a29",-0.078833565434286,0.504359051538796
"Dataset_6","ci_wet_shell_weight","a30",-0.0270282278635303,0.819188372502881
"Dataset_6","ci_wet_shell_weight","a31",-0.113385267135994,0.336110908134024
"Dataset_6","ci_wet_shell_weight","a32",-0.10184828658493,0.387882097222939
"Dataset_6","ci_wet_shell_weight","a33",-0.0401350671288587,0.734222640263288
"Dataset_6","ci_wet_shell_weight","a34",-0.0997156483315889,0.397947584792464
"Dataset_6","ci_wet_shell_weight","a35",-0.119338882259905,0.311184720390414
"Dataset_6","ci_wet_shell_weight","a36",-0.130194603368929,0.268889802241952
"Dataset_6","ci_wet_shell_weight","a37",0.168745001795652,0.150656816369169
"Dataset_6","ci_wet_shell_weight","a38",-0.0629720684250581,0.594024369397069
"Dataset_6","ci_wet_shell_weight","a39",-0.129809543684298,0.270320465758077
"Dataset_6","ci_wet_shell_weight","a40",-0.0332336127812395,0.77863610823647
"Dataset_6","ci_wet_shell_weight","a41",-0.11430348638396,0.332186694244879
"Dataset_6","ci_wet_shell_weight","a42",-0.10944581036246,0.353276670531856
"Dataset_6","ci_wet_shell_weight","a43",-0.110112259816629,0.350335181703794
"Dataset_6","ci_wet_shell_weight","a44",-0.11359260696618,0.335222252624377
"Dataset_6","ci_wet_shell_weight","a45",-0.114170196493126,0.33275453301042
"Dataset_6","ci_wet_shell_weight","a46",-0.110112259816629,0.350335181703794
"Dataset_6","ci_wet_shell_weight","a47",-0.130031693502354,0.269494460634401
"Dataset_6","ci_wet_shell_weight","a48",-0.10944581036246,0.353276670531856
"Dataset_6","ci_wet_shell_weight","a49",-0.126966026013176,0.281043426646472
"Dataset_6","ci_wet_shell_weight","a50",0.248926276126147,0.0324617957225668
"Dataset_6","ci_wet_shell_weight","a51",0.248867036174665,0.0325044173511507
"Dataset_6","ci_wet_shell_weight","a52",0.179186043244303,0.126620107421145
"Dataset_6","ci_wet_shell_weight","a53",-0.0106928112424487,0.927953769098095
"Dataset_6","ci_wet_shell_weight","a54",-0.0470957614279597,0.69029333998256
"Dataset_6","ci_wet_shell_weight","a55",0.0109890109998573,0.925963570330244
"Dataset_6","ci_wet_shell_weight","a56",-0.0597286810814344,0.613200782368923
"Dataset_6","ci_wet_shell_weight","a57",0.21856580099177,0.0613654361753867
"Dataset_6","ci_wet_shell_weight","a58",-0.0909777554880366,0.440767967304219
"Dataset_6","ci_wet_shell_weight","a59",-0.10944581036246,0.353276670531856
"Dataset_6","ci_wet_shell_weight","a60",0.0318562839092897,0.787590281909227
"Dataset_6","ci_wet_shell_weight","a61",-0.0300494653890976,0.799378250170474
"Dataset_6","ci_wet_shell_weight","a62",-0.0291904860926128,0.804998278079349
"Dataset_6","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_6","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_6","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_6","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_6","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_6","ci_pollution","a21",-0.0290707145501666,0.805410152016771
"Dataset_6","ci_pollution","a22",0.0116253239540911,0.92159319750662
"Dataset_6","ci_pollution","a23",-0.0308478341355054,0.793765486067532
"Dataset_6","ci_pollution","a24",-0.00288781932617549,0.980569366904883
"Dataset_6","ci_pollution","a25",0.024687152906331,0.834310791903325
"Dataset_6","ci_pollution","a26",-0.0315883006293965,0.788926707166553
"Dataset_6","ci_pollution","a27",-0.0814661236579045,0.489351465307719
"Dataset_6","ci_pollution","a28",-0.0992373195112921,0.399401845775126
"Dataset_6","ci_pollution","a29",-0.0820288781932618,0.486347849590677
"Dataset_6","ci_pollution","a30",-0.0949722325064791,0.420046545658955
"Dataset_6","ci_pollution","a31",-0.0201258793039615,0.864618246824196
"Dataset_6","ci_pollution","a32",-0.016986301369863,0.885596519557978
"Dataset_6","ci_pollution","a33",0.00712328767123288,0.951948156500664
"Dataset_6","ci_pollution","a34",-0.00845612736023695,0.942952369203387
"Dataset_6","ci_pollution","a35",-0.0265827471306923,0.821783762509559
"Dataset_6","ci_pollution","a36",-0.0366827101073676,0.755862005900192
"Dataset_6","ci_pollution","a37",-0.0119807478711588,0.919200962056847
"Dataset_6","ci_pollution","a38",-0.0466049611255091,0.692758310716172
"Dataset_6","ci_pollution","a39",-0.0204516845612736,0.862446369070172
"Dataset_6","ci_pollution","a40",-0.062095520177712,0.598435790486795
"Dataset_6","ci_pollution","a41",-0.0308478341355054,0.793765486067532
"Dataset_6","ci_pollution","a42",-0.0381340244353943,0.746519535563874
"Dataset_6","ci_pollution","a43",-0.0230581266197705,0.845109502843586
"Dataset_6","ci_pollution","a44",-0.0309366901147723,0.793184415903202
"Dataset_6","ci_pollution","a45",-0.0283302480562755,0.810274821082497
"Dataset_6","ci_pollution","a46",-0.0230581266197705,0.845109502843586
"Dataset_6","ci_pollution","a47",-0.0294853757867456,0.802689159422601
"Dataset_6","ci_pollution","a48",-0.0381340244353943,0.746519535563874
"Dataset_6","ci_pollution","a49",-0.0220807108478341,0.851602642027361
"Dataset_6","ci_pollution","a50",0.0460422065901518,0.696286435211493
"Dataset_6","ci_pollution","a51",0.100155497963717,0.395037435397367
"Dataset_6","ci_pollution","a52",0.0103813402443539,0.929971383072433
"Dataset_6","ci_pollution","a53",0.0579489078119215,0.623123660017021
"Dataset_6","ci_pollution","a54",0.00250277674935209,0.983173062898868
"Dataset_6","ci_pollution","a55",0.0436727138097001,0.711211986082276
"Dataset_6","ci_pollution","a56",0.0695298037763791,0.555306370497405
"Dataset_6","ci_pollution","a57",0.0611181044057756,0.604215649968922
"Dataset_6","ci_pollution","a58",-0.0511958533876342,0.664226748901093
"Dataset_6","ci_pollution","a59",-0.0381340244353943,0.746519535563874
"Dataset_6","ci_pollution","a60",-0.0115957052943354,0.92179258228198
"Dataset_6","ci_pollution","a61",0.0181710477600889,0.877670108077657
"Dataset_6","ci_pollution","a62",0.000162902628656053,0.998998323764864
"Dataset_6","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_6","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_6","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_6","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_6","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_6","shell_thickness","a21",0.185415849848744,0.113740738352373
"Dataset_6","shell_thickness","a22",0.156179418216711,0.183912668795895
"Dataset_6","shell_thickness","a23",0.307130639692739,0.00777421792168773
"Dataset_6","shell_thickness","a24",0.151040086009864,0.198946236381353
"Dataset_6","shell_thickness","a25",0.152076838904617,0.195844881571757
"Dataset_6","shell_thickness","a26",0.231403246108856,0.0472859141735727
"Dataset_6","shell_thickness","a27",0.18175759320583,0.121175236558812
"Dataset_6","shell_thickness","a28",0.189696158228509,0.105494180844197
"Dataset_6","shell_thickness","a29",0.255855803669386,0.0277893608519625
"Dataset_6","shell_thickness","a30",0.164014307949915,0.162606019794375
"Dataset_6","shell_thickness","a31",0.297888728173798,0.0099455504642294
"Dataset_6","shell_thickness","a32",0.305382970527298,0.0081496565579268
"Dataset_6","shell_thickness","a33",0.302998438869366,0.00868748654451748
"Dataset_6","shell_thickness","a34",0.300806447034746,0.00920902447262167
"Dataset_6","shell_thickness","a35",0.308389553922082,0.00751325848651091
"Dataset_6","shell_thickness","a36",0.327480617941175,0.00439780432362757
"Dataset_6","shell_thickness","a37",0.0966846128135313,0.41251536951173
"Dataset_6","shell_thickness","a38",0.224086732823028,0.0549420335668512
"Dataset_6","shell_thickness","a39",0.340454839881226,0.0029969071887108
"Dataset_6","shell_thickness","a40",0.149662685735406,0.203120746649734
"Dataset_6","shell_thickness","a41",0.307130639692739,0.00777421792168773
"Dataset_6","shell_thickness","a42",0.303190978692678,0.00864293525519781
"Dataset_6","shell_thickness","a43",0.317201953527482,0.00589222456738022
"Dataset_6","shell_thickness","a44",0.326310568245668,0.0045489821344592
"Dataset_6","shell_thickness","a45",0.299206885425698,0.00960667510263245
"Dataset_6","shell_thickness","a46",0.317201953527482,0.00589222456738022
"Dataset_6","shell_thickness","a47",0.350170695580625,0.00222477410503359
"Dataset_6","shell_thickness","a48",0.303190978692678,0.00864293525519781
"Dataset_6","shell_thickness","a49",0.315291366050008,0.00621476562693737
"Dataset_6","shell_thickness","a50",0.0412775759668063,0.726949053544279
"Dataset_6","shell_thickness","a51",0.085235898704331,0.470257883013268
"Dataset_6","shell_thickness","a52",0.210845917281469,0.0713542043455715
"Dataset_6","shell_thickness","a53",0.237253494586391,0.0418161025998859
"Dataset_6","shell_thickness","a54",0.184245800153237,0.116079298179416
"Dataset_6","shell_thickness","a55",0.197249643604566,0.0920828267121095
"Dataset_6","shell_thickness","a56",0.297133379636192,0.0101443978436192
"Dataset_6","shell_thickness","a57",0.0218606753236477,0.853328524563245
"Dataset_6","shell_thickness","a58",0.320460319768134,0.00537611989239002
"Dataset_6","shell_thickness","a59",0.303190978692678,0.00864293525519781
"Dataset_6","shell_thickness","a60",0.25533742722201,0.028118054762505
"Dataset_6","shell_thickness","a61",0.212252939067205,0.0694423654997345
"Dataset_6","shell_thickness","a62",0.217821783187593,0.0622758227982323
"Dataset_7","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_7","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_7","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_7","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_7","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_7","p450","a3",0.112595335061088,0.338743047355252
"Dataset_7","p450","a64",0.0504850055534987,0.668614583563312
"Dataset_7","p450","a65",0.106908552388004,0.363818366299733
"Dataset_7","p450","a66",0.11244724176231,0.339381870256503
"Dataset_7","p450","a70",0.126782673084043,0.281076380930055
"Dataset_7","p450","a72",0.0608811551277305,0.605620534385452
"Dataset_7","p450","a73",0.128085894113291,0.276129776497471
"Dataset_7","p450","a74",0.187115883006294,0.11032761445274
"Dataset_7","p450","a76",-0.00697519437245464,0.952948081330138
"Dataset_7","p450","a77",0.0843983709737134,0.473809392807725
"Dataset_7","p450","a78",0.0711588300629396,0.546059352927506
"Dataset_7","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_7","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_7","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_7","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_7","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_7","sod","a3",-0.104361347649019,0.375411096119006
"Dataset_7","sod","a64",0.0878933728248797,0.455638982068067
"Dataset_7","sod","a65",-0.103620881155128,0.378822748517082
"Dataset_7","sod","a66",-0.0868863383931877,0.460834569391872
"Dataset_7","sod","a70",-0.0764605701592003,0.516494860908596
"Dataset_7","sod","a72",0.0857608293224732,0.466679775429613
"Dataset_7","sod","a73",-0.08836727138097,0.453205272692525
"Dataset_7","sod","a74",-0.0251314328026657,0.831370930492152
"Dataset_7","sod","a76",0.237467604590892,0.0418559851705957
"Dataset_7","sod","a77",0.211580895964458,0.0704591388215279
"Dataset_7","sod","a78",0.00549426138467234,0.962951084716869
"Dataset_7","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_7","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_7","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_7","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_7","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_7","ci_wet_volume","a3",0.128076775103458,0.276821606358203
"Dataset_7","ci_wet_volume","a64",-0.00567222535437376,0.961744941363019
"Dataset_7","ci_wet_volume","a65",0.114199816468867,0.332628293622503
"Dataset_7","ci_wet_volume","a66",0.0792778650703988,0.501952045783644
"Dataset_7","ci_wet_volume","a70",0.0738722194976928,0.531636612288223
"Dataset_7","ci_wet_volume","a72",0.0668819052228509,0.571271790297656
"Dataset_7","ci_wet_volume","a73",0.0622463790194071,0.598291615459102
"Dataset_7","ci_wet_volume","a74",0.0225408015387908,0.848818346637838
"Dataset_7","ci_wet_volume","a76",0.186398507337201,0.111804921853854
"Dataset_7","ci_wet_volume","a77",0.0882823376956188,0.454480409828097
"Dataset_7","ci_wet_volume","a78",-0.0287906164201112,0.807617885224891
"Dataset_7","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_7","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_7","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_7","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_7","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_7","ci_wet_shell_weight","a3",-0.111578448615801,0.343917627572373
"Dataset_7","ci_wet_shell_weight","a64",-0.048561950227132,0.681163273539371
"Dataset_7","ci_wet_shell_weight","a65",-0.109312520471626,0.353866797627963
"Dataset_7","ci_wet_shell_weight","a66",-0.10944581036246,0.353276670531856
"Dataset_7","ci_wet_shell_weight","a70",-0.11188945836108,0.342565835264357
"Dataset_7","ci_wet_shell_weight","a72",-0.112333757997193,0.340640481070243
"Dataset_7","ci_wet_shell_weight","a73",-0.117783833533511,0.317577043629798
"Dataset_7","ci_wet_shell_weight","a74",-0.173454577938448,0.139424328224169
"Dataset_7","ci_wet_shell_weight","a76",-0.00900447262521997,0.939305966163517
"Dataset_7","ci_wet_shell_weight","a77",0.113400077123864,0.336047383565737
"Dataset_7","ci_wet_shell_weight","a78",0.0308640147219711,0.794058289162001
"Dataset_7","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_7","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_7","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_7","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_7","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_7","ci_pollution","a3",-0.0054646427249167,0.963151208530935
"Dataset_7","ci_pollution","a64",-0.0348759718622732,0.767541567333075
"Dataset_7","ci_pollution","a65",-0.0206886338393188,0.860867463276995
"Dataset_7","ci_pollution","a66",-0.0381340244353943,0.746519535563874
"Dataset_7","ci_pollution","a70",-0.02326545723806,0.843733485420687
"Dataset_7","ci_pollution","a72",0.0990299888930026,0.400391294742746
"Dataset_7","ci_pollution","a73",-0.0291299518696779,0.805021295930852
"Dataset_7","ci_pollution","a74",-0.00706405035172158,0.952348117583659
"Dataset_7","ci_pollution","a76",0.143487597186227,0.222086686861639
"Dataset_7","ci_pollution","a77",-0.0318548685671973,0.787186696427294
"Dataset_7","ci_pollution","a78",-0.00878193261754905,0.940754444461938
"Dataset_7","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_7","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_7","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_7","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_7","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_7","shell_thickness","a3",0.320934263948592,0.00530447917831764
"Dataset_7","shell_thickness","a64",0.258121849282203,0.0263903205287943
"Dataset_7","shell_thickness","a65",0.31921621629443,0.00556826152588046
"Dataset_7","shell_thickness","a66",0.303190978692678,0.00864293525519781
"Dataset_7","shell_thickness","a70",0.303339086249071,0.0086088011872367
"Dataset_7","shell_thickness","a72",0.326873376959963,0.00447569794385556
"Dataset_7","shell_thickness","a73",0.312803159102601,0.00665809060379229
"Dataset_7","shell_thickness","a74",0.30864133676795,0.00746199928008126
"Dataset_7","shell_thickness","a76",0.308745012057425,0.00744098194646081
"Dataset_7","shell_thickness","a77",0.0762309592756197,0.518577530948506
"Dataset_7","shell_thickness","a78",0.0903159878886204,0.444112912129743
"Dataset_8","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_8","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_8","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_8","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_8","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_8","p450","sum40CB",0.0536245834875972,0.649321013433978
"Dataset_8","p450","sumBDE",0.184005923731951,0.116454617032839
"Dataset_8","p450","sumCHLD",0.214513143280267,0.0665844055550421
"Dataset_8","p450","sumDDT",0.070122176971492,0.551935121986884
"Dataset_8","p450","sumHCH",0.0283006293965198,0.810469559303933
"Dataset_8","p450","sumPCB",0.055312847093669,0.639040094197747
"Dataset_8","p450","hmwPAH",0.0228507960014809,0.846485985560903
"Dataset_8","p450","lmwPAH",-0.0527360236949278,0.654758708778885
"Dataset_8","p450","sumPAH",0.00276934468715291,0.981370483700843
"Dataset_8","p450","sum16PAH",0.0159496482784154,0.892541412604402
"Dataset_8","p450","sum42PAH",0.00182154757497223,0.987780017058939
"Dataset_8","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_8","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_8","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_8","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_8","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_8","sod","sum40CB",0.229352091817845,0.0495387891025297
"Dataset_8","sod","sumBDE",0.148078489448352,0.207528270310653
"Dataset_8","sod","sumCHLD",-0.0263457978526472,0.823347265784436
"Dataset_8","sod","sumDDT",0.224731580895964,0.0544097721007413
"Dataset_8","sod","sumHCH",0.040918178452425,0.728700562873847
"Dataset_8","sod","sumPCB",0.22428730099963,0.0548981646910911
"Dataset_8","sod","hmwPAH",0.229825990373936,0.0490602216042561
"Dataset_8","sod","lmwPAH",0.268034061458719,0.021221685629734
"Dataset_8","sod","sumPAH",0.256927064050352,0.0273877487695331
"Dataset_8","sod","sum16PAH",0.19244724176231,0.100410583189776
"Dataset_8","sod","sum42PAH",0.260688633839319,0.0251481088786069
"Dataset_8","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_8","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_8","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_8","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_8","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_8","ci_wet_volume","sum40CB",0.102618405954193,0.384285003287575
"Dataset_8","ci_wet_volume","sumBDE",0.00592399514817103,0.960048296597525
"Dataset_8","ci_wet_volume","sumCHLD",0.00965611209151878,0.934922860651817
"Dataset_8","ci_wet_volume","sumDDT",0.109653150192646,0.352359906782264
"Dataset_8","ci_wet_volume","sumHCH",0.0431118746908147,0.715321776092362
"Dataset_8","ci_wet_volume","sumPCB",0.0813068334086474,0.491036154145214
"Dataset_8","ci_wet_volume","hmwPAH",0.0917034448936876,0.437116233276879
"Dataset_8","ci_wet_volume","lmwPAH",0.131720032119583,0.263272249658984
"Dataset_8","ci_wet_volume","sumPAH",0.108127721441992,0.359139142920467
"Dataset_8","ci_wet_volume","sum16PAH",0.100322857834276,0.395066145417603
"Dataset_8","ci_wet_volume","sum42PAH",0.108364681247919,0.358080825996929
"Dataset_8","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_8","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_8","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_8","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_8","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_8","ci_wet_shell_weight","sum40CB",0.0176535055415497,0.881326853415685
"Dataset_8","ci_wet_shell_weight","sumBDE",-0.127736145382438,0.27811177452607
"Dataset_8","ci_wet_shell_weight","sumCHLD",-0.0646011670908051,0.584494845629087
"Dataset_8","ci_wet_shell_weight","sumDDT",0.112081988203396,0.341730680389664
"Dataset_8","ci_wet_shell_weight","sumHCH",-0.149788217321505,0.202737729880047
"Dataset_8","ci_wet_shell_weight","sumPCB",0.00180681852019216,0.987810205504655
"Dataset_8","ci_wet_shell_weight","hmwPAH",-0.0250288795010226,0.832361246879365
"Dataset_8","ci_wet_shell_weight","lmwPAH",0.0734279198615799,0.534114594781618
"Dataset_8","ci_wet_shell_weight","sumPAH",0.00309528746491936,0.979119021872135
"Dataset_8","ci_wet_shell_weight","sum16PAH",-0.0241550902166674,0.83813301363605
"Dataset_8","ci_wet_shell_weight","sum42PAH",0.00130327893259763,0.99120720070226
"Dataset_8","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_8","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_8","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_8","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_8","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_8","ci_pollution","sum40CB",-0.0176379118844872,0.881235547489104
"Dataset_8","ci_pollution","sumBDE",0.00703443169196594,0.952548102561923
"Dataset_8","ci_pollution","sumCHLD",-0.0949722325064791,0.420046545658955
"Dataset_8","ci_pollution","sumDDT",0.00937430581266198,0.936759366848458
"Dataset_8","ci_pollution","sumHCH",-0.0195631247686042,0.868372035276828
"Dataset_8","ci_pollution","sumPCB",-0.0347574972232506,0.768309290867236
"Dataset_8","ci_pollution","hmwPAH",0.155423917067753,0.185674120471362
"Dataset_8","ci_pollution","lmwPAH",0.138748611625324,0.237854670384631
"Dataset_8","ci_pollution","sumPAH",0.159392817475009,0.174587235984938
"Dataset_8","ci_pollution","sum16PAH",0.137741577193632,0.241303189492187
"Dataset_8","ci_pollution","sum42PAH",0.160992225101814,0.170259661211569
"Dataset_8","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_8","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_8","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_8","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_8","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_8","shell_thickness","sum40CB",0.244658872406054,0.0356544646146745
"Dataset_8","shell_thickness","sumBDE",0.274532166530578,0.0179288583544015
"Dataset_8","shell_thickness","sumCHLD",0.302020928997171,0.00891678300283787
"Dataset_8","shell_thickness","sumDDT",0.113376334419054,0.336149226946855
"Dataset_8","shell_thickness","sumHCH",0.329257908617894,0.00417668964927294
"Dataset_8","shell_thickness","sumPCB",0.217481135807888,0.0626962765905008
"Dataset_8","shell_thickness","hmwPAH",0.194065331142111,0.0975632014463657
"Dataset_8","shell_thickness","lmwPAH",0.122233166291372,0.299510046642854
"Dataset_8","shell_thickness","sumPAH",0.187311626570578,0.110028994599575
"Dataset_8","shell_thickness","sum16PAH",0.19144382739395,0.102263738162217
"Dataset_8","shell_thickness","sum42PAH",0.188303947198412,0.108123854308235
