"sample_id","latitude","longitude","site_name","site_number","reporting_area","p450","sod","shell","ci1","ci2","ci3","geo_group","lat_range","long_range","label"
246,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,2848746,0,0.92,34.752,0.6517,0.0637,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
247,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,12345151,0,0.99,39.643,0.6948,0.0631,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
248,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,2563791,1.758,0.82,35.098,0.7173,0.0584,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
249,47.30973,-122.68868,"Kopachuck State Park",52,13,8355096,4.823,0.86,37.266,0.6819,0.0594,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
250,47.30973,-122.68868,"Kopachuck State Park",52,13,9888442,4.096,0.77,34.889,0.6672,0.0541,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
251,47.30973,-122.68868,"Kopachuck State Park",52,13,2558683,9.21,0.69,34.151,0.6946,0.047,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
252,47.66586,-122.56698,"Williams Olson Park",26,10,5178253,0,0.575,36.209,0.7263,0.0507,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
253,47.30973,-122.68868,"Kopachuck State Park",52,13,8338308,0.775,0.79,13.883,0.6777,0.0564,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
254,47.66586,-122.56698,"Williams Olson Park",26,10,1705387,3.468,0.615,34.099,0.7126,0.0569,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
255,47.66586,-122.56698,"Williams Olson Park",26,10,1267023,5.287,0.785,31.693,0.6526,0.047,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
256,47.66586,-122.56698,"Williams Olson Park",26,10,3732773,17.073,0.71,33.888,0.6595,0.0503,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
257,47.66142,-122.49884,"Skiff Point",24,10,12721347,1.895,0.49,31.968,0.7298,0.0525,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
258,47.66142,-122.49884,"Skiff Point",24,10,2967756,3.933,0.62,33.043,0.7082,0.0534,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
259,47.66142,-122.49884,"Skiff Point",24,10,5002813,1.755,0.59,34.435,0.7156,0.0558,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
260,47.66142,-122.49884,"Skiff Point",24,10,1964479,9.362,0.535,34.892,0.6746,0.0503,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
261,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,12583522,2.13,0.61,35.556,0.7413,0.0654,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
262,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,4548390,3.682,0.57,32.125,0.7439,0.0584,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
263,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,4658604,4.915,0.6,34.549,0.7492,0.0638,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
264,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,2700803,0,0.645,34.477,0.6885,0.0606,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
265,47.33775,-122.59014,"Donkey Creek Delta",44,11,4311572,0.189,0.755,36.763,0.7276,0.052,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
266,47.33775,-122.59014,"Donkey Creek Delta",44,11,2345153,0,0.635,32.098,0.7057,0.0475,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
267,47.33775,-122.59014,"Donkey Creek Delta",44,11,2003071,6.206,0.695,32.513,0.7255,0.0553,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
268,47.33775,-122.59014,"Donkey Creek Delta",44,11,4080904,3.605,0.85,36.748,0.6876,0.0535,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
269,47.78184,-122.83474,"Broad Spit (Fisherman's Point)",30,12,1266317,0.897,0.645,32.155,0.7173,0.0362,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
270,47.78184,-122.83474,"Broad Spit (Fisherman's Point)",30,12,1780096,10.875,0.56,32.612,0.694,0.0503,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
271,47.78184,-122.83474,"Broad Spit (Fisherman's Point)",30,12,4813963,7.416,0.79,38.204,0.7016,0.0587,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
272,47.78184,-122.83474,"Broad Spit (Fisherman's Point)",30,12,1386547,9.277,0.66,33.928,0.7278,0.0631,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
273,47.346537,-122.82236,"Reach Island",39,13,7178794,7.636,0.655,30.126,0.6434,0.0533,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
274,47.346537,-122.82236,"Reach Island",39,13,7550982,0.367,0.85,33.555,0.7002,0.0574,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
275,47.346537,-122.82236,"Reach Island",39,13,1945061,0.028,0.765,34.233,0.67,0.0572,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
276,47.346537,-122.82236,"Reach Island",39,13,6947155,10.304,0.81,31.261,0.6531,0.0487,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
277,47.44896,-122.372267,"Three Tree Point",22,11,8434870,0,0.73,34.27,0.7424,0.0584,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
278,47.44896,-122.372267,"Three Tree Point",22,11,9703015,8.998,0.765,35.936,0.7225,0.0581,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
279,47.44896,-122.372267,"Three Tree Point",22,11,4665257,19.803,0.955,34.397,0.7171,0.0608,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
280,47.44896,-122.372267,"Three Tree Point",22,11,6864899,3.697,0.8,34.722,0.7246,0.0639,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
281,47.50161,-122.38593,"Arroyo Beach",13,11,3448794,7.084,0.92,35.453,0.7011,0.0553,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
282,47.50161,-122.38593,"Arroyo Beach",13,11,6485447,0.635,0.965,31.88,0.6596,0.0537,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
283,47.50161,-122.38593,"Arroyo Beach",13,11,3563340,11.884,0.86,30.795,0.6448,0.0613,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
284,47.50161,-122.38593,"Arroyo Beach",13,11,1813227,18.105,0.955,34.438,0.6747,0.0575,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
285,47.50161,-122.38593,"Arroyo Beach",13,11,1987132,15.285,0.875,24.713,0.5996,0.0339,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
286,47.50161,-122.38593,"Arroyo Beach",13,11,9587219,0,0.645,34.52,0.714,0.0529,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
287,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,5854695,0,0.67,33.325,0.7435,0.0584,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
288,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,2506610,4.592,0.795,34.306,0.7052,0.062,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
289,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,2016415,1.33,0.725,35.209,0.6896,0.0535,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
290,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,4648754,0,0.64,34.78,0.7353,0.0549,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
291,47.671678,-122.406663,"Shilshole Bay",18,10,4026125,0.854,0.56,36.954,0.7494,0.051,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
292,47.671678,-122.406663,"Shilshole Bay",18,10,2842961,1.541,0.575,31.404,0.6813,0.0502,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
293,47.671678,-122.406663,"Shilshole Bay",18,10,2013492,12.831,0.515,28.93,0.727,0.0534,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
294,47.671678,-122.406663,"Shilshole Bay",18,10,2568717,24.401,0.575,31.874,0.7566,0.0577,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
295,47.60255,-122.66992,"Rocky Point",27,10,4297558,15.435,0.695,33.598,0.7048,0.0652,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
296,47.60255,-122.66992,"Rocky Point",27,10,1980727,7.396,0.595,33.773,0.7114,0.0621,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
297,47.60255,-122.66992,"Rocky Point",27,10,8616041,14.146,0.745,32.59,0.7054,0.0592,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
298,47.60255,-122.66992,"Rocky Point",27,10,3139278,2.605,0.72,35.45,0.7348,0.0605,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
299,47.5833538,-122.6414587,"Lions Park",37,10,8920913,6.1,0.66,25.069,0.7306,0.059,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
300,47.5833538,-122.6414587,"Lions Park",37,10,8605549,31.368,0.75,22.388,0.6424,0.0499,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
301,47.5833538,-122.6414587,"Lions Park",37,10,2556710,7.869,0.805,32.342,0.647,0.0475,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
302,47.5833538,-122.6414587,"Lions Park",37,10,6089843,13.836,0.785,30.791,0.6925,0.0576,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
303,48.255358,-122.507014,"North Camano",7,8.1,8854036,0,0.745,32.838,0.6938,0.0512,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
304,48.255358,-122.507014,"North Camano",7,8.1,31917668,0.564,0.725,33.059,0.7282,0.058,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
305,48.255358,-122.507014,"North Camano",7,8.1,5141401,2.438,0.855,32.412,0.6914,0.0507,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
306,48.255358,-122.507014,"North Camano",7,8.1,3248979,0,0.745,31.456,0.693,0.0494,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
307,48.018127,-122.699524,"Maristone Island",11,9,2150285,12.992,0.61,36.184,0.7767,0.0551,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
308,48.018127,-122.699524,"Maristone Island",11,9,5028627,5.332,0.705,31.352,0.7168,0.0558,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
309,48.018127,-122.699524,"Maristone Island",11,9,5112018,0,0.9,32.803,0.6666,0.0542,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
310,48.018127,-122.699524,"Maristone Island",11,9,11966241,4.949,0.695,30.731,0.666,0.0518,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
311,48.018127,-122.699524,"Maristone Island",11,9,2059689,8.389,0.61,36.79,0.7672,0.0525,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
312,48.018127,-122.699524,"Maristone Island",11,9,2318505,2.408,0.675,34.051,0.7595,0.0643,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
