"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Edmonds Marina","Raft Island Park",0.983716339859445,0.3253,0.6456,"No"
"Purdy, Dexters","Seattle Aquarium, Pier 59",0.983716339859445,0.3253,0.6461,"No"
"Cap Sante","Kingston Marina",-0.979797151254428,0.3272,0.6462,"No"
"Chuckanut, Clark's Point","Skiff Point",-0.983716339859445,0.3253,0.6465,"No"
"Commencement Bay, Dick Gilmur Launch","Meyer's Point, Henderson Inlet",0.979797151254428,0.3272,0.6467,"No"
"Blair Waterway","Eastsound, Fishing Bay",0.97587796264941,0.3291,0.6468,"No"
"Chambers Bay Park","Smith Cove, Terminal 91",0.983716339859445,0.3253,0.647,"No"
"Maple Hollow Park","Maristone Island",0.984586712124506,0.3248,0.6471,"No"
"Maple Hollow Park","Purdy, Burley Lagoon",0.979797151254428,0.3272,0.6471,"No"
"Discovery Bay","Elliot Bay Myrtle Edwards",0.978265205654309,0.3279,0.6473,"No"
"Blair Waterway Two","Kitsap St Boat Launch",0.97587796264941,0.3291,0.6473,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Squaxin Island",-0.983716339859445,0.3253,0.6475,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliot Bay Myrtle Edwards",0.974134018130431,0.33,0.6476,"No"
"Edmonds Marina","South of Skunk Island",0.979797151254428,0.3272,0.6476,"No"
"Gig Harbor Boat Launch","Meyer's Point, Henderson Inlet",0.97587796264941,0.3291,0.6477,"No"
"Broad Spit ","Filucy Bay",-0.974134018130431,0.33,0.6481,"No"
"Discovery Bay","Squaxin Island",-0.979797151254428,0.3272,0.6481,"No"
"Port Angeles Yacht Club","Suquamish, Stormwater Outfall",0.973138029425383,0.3305,0.6481,"No"
"Manchester, Stormwater Outfall","Miller Creek",-0.97587796264941,0.3291,0.6482,"No"
"Blair Waterway","Williams Olson Park",0.979797151254428,0.3272,0.6485,"No"
"Blair Waterway Two","N Avenue Park",-0.97587796264941,0.3291,0.6487,"No"
"Elliott Bay, Harbor Island, Pier 17","Everett Harbor",0.971958774044392,0.3311,0.6488,"No"
"Browns Point Lighthouse","Skiff Point",0.97587796264941,0.3291,0.6491,"No"
"Broad Spit","Chuckanut, Clark's Point",-0.970009265143535,0.332,0.6503,"No"
"Everett Harbor","Thea Foss Waterway",0.968350355597001,0.3329,0.6514,"No"
"Eastsound, Fishing Bay","Hood Canal Holly",0.965982602738432,0.3341,0.6533,"No"
"Filucy Bay","Kopachuck State Park",0.964120396834357,0.335,0.6533,"No"
"Cap Sante","Salmon Beach",0.964120396834357,0.335,0.6537,"No"
"Blair Waterway Two","Shilshole Bay",0.964120396834357,0.335,0.6542,"No"
"Thea Foss Waterway","Tulalip Bay",-0.9598710864811,0.3371,0.6542,"No"
"Blair Waterway","Des Moines Marina",-0.960201208229339,0.337,0.6543,"No"
"Commencement Bay, Milwaukee Waterway","Filucy Bay",-0.95926174304447,0.3374,0.6543,"No"
"Arroyo Beach","Williams Olson Park",0.958827176051481,0.3376,0.6543,"No"
"Madrona Pont","Skiff Point",0.964120396834357,0.335,0.6546,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Everett Harbor",-0.960201208229339,0.337,0.6548,"No"
"Hood Canal Holly","Williams Olson Park",-0.961689346726261,0.3362,0.6552,"No"
"Arroyo Beach","Commencement Bay Skookum",-0.9559650053767,0.3391,0.6553,"No"
"Penn Cove Reference","Purdy, Burley Lagoon",-0.960201208229339,0.337,0.6553,"No"
"Broad Spit","Shilshole Bay",-0.955495410802235,0.3393,0.6553,"No"
"Discovery Bay","Everett Harbor",-0.956282019624321,0.3389,0.6554,"No"
"Lions Park","Rich Passage",0.960201208229339,0.337,0.6557,"No"
"Arroyo Beach","Eastsound, Fishing Bay",0.95453392003931,0.3398,0.6558,"No"
"Aiston Preserve","Lions Park",-0.956282019624321,0.3389,0.6559,"No"
"Browns Point Lighthouse","Salmon Bay, Commodore Park",0.960201208229339,0.337,0.6562,"No"
"Brackenwood Lane","Seattle Aquarium, Pier 59",-0.956282019624321,0.3389,0.6563,"No"
"Blair Waterway Two","Kopachuck State Park",-0.952362831019304,0.3409,0.6565,"No"
"Cap Sante","Point Defiance Ferry",0.952362831019304,0.3409,0.657,"No"
"Seattle Aquarium, Pier 59","Tulalip Reservation",-0.952362831019304,0.3409,0.6574,"No"
"Blair Waterway Two","Chuckanut, Clark's Point",0.948443642414286,0.3429,0.6581,"No"
"Cap Sante","Port Angeles Yacht Club",-0.947378493352358,0.3434,0.6582,"No"
"Eld Inlet","Thea Foss Waterway",0.947694417977611,0.3433,0.6583,"No"
"Donkey Creek Delta","Reach Island",-0.948443642414286,0.3429,0.6585,"No"
"Friday Harbor","Thea Foss Waterway",0.946465790845915,0.3439,0.6586,"No"
"Chambers Bay Park","Donkey Creek Delta",0.944524453809268,0.3449,0.6587,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Tulalip Bay",-0.945947408014968,0.3442,0.6587,"No"
"Mukilteo","Rocky Point",0.948443642414286,0.3429,0.659,"No"
"Commencement Bay, Dick Gilmur Launch","Penn Cove Reference",0.944524453809268,0.3449,0.6592,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eld Inlet",-0.94060526520425,0.3469,0.6594,"No"
"Madrona Pont","Salmon Bay, Commodore Park",0.948443642414286,0.3429,0.6594,"No"
"Broad Spit","Kitsap St Boat Launch",-0.94461002004626,0.3449,0.6595,"No"
"Filucy Bay","N Avenue Park",0.94060526520425,0.3469,0.6598,"No"
"Elliott Bay, Harbor Island, Pier 17","Squaxin Island",0.948443642414286,0.3429,0.6599,"No"
"Gig Harbor Boat Launch","Penn Cove Reference",0.94060526520425,0.3469,0.6603,"No"
"Oak Bay County Park","Purdy, Burley Lagoon",-0.94060526520425,0.3469,0.6607,"No"
"Discovery Bay","Tulalip Bay",-0.941654152002798,0.3464,0.6611,"No"
"N Avenue Park","Skiff Point",0.94060526520425,0.3469,0.6612,"No"
"Salmon Beach","Suquamish, Stormwater Outfall",-0.94060526520425,0.3469,0.6616,"No"
"Jamestown","Purdy, Dexters",-0.935929810653236,0.3493,0.6617,"No"
"Blair Waterway","Edmonds Ferry",-0.936686076599233,0.3489,0.6618,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Friday Harbor",-0.936127092910753,0.3492,0.6619,"No"
"Discovery Bay","Eld Inlet",-0.936686076599233,0.3489,0.6623,"No"
"Lions Park","Raft Island Park",0.936686076599233,0.3489,0.6627,"No"
"Donkey Creek Delta","Meyer's Point, Henderson Inlet",0.932766887994215,0.3509,0.6634,"No"
"Discovery Bay","Friday Harbor",-0.931995905386875,0.3513,0.6637,"No"
"Lions Park","South of Skunk Island",0.932766887994215,0.3509,0.6638,"No"
"Three Tree Point","Tulalip Reservation",0.932766887994215,0.3509,0.6643,"No"
"Point Defiance Ferry","Suquamish, Stormwater Outfall",-0.928847699389197,0.353,0.6663,"No"
"Broad Spit ","Miller Creek",-0.927038480358222,0.3539,0.6676,"No"
"Broad Spit","Chimacum Creek delta",-0.926467702119635,0.3542,0.6677,"No"
"Commencement Bay Skookum","Miller Creek",-0.92492851078418,0.355,0.6679,"No"
"Commencement Bay, Dick Gilmur Launch","Oak Bay County Park",0.92492851078418,0.355,0.6683,"No"
"N Avenue Park","Salmon Bay, Commodore Park",0.92492851078418,0.355,0.6688,"No"
"Gig Harbor Boat Launch","Oak Bay County Park",0.921009322179162,0.357,0.6708,"No"
"Rich Passage","Squaxin Island",-0.921009322179162,0.357,0.6713,"No"
"Blair Waterway Two","Commencement Bay Skookum",-0.917090133574144,0.3591,0.6719,"No"
"Filucy Bay","Madrona Pont",0.917090133574144,0.3591,0.6724,"No"
"Jamestown","Salmon Beach",0.918756786604553,0.3582,0.6726,"No"
"Blair Waterway","Penrose Point State Park",-0.917090133574144,0.3591,0.6728,"No"
"Kopachuck State Park","Skiff Point",0.917090133574144,0.3591,0.6733,"No"
"Aiston Preserve","Squaxin Island",-0.917090133574144,0.3591,0.6738,"No"
"Kingston Marina","Minter Bay",-0.913170944969126,0.3612,0.6749,"No"
"Locust Beach","Purdy, Burley Lagoon",-0.913170944969126,0.3612,0.6753,"No"
"Maple Hollow Park","Thea Foss Waterway",0.91051373026271,0.3626,0.677,"No"
"Elliott Bay, Harbor Island, Pier 17","Lions Park",0.909251756364109,0.3632,0.6778,"No"
"Browns Point Lighthouse","Filucy Bay",-0.905332567759091,0.3653,0.6785,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Maple Hollow Park",-0.905332567759091,0.3653,0.679,"No"
"Chambers Bay Park","Gig Harbor Boat Launch",0.901413379154073,0.3674,0.6792,"No"
"Blair Waterway","North Camano",-0.905332567759091,0.3653,0.6794,"No"
"Blair Waterway","Commencement Bay, Milwaukee Waterway",-0.903903830224505,0.366,0.6795,"No"
"Discovery Bay","Maple Hollow Park",-0.901413379154073,0.3674,0.6796,"No"
"Chambers Bay Park","Commencement Bay, Dick Gilmur Launch",0.897494190549056,0.3695,0.6799,"No"
"Gig Harbor Boat Launch","Reach Island",-0.905332567759091,0.3653,0.6799,"No"
"Arroyo Beach","Manchester, Stormwater Outfall",-0.90015267721848,0.368,0.68,"No"
"Commencement Bay, Dick Gilmur Launch","Reach Island",-0.901413379154073,0.3674,0.6801,"No"
"Commencement Bay, Dick Gilmur Launch","Locust Beach",0.897494190549056,0.3695,0.6803,"No"
"Rocky Point","Suquamish, Stormwater Outfall",0.905332567759091,0.3653,0.6803,"No"
"Kopachuck State Park","Salmon Bay, Commodore Park",0.901413379154073,0.3674,0.6805,"No"
"Jamestown","Point Defiance Ferry",0.905877018568041,0.365,0.6807,"No"
"Donkey Creek Delta","Penn Cove Reference",0.897494190549056,0.3695,0.6808,"No"
"Des Moines Marina","Tulalip Reservation",0.905332567759091,0.3653,0.6808,"No"
"Aiston Preserve","Everett Harbor",-0.893575001944038,0.3715,0.681,"No"
"Purdy, Dexters","Three Tree Point",-0.901413379154073,0.3674,0.681,"No"
"Elliot Bay Myrtle Edwards","Purdy, Burley Lagoon",-0.895641455176749,0.3704,0.6812,"No"
"Everett Harbor","Rich Passage",0.897494190549056,0.3695,0.6812,"No"
"Jamestown","Tulalip Reservation",-0.90158376255587,0.3673,0.6813,"No"
"Gig Harbor Boat Launch","Locust Beach",0.893575001944038,0.3715,0.6815,"No"
"Blair Waterway","Seattle Aquarium, Pier 59",0.897494190549056,0.3695,0.6817,"No"
"Meyer's Point, Henderson Inlet","Smith Cove, Terminal 91",-0.893575001944038,0.3715,0.6819,"No"
"Raft Island Park","Squaxin Island",-0.897494190549056,0.3695,0.6821,"No"
"South of Skunk Island","Squaxin Island",-0.893575001944038,0.3715,0.6824,"No"
"Blair Waterway","West Bay Park",-0.893575001944038,0.3715,0.6828,"No"
"Kopachuck State Park","Miller Creek",-0.88965581333902,0.3737,0.6844,"No"
"Elliot Bay Myrtle Edwards","Silverdale, Dyes Inlet",0.889031555138544,0.374,0.6846,"No"
"Purdy, Burley Lagoon","Reach Island",-0.885736624734002,0.3758,0.6869,"No"
"Kingston Marina","Smith Cove, Terminal 91",0.885736624734002,0.3758,0.6874,"No"
"Maristone Island","Reach Island",-0.881548567832406,0.378,0.6883,"No"
"Chambers Bay Park","Maristone Island",0.877255311820236,0.3803,0.6885,"No"
"Chambers Bay Park","Purdy, Burley Lagoon",0.881817436128985,0.3779,0.6885,"No"
"Commencement Bay, Milwaukee Waterway","Miller Creek",-0.880769180090788,0.3784,0.6886,"No"
"Brackenwood Lane","Eastsound, Fishing Bay",-0.877898247523967,0.38,0.6888,"No"
"Rich Passage","Tulalip Bay",-0.877255311820236,0.3803,0.6889,"No"
"Aiston Preserve","Eld Inlet",-0.873979058918949,0.3821,0.689,"No"
"Cap Sante","Rocky Point",-0.881817436128985,0.3779,0.689,"No"
"Donkey Creek Delta","Oak Bay County Park",0.877898247523967,0.38,0.6892,"No"
"Commencement Bay Skookum","Skiff Point",0.881817436128985,0.3779,0.6894,"No"
"Des Moines Marina","Purdy, Dexters",0.873979058918949,0.3821,0.6895,"No"
"Aiston Preserve","Tulalip Bay",-0.872962055808065,0.3827,0.6896,"No"
"Eld Inlet","Rich Passage",0.877898247523967,0.38,0.6897,"No"
"Arroyo Beach","Edmonds Marina",-0.878686397157625,0.3796,0.6898,"No"
"Commencement Bay, Dick Gilmur Launch","Elliot Bay Myrtle Edwards",0.879116705081237,0.3793,0.6898,"No"
"Everett Harbor","Raft Island Park",0.873979058918949,0.3821,0.6899,"No"
"Edmonds Ferry","Tulalip Reservation",0.881817436128985,0.3779,0.6899,"No"
"Eastsound, Fishing Bay","Salmon Bay, Commodore Park",-0.877898247523967,0.38,0.6901,"No"
"Elliot Bay Myrtle Edwards","Gig Harbor Boat Launch",-0.874985517557359,0.3816,0.6903,"No"
"Salmon Bay, Commodore Park","Williams Olson Park",0.881817436128985,0.3779,0.6903,"No"
"Filucy Bay","West Bay Park",0.873979058918949,0.3821,0.6904,"No"
"Brackenwood Lane","Williams Olson Park",-0.873979058918949,0.3821,0.6908,"No"
"Friday Harbor","Rich Passage",0.870028092528705,0.3843,0.6911,"No"
"Eagle Harbor Dr","Seattle Aquarium, Pier 59",-0.870059870313932,0.3843,0.6915,"No"
"Aiston Preserve","Friday Harbor",-0.865896905004827,0.3865,0.692,"No"
"Arroyo Beach","Seattle Aquarium, Pier 59",0.868668799795894,0.385,0.692,"No"
"Everett Harbor","South of Skunk Island",0.870059870313932,0.3843,0.692,"No"
"Blair Waterway Two","Manchester, Stormwater Outfall",-0.866140681708914,0.3864,0.6923,"No"
"Broad Spit ","Chimacum Creek delta",0.867549380014379,0.3856,0.6927,"No"
"Miller Creek","N Avenue Park",0.866140681708914,0.3864,0.6927,"No"
"Blair Waterway","Browns Point Lighthouse",-0.862221493103896,0.3886,0.693,"No"
"Commencement Bay Skookum","Salmon Bay, Commodore Park",0.866140681708914,0.3864,0.6931,"No"
"Edmonds Marina","Elliott Bay, Harbor Island, Pier 17",-0.862221493103896,0.3886,0.6934,"No"
"Skiff Point","Williams Olson Park",0.866140681708914,0.3864,0.6936,"No"
"Filucy Bay","North Camano",0.862221493103896,0.3886,0.6939,"No"
"Eastsound, Fishing Bay","Skiff Point",-0.862221493103896,0.3886,0.6943,"No"
"Chimacum Creek delta","South of Skunk Island",-0.862221493103896,0.3886,0.6948,"No"
"Penrose Point State Park","Tulalip Reservation",0.862221493103896,0.3886,0.6952,"No"
"Chimacum Creek delta","Raft Island Park",-0.858302304498879,0.3907,0.6959,"No"
"Chimacum Creek delta","Thea Foss Waterway",-0.857634529957071,0.3911,0.6961,"No"
"Penn Cove Reference","Smith Cove, Terminal 91",-0.858302304498879,0.3907,0.6964,"No"
"Donkey Creek Delta","Locust Beach",0.850463927288843,0.3951,0.6978,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Dexters",-0.854383115893861,0.3929,0.698,"No"
"Broad Spit ","Kitsap St Boat Launch",0.855155817442745,0.3925,0.6981,"No"
"Blair Waterway","Madrona Pont",-0.850463927288843,0.3951,0.6983,"No"
"Eld Inlet","Raft Island Park",0.854383115893861,0.3929,0.6984,"No"
"Kingston Marina","Mukilteo",-0.850463927288843,0.3951,0.6987,"No"
"Chimacum Creek delta","Maristone Island",-0.852926861084601,0.3937,0.699,"No"
"Filucy Bay","Penrose Point State Park",0.850463927288843,0.3951,0.6992,"No"
"Edmonds Ferry","Purdy, Dexters",0.850463927288843,0.3951,0.6996,"No"
"Blair Waterway Two","Edmonds Marina",-0.846544738683825,0.3972,0.6999,"No"
"Raft Island Park","Tulalip Bay",-0.851495775747211,0.3945,0.6999,"No"
"Commencement Bay, Milwaukee Waterway","Tulalip Reservation",0.846067204890213,0.3975,0.6999,"No"
"Broad Spit ","Shilshole Bay",0.847719679899764,0.3966,0.7001,"No"
"Eld Inlet","South of Skunk Island",0.850463927288843,0.3951,0.7001,"No"
"Elliott Bay, Harbor Island, Pier 17","Manchester, Stormwater Outfall",0.842625550078808,0.3994,0.7002,"No"
"Port Angeles Yacht Club","Three Tree Point",-0.838616007710698,0.4017,0.7002,"No"
"South of Skunk Island","Tulalip Bay",-0.84720251973504,0.3969,0.7002,"No"
"Friday Harbor","Raft Island Park",0.845240967385437,0.398,0.7003,"No"
"Donkey Creek Delta","Kingston Marina",-0.846544738683825,0.3972,0.7004,"No"
"Aiston Preserve","Chimacum Creek delta",0.83870636147379,0.4016,0.7005,"No"
"Broad Spit ","Chuckanut, Clark's Point",0.837804829842457,0.4021,0.7005,"No"
"North Camano","Tulalip Reservation",0.850463927288843,0.3951,0.7005,"No"
"Madrona Pont","Miller Creek",-0.842625550078808,0.3994,0.7007,"No"
"Port Angeles Yacht Club","Smith Cove, Terminal 91",0.844340349060259,0.3985,0.7007,"No"
"Friday Harbor","South of Skunk Island",0.841109779861559,0.4003,0.7008,"No"
"Blair Waterway","Jamestown",0.841478178385479,0.4001,0.7009,"No"
"Kitsap St Boat Launch","Thea Foss Waterway",-0.836978592337681,0.4026,0.7009,"No"
"Aiston Preserve","Maple Hollow Park",-0.83870636147379,0.4016,0.701,"No"
"Maple Hollow Park","Rich Passage",0.842625550078808,0.3994,0.7011,"No"
"Kitsap St Boat Launch","Raft Island Park",-0.83870636147379,0.4016,0.7014,"No"
"Kitsap St Boat Launch","South of Skunk Island",-0.842625550078808,0.3994,0.7015,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Salmon Beach",0.83870636147379,0.4016,0.7018,"No"
"Broad Spit ","Elliott Bay, Harbor Island, Pier 17",-0.84276225487111,0.3994,0.7019,"No"
"Oak Bay County Park","Smith Cove, Terminal 91",-0.83870636147379,0.4016,0.7023,"No"
"Edmonds Ferry","Filucy Bay",-0.830867984263755,0.406,0.7025,"No"
"Chimacum Creek delta","Rich Passage",-0.834787172868772,0.4038,0.7026,"No"
"Tulalip Reservation","West Bay Park",-0.83870636147379,0.4016,0.7027,"No"
"Browns Point Lighthouse","Miller Creek",-0.830867984263755,0.406,0.7029,"No"
"Donkey Creek Delta","Elliot Bay Myrtle Edwards",0.829542454794701,0.4068,0.7033,"No"
"Penrose Point State Park","Purdy, Dexters",0.830867984263755,0.406,0.7034,"No"
"Blair Waterway Two","Eastsound, Fishing Bay",0.826948795658737,0.4083,0.7037,"No"
"Manchester, Stormwater Outfall","Skiff Point",0.830867984263755,0.406,0.7038,"No"
"Chuckanut, Clark's Point","Hood Canal Holly",0.832891666361137,0.4049,0.704,"No"
"Blair Waterway","N Avenue Park",-0.826948795658737,0.4083,0.7041,"No"
"Shilshole Bay","South of Skunk Island",-0.830867984263755,0.406,0.7042,"No"
"Kitsap St Boat Launch","Maristone Island",-0.831460581023747,0.4057,0.7045,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Point Defiance Ferry",0.826948795658737,0.4083,0.7046,"No"
"Blair Waterway Two","Williams Olson Park",0.830867984263755,0.406,0.7047,"No"
"Raft Island Park","Shilshole Bay",0.826948795658737,0.4083,0.705,"No"
"Minter Bay","Tulalip Bay",0.831460581023747,0.4057,0.705,"No"
"Arroyo Beach","Lions Park",-0.827167325011576,0.4081,0.7052,"No"
"Shilshole Bay","Thea Foss Waterway",-0.824585029766047,0.4096,0.7056,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Tulalip Reservation",-0.823029607053719,0.4105,0.7066,"No"
"Broad Spit","Elliot Bay Myrtle Edwards",-0.821687278978542,0.4113,0.7075,"No"
"Aiston Preserve","Kitsap St Boat Launch",0.819110418448701,0.4127,0.7087,"No"
"Maristone Island","Shilshole Bay",0.818580812987234,0.413,0.7088,"No"
"North Camano","Purdy, Dexters",0.819110418448701,0.4127,0.7092,"No"
"Chambers Bay Park","Minter Bay",-0.815191229843684,0.415,0.7095,"No"
"Maple Hollow Park","Raft Island Park",0.819110418448701,0.4127,0.7096,"No"
"Chuckanut, Clark's Point","Raft Island Park",-0.811272041238666,0.4172,0.7098,"No"
"Kitsap St Boat Launch","Rich Passage",-0.815191229843684,0.415,0.7099,"No"
"Chambers Bay Park","Thea Foss Waterway",0.80723404216576,0.4195,0.7099,"No"
"Chambers Bay Park","Cherry Point Aquatic Reserve, Conoco Phillips",0.807352852633648,0.4195,0.7102,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Reach Island",-0.811272041238666,0.4172,0.7103,"No"
"Manchester, Stormwater Outfall","Salmon Bay, Commodore Park",0.815191229843684,0.415,0.7104,"No"
"Des Moines Marina","Filucy Bay",-0.807352852633648,0.4195,0.7106,"No"
"Minter Bay","Reach Island",0.811272041238666,0.4172,0.7107,"No"
"Chuckanut, Clark's Point","South of Skunk Island",-0.815191229843684,0.415,0.7108,"No"
"Arroyo Beach","Jamestown",0.812801040385998,0.4163,0.711,"No"
"Discovery Bay","Reach Island",-0.807352852633648,0.4195,0.7111,"No"
"Commencement Bay, Milwaukee Waterway","Purdy, Dexters",0.813017704699189,0.4162,0.7112,"No"
"Hood Canal Holly","Shilshole Bay",-0.815718642312454,0.4147,0.7112,"No"
"Edmonds Marina","Skiff Point",0.811272041238666,0.4172,0.7112,"No"
"Maple Hollow Park","South of Skunk Island",0.815191229843684,0.415,0.7113,"No"
"Aiston Preserve","Shilshole Bay",0.807352852633648,0.4195,0.7115,"No"
"Locust Beach","Smith Cove, Terminal 91",-0.811272041238666,0.4172,0.7116,"No"
"Chambers Bay Park","Discovery Bay",0.803433664028631,0.4217,0.7119,"No"
"Reach Island","Thea Foss Waterway",0.811365229689638,0.4172,0.7119,"No"
"Browns Point Lighthouse","Tulalip Reservation",0.807352852633648,0.4195,0.7119,"No"
"Hood Canal Holly","Kitsap St Boat Launch",-0.802838874275941,0.4221,0.712,"No"
"Des Moines Marina","Port Angeles Yacht Club",0.808563215625503,0.4188,0.7121,"No"
"Chuckanut, Clark's Point","Thea Foss Waterway",-0.808060279670536,0.4191,0.7121,"No"
"Commencement Bay, Dick Gilmur Launch","Kingston Marina",-0.799514475423613,0.424,0.7122,"No"
"Gig Harbor Boat Launch","Kingston Marina",-0.803433664028631,0.4217,0.7123,"No"
"Purdy, Dexters","West Bay Park",-0.807352852633648,0.4195,0.7124,"No"
"Chuckanut, Clark's Point","Maristone Island",-0.801407788938551,0.4229,0.7125,"No"
"Blair Waterway Two","Lions Park",-0.799514475423613,0.424,0.7126,"No"
"Blair Waterway","Kopachuck State Park",-0.803433664028631,0.4217,0.7127,"No"
"Donkey Creek Delta","Port Angeles Yacht Club",-0.801407788938551,0.4229,0.713,"No"
"Cap Sante","Meyer's Point, Henderson Inlet",0.799514475423613,0.424,0.7131,"No"
"Rich Passage","Shilshole Bay",0.803433664028631,0.4217,0.7132,"No"
"Salmon Bay, Commodore Park","Seattle Aquarium, Pier 59",0.799514475423613,0.424,0.7135,"No"
"Miller Creek","West Bay Park",0.799514475423613,0.424,0.7139,"No"
"Edmonds Marina","Salmon Bay, Commodore Park",0.795595286818595,0.4263,0.7152,"No"
"Madrona Pont","Tulalip Reservation",0.795595286818595,0.4263,0.7156,"No"
"Aiston Preserve","Chuckanut, Clark's Point",0.791676098213577,0.4285,0.7177,"No"
"Eagle Harbor Dr","Eastsound, Fishing Bay",-0.791676098213577,0.4285,0.7181,"No"
"Commencement Bay Skookum","Elliott Bay, Harbor Island, Pier 17",-0.791676098213577,0.4285,0.7186,"No"
"Miller Creek","North Camano",0.78775690960856,0.4308,0.7194,"No"
"Chuckanut, Clark's Point","Rich Passage",-0.78775690960856,0.4308,0.7198,"No"
"Rocky Point","Smith Cove, Terminal 91",0.78775690960856,0.4308,0.7202,"No"
"Elliot Bay Myrtle Edwards","Smith Cove, Terminal 91",-0.788230579555921,0.4306,0.7206,"No"
"Eagle Harbor Dr","Williams Olson Park",-0.78775690960856,0.4308,0.7207,"No"
"Kingston Marina","Purdy, Burley Lagoon",0.783837721003542,0.4331,0.7219,"No"
"Seattle Aquarium, Pier 59","Skiff Point",-0.783837721003542,0.4331,0.7223,"No"
"Arroyo Beach","Squaxin Island",-0.784234764889868,0.4329,0.7224,"No"
"Edmonds Ferry","Port Angeles Yacht Club",0.782803679552478,0.4337,0.7225,"No"
"Chimacum Creek delta","Hood Canal Holly",0.781372594215087,0.4346,0.7234,"No"
"Locust Beach","Silverdale, Dyes Inlet",0.779918532398524,0.4354,0.724,"No"
"Filucy Bay","Three Tree Point",0.779918532398524,0.4354,0.7244,"No"
"Chimacum Creek delta","Discovery Bay",-0.775999343793507,0.4377,0.7261,"No"
"Miller Creek","Penrose Point State Park",0.775999343793507,0.4377,0.7265,"No"
"Browns Point Lighthouse","Purdy, Dexters",0.775999343793507,0.4377,0.727,"No"
"Friday Harbor","Minter Bay",-0.774184541974736,0.4388,0.7274,"No"
"Meyer's Point, Henderson Inlet","Suquamish, Stormwater Outfall",-0.775999343793507,0.4377,0.7274,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Chimacum Creek delta",0.772080155188489,0.4401,0.7286,"No"
"N Avenue Park","Tulalip Reservation",0.772080155188489,0.4401,0.7291,"No"
"Kingston Marina","Maristone Island",0.769923911515965,0.4413,0.7303,"No"
"Blair Waterway","Commencement Bay Skookum",-0.768160966583471,0.4424,0.7312,"No"
"Blair Waterway","Fidalgo Bay Aq Reserve, Weaverling Spit",0.768160966583471,0.4424,0.7316,"No"
"Cap Sante","Penn Cove Reference",0.764241777978453,0.4447,0.7337,"No"
"Broad Spit ","Williams Olson Park",0.763443454412653,0.4452,0.7341,"No"
"Madrona Pont","Purdy, Dexters",0.764241777978453,0.4447,0.7342,"No"
"Mukilteo","Tulalip Bay",0.762768484829014,0.4456,0.7343,"No"
"Lions Park","Skiff Point",0.764241777978453,0.4447,0.7346,"No"
"Broad Spit ","Eastsound, Fishing Bay",0.760964741898326,0.4467,0.7352,"No"
"Penrose Point State Park","Port Angeles Yacht Club",0.761337399491624,0.4465,0.7353,"No"
"Blair Waterway Two","Squaxin Island",-0.760322589373436,0.4471,0.7354,"No"
"Arroyo Beach","Everett Harbor",-0.758475228816843,0.4482,0.7368,"No"
"Brackenwood Lane","Chuckanut, Clark's Point",-0.756403400768418,0.4494,0.7371,"No"
"Discovery Bay","Kitsap St Boat Launch",0.756403400768418,0.4494,0.7375,"No"
"Elliott Bay, Harbor Island, Pier 17","Kopachuck State Park",0.756403400768418,0.4494,0.7379,"No"
"Edmonds Ferry","Miller Creek",-0.756403400768418,0.4494,0.7384,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Kitsap St Boat Launch",0.7524842121634,0.4518,0.7387,"No"
"Gig Harbor Boat Launch","Port Angeles Yacht Club",-0.754181972804672,0.4507,0.7388,"No"
"North Camano","Port Angeles Yacht Club",0.748457631455111,0.4542,0.7388,"No"
"Mukilteo","Reach Island",0.748565023558383,0.4541,0.7391,"No"
"Chambers Bay Park","Mukilteo",-0.7524842121634,0.4518,0.7392,"No"
"Reach Island","Rich Passage",0.748565023558383,0.4541,0.7395,"No"
"Oak Bay County Park","Silverdale, Dyes Inlet",0.7524842121634,0.4518,0.7396,"No"
"Donkey Creek Delta","Rocky Point",-0.748565023558383,0.4541,0.74,"No"
"Purdy, Dexters","Suquamish, Stormwater Outfall",0.7524842121634,0.4518,0.74,"No"
"Lions Park","Salmon Bay, Commodore Park",0.748565023558383,0.4541,0.7404,"No"
"Cap Sante","Oak Bay County Park",0.744645834953365,0.4565,0.7408,"No"
"Blair Waterway Two","Seattle Aquarium, Pier 59",0.748565023558383,0.4541,0.7408,"No"
"Commencement Bay, Dick Gilmur Launch","Port Angeles Yacht Club",-0.749888716792501,0.4533,0.7409,"No"
"Aiston Preserve","Reach Island",-0.744645834953365,0.4565,0.7412,"No"
"Rocky Point","Three Tree Point",-0.748565023558383,0.4541,0.7413,"No"
