sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p450,sod,shell,ci1,ci2,ci3
292,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4658604,4.915,0.6,34.549,0.7492,0.0638
293,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,2700803,0.0025,0.645,34.477,0.6885,0.0606
294,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4311572,0.189,0.755,36.763,0.7276,0.052
45,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2345153,0.0025,0.635,32.098,0.7057,0.0475
46,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2003071,6.206,0.695,32.513,0.7255,0.0553
47,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,4080904,3.605,0.85,36.748,0.6876,0.0535
48,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,1266317,0.897,0.645,32.155,0.7173,0.0362
257,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,1780096,10.875,0.56,32.612,0.694,0.0503
258,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,4813963,7.416,0.79,38.204,0.7016,0.0587
259,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,1386547,9.277,0.66,33.928,0.7278,0.0631
260,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,7178794,7.636,0.655,30.126,0.6434,0.0533
92,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,7550982,0.367,0.85,33.555,0.7002,0.0574
93,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,1945061,0.028,0.765,34.233,0.67,0.0572
94,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,6947155,10.304,0.81,31.261,0.6531,0.0487
95,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,8434870,0.0025,0.73,34.27,0.7424,0.0584
198,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,9703015,8.998,0.765,35.936,0.7225,0.0581
199,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,4665257,19.803,0.955,34.397,0.7171,0.0608
200,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,6864899,3.697,0.8,34.722,0.7246,0.0639
201,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,3448794,7.084,0.92,35.453,0.7011,0.0553
5,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Suquamish Stormwater Outfall,34,10,3,6485447,0.635,0.965,31.88,0.6596,0.0537
6,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Suquamish Stormwater Outfall,34,10,3,3563340,11.884,0.86,30.795,0.6448,0.0613
7,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Suquamish Stormwater Outfall,34,10,3,1813227,18.105,0.955,34.438,0.6747,0.0575
8,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Suquamish Stormwater Outfall,34,10,3,1987132,15.285,0.875,24.713,0.5996,0.0339
118,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,9587219,0.0025,0.645,34.52,0.714,0.0529
119,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,5854695,0.0025,0.67,33.325,0.7435,0.0584
120,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,2506610,4.592,0.795,34.306,0.7052,0.062
121,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,2016415,1.33,0.725,35.209,0.6896,0.0535
122,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,4648754,0.0025,0.64,34.78,0.7353,0.0549
277,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,4026125,0.854,0.56,36.954,0.7494,0.051
278,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,2842961,1.541,0.575,31.404,0.6813,0.0502
279,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,2013492,12.831,0.515,28.93,0.727,0.0534
280,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,2568717,24.401,0.575,31.874,0.7566,0.0577
135,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,4297558,15.435,0.695,33.598,0.7048,0.0652
136,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,1980727,7.396,0.595,33.773,0.7114,0.0621
137,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,8616041,14.146,0.745,32.59,0.7054,0.0592
138,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,3139278,2.605,0.72,35.45,0.7348,0.0605
139,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,8920913,6.1,0.66,25.069,0.7306,0.059
140,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,8605549,31.368,0.75,22.388,0.6424,0.0499
190,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,2556710,7.869,0.805,32.342,0.647,0.0475
191,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,6089843,13.836,0.785,30.791,0.6925,0.0576
192,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,8854036,0.0025,0.745,32.838,0.6938,0.0512
193,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,31917668,0.564,0.725,33.059,0.7282,0.058
182,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,5141401,2.438,0.855,32.412,0.6914,0.0507
183,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,3248979,0.0025,0.745,31.456,0.693,0.0494
184,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,2150285,12.992,0.61,36.184,0.7767,0.0551
185,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,5028627,5.332,0.705,31.352,0.7168,0.0558
252,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,5112018,0.0025,0.9,32.803,0.6666,0.0542
254,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,11966241,4.949,0.695,30.731,0.666,0.0518
255,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2059689,8.389,0.61,36.79,0.7672,0.0525
256,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2318505,2.408,0.675,34.051,0.7595,0.0643
