,sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p16,p42,plmw,phmw,pcb,p450,sod,shell,ci1,ci2,ci3
236,275,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,1,1,1,1,1,2139153,7.076,0.6,33.17,0.7602,0.0467
237,276,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,1,1,1,1,1,3303872,2.108,0.745,32.928,0.7059,0.0468
238,170,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,2,2,2,1,4,2252655,2.218,0.74,34.909,0.7264,0.0534
239,171,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,2,2,2,1,4,5965780,0.0025,0.7,36.926,0.7195,0.0537
240,172,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,2,2,2,1,4,1508156,4.877,0.79,31.288,0.6785,0.048
241,173,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,2,2,2,1,4,4674882,8.871,0.825,32.775,0.6787,0.0568
242,295,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,2,2,2,1,4,2861653,0.01,0.93,31.307,0.696,0.0505
243,296,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,2,2,2,1,4,5418454,14.895,0.545,35.73,0.6728,0.0489
244,297,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,2,2,2,1,4,6806288,3.323,0.64,28.311,0.7497,0.0632
245,298,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,2,2,2,1,4,4525700,24.332,0.89,32.84,0.6449,0.058
246,13,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2,1,1,1,1,2848746,0.0025,0.92,34.752,0.6517,0.0637
247,14,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2,1,1,1,1,12345151,0.0025,0.99,39.643,0.6948,0.0631
248,15,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2,1,1,1,1,2563791,1.758,0.82,35.098,0.7173,0.0584
249,16,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2,1,1,1,1,8355096,4.823,0.86,37.266,0.6819,0.0594
250,287,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,3,3,3,3,6,9888442,4.096,0.77,34.889,0.6672,0.0541
251,288,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,3,3,3,3,6,2558683,9.21,0.69,34.151,0.6946,0.047
252,289,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,3,3,3,3,6,5178253,0.0025,0.575,36.209,0.7263,0.0507
253,290,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,3,3,3,3,6,8338308,0.775,0.79,13.883,0.6777,0.0564
254,123,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,2,1705387,3.468,0.615,34.099,0.7126,0.0569
255,124,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,2,1267023,5.287,0.785,31.693,0.6526,0.047
256,125,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,2,3732773,17.073,0.71,33.888,0.6595,0.0503
257,126,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,2,12721347,1.895,0.49,31.968,0.7298,0.0525
258,78,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,5,5,5,5,7,2967756,3.933,0.62,33.043,0.7082,0.0534
259,79,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,5,5,5,5,7,5002813,1.755,0.59,34.435,0.7156,0.0558
260,80,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,5,5,5,5,7,1964479,9.362,0.535,34.892,0.6746,0.0503
261,81,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,5,5,5,5,7,12583522,2.13,0.61,35.556,0.7413,0.0654
262,291,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4,4,4,4,6,4548390,3.682,0.57,32.125,0.7439,0.0584
263,292,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4,4,4,4,6,4658604,4.915,0.6,34.549,0.7492,0.0638
264,293,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4,4,4,4,6,2700803,0.0025,0.645,34.477,0.6885,0.0606
265,294,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4,4,4,4,6,4311572,0.189,0.755,36.763,0.7276,0.052
266,45,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2,2,2,1,5,2345153,0.0025,0.635,32.098,0.7057,0.0475
267,46,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2,2,2,1,5,2003071,6.206,0.695,32.513,0.7255,0.0553
268,47,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2,2,2,1,5,4080904,3.605,0.85,36.748,0.6876,0.0535
269,48,47.6427936,-122.6967068,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Silverdale, Dyes Inlet",35,10,3,2,2,2,1,5,1266317,0.897,0.645,32.155,0.7173,0.0362
270,257,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,2,2,2,2,1,1780096,10.875,0.56,32.612,0.694,0.0503
271,258,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,2,2,2,2,1,4813963,7.416,0.79,38.204,0.7016,0.0587
272,259,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,2,2,2,2,1,1386547,9.277,0.66,33.928,0.7278,0.0631
273,260,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,2,2,2,2,1,7178794,7.636,0.655,30.126,0.6434,0.0533
274,92,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,6,6,6,6,8,7550982,0.367,0.85,33.555,0.7002,0.0574
275,93,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,6,6,6,6,8,1945061,0.028,0.765,34.233,0.67,0.0572
276,94,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,6,6,6,6,8,6947155,10.304,0.81,31.261,0.6531,0.0487
277,95,47.63237,-122.37869,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Smith Cove, Terminal 91",15,10,3,6,6,6,6,8,8434870,0.0025,0.73,34.27,0.7424,0.0584
278,198,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,1,1,1,1,1,9703015,8.998,0.765,35.936,0.7225,0.0581
279,199,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,1,1,1,1,1,4665257,19.803,0.955,34.397,0.7171,0.0608
280,200,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,1,1,1,1,1,6864899,3.697,0.8,34.722,0.7246,0.0639
281,201,47.17650485,-122.9046464,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Squaxin Island,38,13,1,1,1,1,1,1,3448794,7.084,0.92,35.453,0.7011,0.0553
282,5,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish, Stormwater Outfall",34,10,3,2,2,2,2,3,6485447,0.635,0.965,31.88,0.6596,0.0537
283,6,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish, Stormwater Outfall",34,10,3,2,2,2,2,3,3563340,11.884,0.86,30.795,0.6448,0.0613
284,7,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish, Stormwater Outfall",34,10,3,2,2,2,2,3,1813227,18.105,0.955,34.438,0.6747,0.0575
285,8,47.7296079,-122.5506191,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish, Stormwater Outfall",34,10,3,2,2,2,2,3,1987132,15.285,0.875,24.713,0.5996,0.0339
286,118,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,3,3,4,3,4,9587219,0.0025,0.645,34.52,0.714,0.0529
287,119,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,3,3,4,3,4,5854695,0.0025,0.67,33.325,0.7435,0.0584
288,120,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,3,3,4,3,4,2506610,4.592,0.795,34.306,0.7052,0.062
289,121,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,3,3,4,3,4,2016415,1.33,0.725,35.209,0.6896,0.0535
290,122,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,3,3,4,3,4,4648754,0.0025,0.64,34.78,0.7353,0.0549
291,277,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,1,2,2,1,2,4026125,0.854,0.56,36.954,0.7494,0.051
292,278,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,1,2,2,1,2,2842961,1.541,0.575,31.404,0.6813,0.0502
293,279,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,1,2,2,1,2,2013492,12.831,0.515,28.93,0.727,0.0534
294,280,47.44896,-122.372267,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Three Tree Point,22,11,5,1,2,2,1,2,2568717,24.401,0.575,31.874,0.7566,0.0577
295,135,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,4297558,15.435,0.695,33.598,0.7048,0.0652
296,136,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,1980727,7.396,0.595,33.773,0.7114,0.0621
297,137,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,8616041,14.146,0.745,32.59,0.7054,0.0592
298,138,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,3139278,2.605,0.72,35.45,0.7348,0.0605
299,139,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,8920913,6.1,0.66,25.069,0.7306,0.059
300,140,48.0617,-122.2939,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Bay,67,8.2,6,2,2,2,1,2,8605549,31.368,0.75,22.388,0.6424,0.0499
301,190,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,1,1,1,1,1,2556710,7.869,0.805,32.342,0.647,0.0475
302,191,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,1,1,1,1,1,6089843,13.836,0.785,30.791,0.6925,0.0576
303,192,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,1,1,1,1,1,8854036,0.0025,0.745,32.838,0.6938,0.0512
304,193,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,1,1,1,1,1,31917668,0.564,0.725,33.059,0.7282,0.058
305,182,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,2,2,2,2,3,5141401,2.438,0.855,32.412,0.6914,0.0507
306,183,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,2,2,2,2,3,3248979,0.0025,0.745,31.456,0.693,0.0494
307,184,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,2,2,2,2,3,2150285,12.992,0.61,36.184,0.7767,0.0551
308,185,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,2,2,2,2,3,5028627,5.332,0.705,31.352,0.7168,0.0558
309,252,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2,2,1,1,3,5112018,0.0025,0.9,32.803,0.6666,0.0542
310,254,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2,2,1,1,3,11966241,4.949,0.695,30.731,0.666,0.0518
311,255,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2,2,1,1,3,2059689,8.389,0.61,36.79,0.7672,0.0525
312,256,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,2,2,1,1,3,2318505,2.408,0.675,34.051,0.7595,0.0643
