sample_id,site_name,site_number,reporting_area,pcb_group,geo_group,pah_group,latitude,longitude,p450,sod,shell_thickness,length_mm,length_cm,width_mm,width_cm,height_mm,height_cm,weight_initial_g,weight_final_g,weight_change_g,ci1,shell_volume_mm3,shell_volume_ml,ci2,ci3
243,Port Angeles Yacht Club,1,6,3,5,8,48.12823,-123.45715,5418454,14.895,0.545,52.92,5.29,22.63,2.26,16.92,1.69,10.761,3.5185,7.24,35.73006597,20263.04683,20.26304683,0.672799926,0.048907059
244,Port Angeles Yacht Club,1,6,3,5,8,48.12823,-123.45715,6806288,3.323,0.64,53.63,5.36,25.33,2.53,25.3,2.53,12.9782,3.2437,9.73,28.31061686,34368.73187,34.36873187,0.749718759,0.063185652
245,Port Angeles Yacht Club,1,6,1,4,1,48.12823,-123.45715,4525700,24.332,0.89,56.44,5.64,25.46,2.55,22.06,2.21,16.1426,5.7298,10.41,32.83974809,31699.39054,31.69939054,0.644877529,0.058024769
246,Port Angeles Yacht Club,1,6,1,4,1,48.12823,-123.45715,2848746,0,0.92,49.57,4.96,23.25,2.33,19.4,1.94,11.9218,4.1478,7.77,34.75180869,22358.5485,22.3585485,0.651747219,0.063676032
247,Port Angeles Yacht Club,1,6,1,4,1,48.12823,-123.45715,12345151,0,0.99,61.03,6.1,26.56,2.66,22.3,2.23,20.6254,6.2963,14.33,39.64330801,36147.33664,36.14733664,0.694774404,0.063133038
248,Port Angeles Yacht Club,1,6,2,2,4,48.12823,-123.45715,2563791,1.758,0.82,58.99,5.9,27.56,2.76,21.03,2.1,16.7285,4.7308,12,35.09816117,34189.82533,34.18982533,0.717338674,0.058428564
249,Kopachuck State Park,52,13,1,4,1,47.30973,-122.68868,8355096,4.823,0.86,56.77,5.68,25.83,2.58,19.91,1.99,15.956,5.0764,10.88,37.26613346,29195.40878,29.19540878,0.681875157,0.059372302
250,Kopachuck State Park,52,13,2,2,4,47.30973,-122.68868,9888442,4.096,0.77,54.74,5.47,24,2.4,19.33,1.93,13.2798,4.4177,8.86,34.88878401,25394.9808,25.3949808,0.667178723,0.054134202
251,Kopachuck State Park,52,13,2,2,4,47.30973,-122.68868,2558683,9.21,0.69,54.71,5.47,24.03,2.4,17.15,1.72,11.0863,3.3903,7.7,34.15121154,22546.7843,22.5467843,0.694550932,0.047046655
252,Williams Olson Park,26,10,2,2,4,47.66586,-122.56698,5178253,0,0.575,60.77,6.08,26.83,2.68,19.31,1.93,15.695,4.2946,11.4,36.20867798,31484.16522,31.48416522,0.72634597,0.050721736
253,Kopachuck State Park,52,13,1,2,6,47.30973,-122.68868,8338308,0.775,0.79,62.51,6.25,42.76,4.28,37.08,3.71,20.3054,6.5415,13.76,13.88326179,99112.15541,99.11215541,0.67765225,0.05636096
254,Williams Olson Park,26,10,1,2,6,47.66586,-122.56698,1705387,3.468,0.615,57.8,5.78,26.13,2.61,21.34,2.13,15.4216,4.4321,10.99,34.09855924,32230.10076,32.23010076,0.712636821,0.056913354
255,Williams Olson Park,26,10,1,2,6,47.66586,-122.56698,1267023,5.287,0.785,54.26,5.43,24.95,2.5,17.55,1.76,11.5391,4.0125,7.53,31.69330397,23758.96185,23.75896185,0.652563891,0.047032221
256,Williams Olson Park,26,10,2,2,5,47.66586,-122.56698,3732773,17.073,0.71,51.08,5.11,23.38,2.34,16.58,1.66,10.1745,3.4693,6.71,33.88773939,19800.67163,19.80067163,0.659491867,0.050287474
257,Skiff Point,24,10,2,2,5,47.66142,-122.49884,12721347,1.895,0.49,60.75,6.08,27.57,2.76,22.02,2.2,16.1548,4.3649,11.79,31.96785098,36880.80255,36.88080255,0.729814049,0.052456954
258,Skiff Point,24,10,2,2,5,47.66142,-122.49884,2967756,3.933,0.62,59.33,5.93,27.4,2.74,20.72,2.07,15.7161,4.5813,11.13,33.0430785,33683.30224,33.68330224,0.708190963,0.053374164
259,Skiff Point,24,10,4,1,6,47.66142,-122.49884,5002813,1.755,0.59,55.7,5.57,24.87,2.49,20.23,2.02,13.4844,3.8301,9.65,34.43502877,28023.78957,28.02378957,0.715641779,0.055842098
260,Skiff Point,24,10,4,1,6,47.66142,-122.49884,1964479,9.362,0.535,54.32,5.43,22.81,2.28,18.62,1.86,11.933,3.8783,8.05,34.89242528,23070.9099,23.0709099,0.674599849,0.05028013
261,"Manchester, Stormwater Outfall",33,10,4,1,6,47.55622,-122.54281,12583522,2.13,0.61,58.34,5.83,29.54,2.95,21.15,2.12,17.4836,4.5227,12.96,35.55639434,36449.14014,36.44914014,0.741266101,0.065403251
262,"Manchester, Stormwater Outfall",33,10,4,1,6,47.55622,-122.54281,4548390,3.682,0.57,58.44,5.84,27.29,2.73,22.7,2.27,15.6337,4.0077,11.63,32.12477648,36202.58652,36.20258652,0.743905793,0.058390363
263,"Manchester, Stormwater Outfall",33,10,1,2,7,47.55622,-122.54281,4658604,4.915,0.6,53.8,5.38,25.76,2.58,20.76,2.08,13.2674,3.3311,9.94,34.5486356,28771.03488,28.77103488,0.749204818,0.063832162
264,"Manchester, Stormwater Outfall",33,10,1,2,7,47.55622,-122.54281,2700803,0,0.645,55.9,5.59,26.43,2.64,20.79,2.08,15.3808,4.789,10.59,34.47724061,30715.91523,30.71591523,0.688520753,0.060626226
265,Donkey Creek Delta,44,11,1,2,7,47.33775,-122.59014,4311572,0.189,0.755,59.88,5.99,27.12,2.71,18.71,1.87,15.3518,4.1792,11.17,36.76274305,30384.02218,30.38402218,0.727601975,0.051972392
266,Donkey Creek Delta,44,11,1,2,7,47.33775,-122.59014,2345153,0,0.635,59.63,5.96,28.69,2.87,18.32,1.83,14.2561,4.194,10.06,32.09793948,31341.5757,31.3415757,0.705662839,0.047518115
267,Donkey Creek Delta,44,11,1,4,3,47.33775,-122.59014,2003071,6.206,0.695,57.29,5.73,27.75,2.78,20.12,2.01,14.3353,3.9366,10.4,32.51348731,31986.7257,31.9867257,0.725481852,0.055280183
268,Donkey Creek Delta,44,11,1,4,3,47.33775,-122.59014,4080904,3.605,0.85,58.67,5.87,24.66,2.47,20.37,2.04,15.7508,4.9199,10.83,36.74753965,29471.36081,29.47136081,0.687584123,0.053544412
269,Broad Spit (Fisherman's Point),30,12,1,4,3,47.78184,-122.83474,1266317,0.897,0.645,57.72,5.77,23.12,2.31,16.22,1.62,9.7024,2.7458,6.96,32.15468338,21645.36941,21.64536941,0.717348285,0.036231123
270,Broad Spit (Fisherman's Point),30,12,1,4,3,47.78184,-122.83474,1780096,10.875,0.56,58.66,5.87,25.72,2.57,20.69,2.07,14.6682,4.4927,10.18,32.61176202,31215.73129,31.21573129,0.694018353,0.050330758
271,Broad Spit (Fisherman's Point),30,12,2,1,4,47.78184,-122.83474,4813963,7.416,0.79,57.54,5.75,25.12,2.51,20.21,2.02,15.9065,4.7436,11.16,38.2039606,29211.63101,29.21163101,0.701599975,0.058703049
272,Broad Spit (Fisherman's Point),30,12,2,1,4,47.78184,-122.83474,1386547,9.277,0.66,57.23,5.72,29.54,2.95,20.59,2.06,16.227,4.4161,11.81,33.92808239,34808.92278,34.80892278,0.727799347,0.063104715
273,Reach Island,39,13,2,1,4,47.346537,-122.82236,7178794,7.636,0.655,51.47,5.15,25.12,2.51,18.69,1.87,11.3152,4.0353,7.28,30.1264719,24164.79442,24.16479442,0.643382353,0.05329785
274,Reach Island,39,13,2,1,4,47.346537,-122.82236,7550982,0.367,0.85,61.54,6.15,28.17,2.82,22.95,2.3,19.0658,5.711,13.35,33.55476773,39785.70231,39.78570231,0.700206653,0.057392602
275,Reach Island,39,13,2,2,5,47.346537,-122.82236,1945061,0.028,0.765,53.4,5.34,23.74,2.37,20.07,2.01,13.0002,4.2941,8.71,34.23330354,25443.06012,25.44306012,0.669989692,0.057199783
276,Reach Island,39,13,2,2,5,47.346537,-122.82236,6947155,10.304,0.81,56.07,5.61,24.94,2.49,19.65,1.97,13.1519,4.562,8.59,31.26105308,27478.28097,27.47828097,0.653137569,0.048652435
277,Three Tree Point,22,11,2,2,5,47.44896,-122.372267,8434870,0,0.73,56.66,5.67,25.69,2.57,21.35,2.14,14.3455,3.6988,10.65,34.26975929,31076.96179,31.07696179,0.742393085,0.05842523
278,Three Tree Point,22,11,2,2,5,47.44896,-122.372267,9703015,8.998,0.765,61.52,6.15,27.04,2.7,22.6,2.26,18.6993,5.1872,13.51,35.93551687,37595.11808,37.59511808,0.722486938,0.058080454
279,Three Tree Point,22,11,2,2,5,47.44896,-122.372267,4665257,19.803,0.955,58.67,5.87,27.77,2.78,21.93,2.19,17.1396,4.8527,12.29,34.39705678,35729.80119,35.72980119,0.717052907,0.060762772
280,Three Tree Point,22,11,2,2,5,47.44896,-122.372267,6864899,3.697,0.8,58.17,5.82,29.72,2.97,20.99,2.1,17.3878,4.7906,12.6,34.72244012,36287.77228,36.28777228,0.724646016,0.063914823
281,Arroyo Beach,13,11,5,2,7,47.50161,-122.38593,3448794,7.084,0.92,58.14,5.81,26.11,2.61,20.16,2.02,15.4756,4.6221,10.85,35.4533527,30603.59366,30.60359366,0.701103673,0.055322442
282,Arroyo Beach,13,11,5,2,7,47.50161,-122.38593,6485447,0.635,0.965,60.43,6.04,27.56,2.76,22.3,2.23,17.9501,6.1066,11.84,31.87975916,37139.55284,37.13955284,0.659606353,0.053732975
283,Arroyo Beach,13,11,5,2,7,47.50161,-122.38593,3563340,11.884,0.86,56.18,5.62,28.43,2.84,22.12,2.21,16.8741,5.9929,10.88,30.7953524,35330.00649,35.33000649,0.644775129,0.06129428
284,Arroyo Beach,13,11,5,2,7,47.50161,-122.38593,1813227,18.105,0.955,59.16,5.92,27.66,2.77,21.17,2.12,17.6815,5.752,11.93,34.4381049,34641.85975,34.64185975,0.674716512,0.05750099
285,Arroyo Beach,13,11,4,2,8,47.50161,-122.38593,1987132,15.285,0.875,57.94,5.79,24.68,2.47,18.62,1.86,10.974,4.3948,6.58,24.71283507,26625.8403,26.6258403,0.599599052,0.033899259
286,Arroyo Beach,13,11,4,2,8,47.50161,-122.38593,9587219,0,0.645,55.53,5.55,25.77,2.58,18.3,1.83,12.6608,3.6163,9.04,34.52035464,26187.44823,26.18744823,0.714014912,0.052879761
287,"Salmon Bay, Commodore Park",16,10,4,2,8,47.6663,-122.4018,5854695,0,0.67,59.33,5.93,28.83,2.88,21.35,2.14,16.3677,4.2008,12.17,33.32527241,36518.83127,36.51883127,0.743537577,0.058361507
288,"Salmon Bay, Commodore Park",16,10,4,2,8,47.6663,-122.4018,2506610,4.592,0.795,55.44,5.54,26.94,2.69,20.59,2.06,14.9594,4.4101,10.55,34.30641209,30752.26862,30.75226862,0.705242189,0.06204734
289,"Salmon Bay, Commodore Park",16,10,3,2,4,47.6663,-122.4018,2016415,1.33,0.725,58.86,5.89,27.03,2.7,19.53,1.95,15.8632,4.9234,10.94,35.20860152,31071.95267,31.07195267,0.689646477,0.053539146
290,"Salmon Bay, Commodore Park",16,10,3,2,4,47.6663,-122.4018,4648754,0,0.64,58.4,5.84,26.07,2.61,20.66,2.07,14.8779,3.9418,10.94,34.78028421,31454.60208,31.45460208,0.735318829,0.054926102
291,Shilshole Bay,18,10,3,2,4,47.671678,-122.406663,4026125,0.854,0.56,54.43,5.44,22.79,2.28,17.91,1.79,10.9555,2.7429,8.21,36.95429418,22216.63323,22.21663323,0.749395281,0.050997215
292,Shilshole Bay,18,10,3,2,4,47.671678,-122.406663,2842961,1.541,0.575,50.46,5.05,23.11,2.31,17.64,1.76,9.4818,3.022,6.46,31.40412849,20570.54378,20.57054378,0.681305237,0.050160099
293,Shilshole Bay,18,10,3,2,4,47.671678,-122.406663,2013492,12.831,0.515,53.74,5.37,25.66,2.57,20.73,2.07,11.3754,3.1061,8.27,28.93023046,28586.01493,28.58601493,0.727007402,0.05340509
294,Shilshole Bay,18,10,3,2,4,47.671678,-122.406663,2568717,24.401,0.575,54.71,5.47,27.79,2.78,19.5,1.95,12.4903,3.0424,9.45,31.87439392,29647.62255,29.64762255,0.756587112,0.057739076
295,Rocky Point,27,10,3,2,4,47.60255,-122.66992,4297558,15.435,0.695,51.6,5.16,25.56,2.56,20.22,2.02,12.7124,3.7522,8.96,33.59822292,26668.07712,26.66807712,0.704823637,0.065216713
296,Rocky Point,27,10,3,2,4,47.60255,-122.66992,1980727,7.396,0.595,51.99,5.2,24.36,2.44,20.41,2.04,12.2717,3.5438,8.73,33.77334976,25848.78332,25.84878332,0.71139288,0.062087506
297,Rocky Point,27,10,1,3,2,47.60255,-122.66992,8616041,14.146,0.745,56.77,5.68,26.62,2.66,22.01,2.2,15.3671,4.525,10.84,32.58984495,33261.89497,33.26189497,0.705403101,0.059154022
298,Rocky Point,27,10,1,3,2,47.60255,-122.66992,3139278,2.605,0.72,54.64,5.46,26.28,2.63,19.35,1.94,13.4055,3.5572,9.85,35.45024244,27785.42352,27.78542352,0.734773041,0.06051434
299,Lions Park,37,10,1,3,2,47.5833538,-122.6414587,8920913,6.1,0.66,55.2,5.52,26.96,2.7,26.59,2.66,13.5778,3.6566,9.92,25.06884755,39571.02528,39.57102528,0.730604369,0.058978597
300,Lions Park,37,10,1,3,1,47.5833538,-122.6414587,8605549,31.368,0.75,53.6,5.36,25.25,2.53,25.38,2.54,11.9713,4.2816,7.69,22.38765212,34349.292,34.349292,0.642369667,0.049938095
301,Lions Park,37,10,1,3,1,47.5833538,-122.6414587,2556710,7.869,0.805,51.59,5.16,22.3,2.23,17.55,1.76,10.093,3.561,6.53,32.3419104,20190.52035,20.19052035,0.646983058,0.047529591
302,Lions Park,37,10,1,3,1,47.5833538,-122.6414587,6089843,13.836,0.785,49.66,4.97,25.63,2.56,18.04,1.8,10.2096,3.1441,7.07,30.79126697,22961.05583,22.96105583,0.692485504,0.05759042
303,North Camano,7,8.1,1,3,1,48.255358,-122.507014,8854036,0,0.745,60.39,6.04,28.48,2.85,19.99,2,16.2735,4.9803,11.29,32.83795726,34380.94493,34.38094493,0.693765938,0.051236933
304,North Camano,7,8.1,1,3,1,48.255358,-122.507014,31917668,0.564,0.725,57.53,5.75,26.64,2.66,21.75,2.18,15.1339,4.1138,11.02,33.05930648,33334.0326,33.3340326,0.728166566,0.057966631
305,North Camano,7,8.1,1,3,1,48.255358,-122.507014,5141401,2.438,0.855,61.37,6.14,26.95,2.7,21.9,2.19,16.9798,5.2372,11.74,32.41224323,36220.88085,36.22088085,0.691409793,0.050718101
306,North Camano,7,8.1,1,3,1,48.255358,-122.507014,3248979,0,0.745,54.79,5.48,25.89,2.59,18.22,1.82,11.7315,3.606,8.13,31.45638576,25845.30868,25.84530868,0.693006009,0.049402494
307,Maristone Island,11,9,2,2,2,48.018127,-122.699524,2150285,12.992,0.61,58.25,5.83,26.14,2.61,19.82,1.98,14.0595,3.1397,10.92,36.18407503,30179.0221,30.1790221,0.776699029,0.055108295
308,Maristone Island,11,9,2,2,2,48.018127,-122.699524,5028627,5.332,0.705,55.9,5.59,26.98,2.7,20.62,2.06,13.6023,3.8567,9.75,31.3517799,31098.71284,31.09871284,0.716790543,0.055817347
309,Maristone Island,11,9,2,2,2,48.018127,-122.699524,5112018,0,0.9,57.35,5.74,27.49,2.75,19.82,1.98,15.3758,5.1274,10.25,32.80288589,31247.25073,31.24725073,0.66663198,0.054198615
310,Maristone Island,11,9,2,2,2,48.018127,-122.699524,11966241,4.949,0.695,51.19,5.12,24.82,2.48,17.8,1.78,10.4353,3.4804,6.95,30.73108512,22615.53724,22.61553724,0.666008644,0.051781535
311,Maristone Island,11,9,2,2,2,48.018127,-122.699524,2059689,8.389,0.61,63.5,6.35,28.27,2.83,20.35,2.04,17.5186,4.0737,13.44,36.79046876,36531.20075,36.53120075,0.767184592,0.052490184
312,Maristone Island,11,9,2,2,2,48.018127,-122.699524,2318505,2.408,0.675,61.24,6.12,29.73,2.97,23.76,2.38,19.3934,4.6621,14.73,34.05071371,43259.00515,43.25900515,0.75953675,0.064261148
