sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p16,p42,plmw,phmw,pcb,p450,sod,shell,ci1,ci2,ci3
243,48.12823,-123.45715,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Port Angeles Yacht Club,1,6,3,2,2,2,1,4,5418303,14.895,0.545,3.129,0.797,3.638
244,48.12823,-123.45715,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Port Angeles Yacht Club,1,6,3,2,2,2,1,4,6195514,3.323,0.640,1.956,0.758,2.501
245,48.12823,-123.45715,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Port Angeles Yacht Club,1,6,3,2,2,2,1,4,4874821,24.332,0.890,1.252,0.714,2.442
246,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,2,1,1,1,1,2729240,-0.060,0.920,2.012,0.759,2.996
247,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,2,1,1,1,1,12351982,3.679,0.990,1.055,0.662,2.156
248,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,2,1,1,1,1,2439233,1.758,0.820,1.541,0.716,2.019
249,47.30973,-122.68868,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Kopachuck State Park,52,13,2,2,1,1,1,1,7962917,4.823,0.860,1.563,0.719,2.368
250,47.30973,-122.68868,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kopachuck State Park,52,13,3,3,3,3,3,6,9304020,4.095,0.770,0.035,0.667,0.054
251,47.30973,-122.68868,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kopachuck State Park,52,13,3,3,3,3,3,6,2452740,9.210,0.690,0.034,0.694,0.047
252,47.66586,-122.56698,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Williams Olson Park,26,10,3,3,3,3,3,6,5178290,-0.261,0.575,0.036,0.726,0.051
253,47.30973,-122.68868,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kopachuck State Park,52,13,3,3,3,3,3,6,8335262,0.775,0.790,0.014,0.678,0.056
254,47.66586,-122.56698,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Williams Olson Park,26,10,5,2,2,2,2,2,1570656,3.468,0.615,0.034,0.713,0.057
255,47.66586,-122.56698,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Williams Olson Park,26,10,5,2,2,2,2,2,1267046,5.287,0.785,0.032,0.652,0.047
256,47.66586,-122.56698,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Williams Olson Park,26,10,5,2,2,2,2,2,4252322,17.073,0.710,0.034,0.659,0.050
257,47.66142,-122.49884,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Skiff Point,24,10,5,2,2,2,2,2,12721940,4.066,0.490,0.032,0.730,0.053
258,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,5,5,5,5,7,2870483,3.933,0.620,0.033,0.708,0.053
259,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,5,5,5,5,7,5003819,1.755,0.590,0.034,0.716,0.056
260,47.66142,-122.49884,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Skiff Point,24,10,3,5,5,5,5,7,1852789,9.362,0.535,0.035,0.675,0.050
261,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,5,5,5,5,7,12587430,5.031,0.610,0.036,0.741,0.065
262,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,4,4,4,4,6,11029903,3.682,0.570,0.032,0.744,0.058
263,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,4,4,4,4,6,4659442,4.915,0.600,0.035,0.749,0.064
264,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,4,4,4,4,6,2585048,-2.457,0.645,0.034,0.689,0.061
265,47.33775,-122.59014,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Donkey Creek Delta,44,11,3,4,4,4,4,6,4434123,0.189,0.755,0.037,0.728,0.052
266,47.33775,-122.59014,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Donkey Creek Delta,44,11,3,2,2,2,1,5,2345306,-0.369,0.635,0.032,0.706,0.047
267,47.33775,-122.59014,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Donkey Creek Delta,44,11,3,2,2,2,1,5,1872905,6.206,0.695,0.033,0.725,0.055
268,47.33775,-122.59014,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Donkey Creek Delta,44,11,3,2,2,2,1,5,NA,3.605,0.850,0.037,0.688,0.054
269,47.78184,-122.83474,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Broad Spit (Fisherman's Point),30,12,3,2,2,2,1,5,1266434,0.896,0.645,0.032,0.717,0.036
270,47.78184,-122.83474,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Broad Spit (Fisherman's Point),30,12,3,2,2,2,2,1,1677283,10.875,0.560,0.033,0.694,0.050
271,47.78184,-122.83474,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Broad Spit (Fisherman's Point),30,12,3,2,2,2,2,1,4814194,7.416,0.790,0.038,0.702,0.059
272,47.78184,-122.83474,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Broad Spit (Fisherman's Point),30,12,3,2,2,2,2,1,1386295,9.277,0.660,0.034,0.728,0.063
273,47.346537,-122.82236,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Reach Island,39,13,3,2,2,2,2,1,7180438,7.636,0.655,0.030,0.643,0.053
274,47.346537,-122.82236,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Reach Island,39,13,3,6,6,6,6,8,7550633,0.367,0.850,0.034,0.700,0.057
275,47.346537,-122.82236,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Reach Island,39,13,3,6,6,6,6,8,1944973,0.028,0.765,0.034,0.670,0.057
276,47.346537,-122.82236,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Reach Island,39,13,3,6,6,6,6,8,6208336,10.304,0.810,0.031,0.653,0.049
277,47.44896,-122.372267,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Three Tree Point,22,11,3,6,6,6,6,8,8438404,9.208,0.730,0.034,0.742,0.059
278,47.44896,-122.372267,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Three Tree Point,22,11,1,1,1,1,1,1,9704455,8.998,0.765,0.036,0.723,0.058
279,47.44896,-122.372267,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Three Tree Point,22,11,1,1,1,1,1,1,10493027,9.760,0.955,0.034,0.717,0.061
280,47.44896,-122.372267,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Three Tree Point,22,11,1,1,1,1,1,1,2838173,3.697,0.800,0.035,0.724,0.064
281,47.50161,-122.38593,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Arroyo Beach,13,11,1,1,1,1,1,1,3284819,7.084,0.920,0.035,0.701,0.055
282,47.50161,-122.38593,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Arroyo Beach,13,11,3,2,2,2,2,3,6484263,0.635,0.965,0.032,0.660,0.054
283,47.50161,-122.38593,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Arroyo Beach,13,11,3,2,2,2,2,3,8681720,11.884,0.860,0.031,0.645,0.061
284,47.50161,-122.38593,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Arroyo Beach,13,11,3,2,2,2,2,3,1813468,6.100,0.955,0.034,0.675,0.058
285,47.50161,-122.38593,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Arroyo Beach,13,11,3,2,2,2,2,3,1987287,15.285,0.875,0.025,0.600,0.034
286,47.50161,-122.38593,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Arroyo Beach,13,11,5,3,3,4,3,4,6254099,0.000,0.645,0.035,0.714,0.053
287,47.6663,-122.4018,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,5250262,5.874,0.670,0.033,0.743,0.058
288,47.6663,-122.4018,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,6062837,4.592,0.795,0.034,0.705,0.062
289,47.6663,-122.4018,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,1817199,1.330,0.725,0.035,0.690,0.054
290,47.6663,-122.4018,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Salmon Bay, Commodore Park",16,10,5,3,3,4,3,4,4648412,3.381,0.640,0.035,0.735,0.055
291,47.671678,-122.406663,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Shilshole Bay,18,10,5,1,2,2,1,2,3787448,0.854,0.560,0.037,0.750,0.051
292,47.671678,-122.406663,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Shilshole Bay,18,10,5,1,2,2,1,2,2701769,1.541,0.575,0.031,0.681,0.050
293,47.671678,-122.406663,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Shilshole Bay,18,10,5,1,2,2,1,2,1902525,12.831,0.515,0.029,0.727,0.053
294,47.671678,-122.406663,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Shilshole Bay,18,10,5,1,2,2,1,2,2449213,24.401,0.575,0.032,0.756,0.058
295,47.60255,-122.66992,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Rocky Point,27,10,6,2,2,2,1,2,25070825,15.435,0.695,0.034,0.705,0.065
296,47.60255,-122.66992,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Rocky Point,27,10,6,2,2,2,1,2,1980531,7.396,0.595,0.034,0.711,0.062
297,47.60255,-122.66992,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Rocky Point,27,10,6,2,2,2,1,2,7956123,14.146,0.745,0.033,0.706,0.059
298,47.60255,-122.66992,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Rocky Point,27,10,6,2,2,2,1,2,2871726,2.605,0.720,0.035,0.735,0.060
299,47.5833538,-122.6414587,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Lions Park,37,10,6,2,2,2,1,2,8242277,6.100,0.660,0.025,0.731,0.059
300,47.5833538,-122.6414587,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Lions Park,37,10,6,2,2,2,1,2,8603570,13.891,0.750,0.022,0.642,0.050
301,47.5833538,-122.6414587,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Lions Park,37,10,6,1,1,1,1,1,2556547,7.869,0.805,0.032,0.647,0.048
302,47.5833538,-122.6414587,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Lions Park,37,10,6,1,1,1,1,1,6090272,13.836,0.785,0.031,0.692,0.058
303,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,8854710,-4.615,0.745,0.033,0.694,0.051
304,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,32449887,0.564,0.725,0.033,0.728,0.058
305,48.255358,-122.507014,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",North Camano,7,8.1,1,2,2,2,2,3,5141533,2.438,0.855,0.032,0.692,0.051
306,48.255358,-122.507014,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",North Camano,7,8.1,1,2,2,2,2,3,3249106,-1.431,0.745,0.031,0.693,0.049
307,48.018127,-122.699524,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maristone Island,11,9,1,2,2,2,2,3,2150183,12.992,0.610,0.036,0.777,0.055
308,48.018127,-122.699524,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maristone Island,11,9,1,2,2,2,2,3,5028929,5.332,0.705,0.031,0.716,0.056
309,48.018127,-122.699524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Maristone Island,11,9,3,2,2,1,1,3,5113635,0.263,0.900,0.033,0.667,0.054
310,48.018127,-122.699524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Maristone Island,11,9,3,2,2,1,1,3,11969754,4.949,0.695,0.031,0.666,0.052
311,48.018127,-122.699524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Maristone Island,11,9,3,2,2,1,1,3,1925814,8.388,0.610,0.037,0.767,0.053
312,48.018127,-122.699524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Maristone Island,11,9,3,2,2,1,1,3,2078575,2.408,0.675,0.034,0.760,0.064
