"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Maple Hollow Park","Smith Cove, Terminal 91",0.883783665159552,0.3768,0.7495,"No"
"Lions Park","Mukilteo",-0.911218191350758,0.3622,0.7496,"No"
"Locust Beach","Silverdale, Dyes Inlet",-0.88574327417321,0.3758,0.7496,"No"
"Maple Hollow Park","Squaxin Island",0.903379755296127,0.3663,0.7496,"No"
"Eastsound, Fishing Bay","Lions Park",0.887702883186867,0.3747,0.7497,"No"
"Des Moines Marina","Purdy, Dexters",-0.897500928255155,0.3695,0.7497,"No"
"Blair Waterway","Shilshole Bay",0.905339364309785,0.3653,0.7497,"No"
"Arroyo Beach","Cap Sante",-0.892288406437563,0.3722,0.7498,"No"
"Eld Inlet","Elliot Bay Myrtle Edwards",-0.900605641219158,0.3678,0.7498,"No"
"Chimacum Creek delta","Friday Harbor",-0.906802469025712,0.3645,0.7498,"No"
"Commencement Bay Skookum","South of Skunk Island",-0.889662492200525,0.3736,0.7498,"No"
"Skiff Point","Three Tree Point",-0.899460537268812,0.3684,0.7499,"No"
"Miller Creek","West Bay Park",0.891622101214182,0.3726,0.7499,"No"
"Everett Harbor","Kitsap St Boat Launch",0.90142014628247,0.3674,0.75,"No"
"Mukilteo","South of Skunk Island",-0.89358171022784,0.3715,0.75,"No"
"Reach Island","South of Skunk Island",-0.88574327417321,0.3758,0.7501,"No"
"Donkey Creek Delta","West Bay Park",0.903379755296127,0.3663,0.7501,"No"
"Cap Sante","Commencement Bay, Milwaukee Waterway",-0.905976225318171,0.3649,0.7502,"No"
"Filucy Bay","Salmon Beach",0.887702883186867,0.3747,0.7502,"No"
"Edmonds Marina","Shilshole Bay",0.905339364309785,0.3653,0.7503,"No"
"Salmon Bay, Commodore Park","Suquamish Stormwater Outfall",0.897500928255155,0.3695,0.7503,"No"
"Des Moines Marina","Discovery Bay",-0.907298973323443,0.3642,0.7504,"No"
"Friday Harbor","N Avenue Park",-0.906802469025712,0.3645,0.7504,"No"
"Broad Spit","Tulalip Reservation",0.889662492200525,0.3736,0.7504,"No"
"Raft Island Park","Williams Olson Park",0.899460537268812,0.3684,0.7504,"No"
"Chimacum Creek delta","Manchester, Stormwater Outfall",-0.90142014628247,0.3674,0.7506,"No"
"South of Skunk Island","Tulalip Reservation",0.88574327417321,0.3758,0.7507,"No"
"Blair Waterway","N Avenue Park",-0.907298973323443,0.3642,0.751,"No"
"Kingston Marina","Skiff Point",-0.90142014628247,0.3674,0.7511,"No"
"Penn Cove Reference","Rich Passage",-0.9092585823371,0.3632,0.7512,"No"
"Edmonds Marina","N Avenue Park",-0.907298973323443,0.3642,0.7516,"No"
"Des Moines Marina","Gig Harbor Boat Launch",0.879864447132237,0.3789,0.752,"No"
"Kopachuck State Park","Shilshole Bay",0.907298973323443,0.3642,0.7522,"No"
"Everett Harbor","West Bay Park",0.907298973323443,0.3642,0.7527,"No"
"Chuckanut, Clark's Point","Des Moines Marina",0.875945229104922,0.3811,0.7529,"No"
"Eastsound, Fishing Bay","Maristone Island",-0.875115253466833,0.3815,0.7533,"No"
"Raft Island Park","Thea Foss Waterway",0.874578964431632,0.3818,0.7533,"No"
"Minter Bay","Penn Cove Reference",0.875945229104922,0.3811,0.7535,"No"
"Eastsound, Fishing Bay","Purdy, Dexters",-0.87790483811858,0.38,0.7536,"No"
"Chambers Bay Park","Salmon Beach",-0.875945229104922,0.3811,0.754,"No"
"Donkey Creek Delta","Suquamish Stormwater Outfall",0.872026011077607,0.3832,0.7544,"No"
"Commencement Bay, Milwaukee Waterway","Donkey Creek Delta",0.872926477016551,0.3827,0.7545,"No"
"Salmon Beach","Squaxin Island",-0.875945229104922,0.3811,0.7546,"No"
"Cap Sante","West Bay Park",0.872026011077607,0.3832,0.7549,"No"
"Everett Harbor","Suquamish Stormwater Outfall",0.875945229104922,0.3811,0.7551,"No"
"Aiston Preserve","Cap Sante",-0.870066402063949,0.3843,0.7559,"No"
"Friday Harbor","Locust Beach",0.869621502186389,0.3845,0.7559,"No"
"Commencement Bay, Milwaukee Waterway","Everett Harbor",0.868795258478848,0.385,0.7562,"No"
"Cap Sante","Kitsap St Boat Launch",0.866147184036634,0.3864,0.7563,"No"
"Des Moines Marina","Lions Park",0.868106793050292,0.3853,0.7564,"No"
"Friday Harbor","Purdy, Burley Lagoon",0.867555892917538,0.3856,0.7564,"No"
"Locust Beach","Manchester, Stormwater Outfall",-0.866147184036634,0.3864,0.7568,"No"
"Discovery Bay","Mukilteo",0.864187575022977,0.3875,0.7573,"No"
"Des Moines Marina","Rocky Point",-0.866147184036634,0.3864,0.7574,"No"
"Manchester, Stormwater Outfall","Purdy, Burley Lagoon",0.864187575022977,0.3875,0.7579,"No"
"Elliott Bay, Harbor Island, Pier 17","N Avenue Park",-0.862227966009319,0.3886,0.7583,"No"
"Rich Passage","Salmon Beach",0.862227966009319,0.3886,0.7589,"No"
"Commencement Bay Skookum","Discovery Bay",-0.860268356995662,0.3896,0.7593,"No"
"Miller Creek","Suquamish Stormwater Outfall",0.860268356995662,0.3896,0.7599,"No"
"Chuckanut, Clark's Point","Eastsound, Fishing Bay",0.856349138968346,0.3918,0.7602,"No"
"Chimacum Creek delta","Elliott Bay, Harbor Island, Pier 17",-0.858308747982004,0.3907,0.7603,"No"
"Discovery Bay","Reach Island",0.856349138968346,0.3918,0.7608,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Raft Island Park",0.858308747982004,0.3907,0.7609,"No"
"Elliot Bay Myrtle Edwards","Rocky Point",0.857227846573281,0.3913,0.7609,"No"
"Discovery Bay","Tulalip Reservation",0.856349138968346,0.3918,0.7613,"No"
"Mukilteo","Purdy, Dexters",-0.854389529954689,0.3929,0.7618,"No"
"Meyer's Point, Henderson Inlet","Minter Bay",0.852429920941031,0.394,0.7634,"No"
"Commencement Bay, Milwaukee Waterway","Salmon Bay, Commodore Park",0.846073556521484,0.3975,0.7636,"No"
"Purdy, Dexters","Reach Island",0.846551093900059,0.3972,0.7637,"No"
"North Camano","Skiff Point",-0.844591484886401,0.3983,0.7641,"No"
"Commencement Bay Skookum","Maristone Island",-0.845062235768053,0.3981,0.7642,"No"
"Eastsound, Fishing Bay","Rocky Point",-0.846551093900059,0.3972,0.7642,"No"
"Point Defiance Ferry","Raft Island Park",0.848510702913716,0.3962,0.7648,"No"
"Eld Inlet","Three Tree Point",-0.846551093900059,0.3972,0.7648,"No"
"Commencement Bay Skookum","Purdy, Dexters",-0.850470311927374,0.3951,0.7649,"No"
"Maristone Island","Mukilteo",0.849355524010736,0.3957,0.765,"No"
"Purdy, Dexters","Tulalip Reservation",0.846551093900059,0.3972,0.7653,"No"
"Commencement Bay, Dick Gilmur Launch","Salmon Beach",0.848510702913716,0.3962,0.7654,"No"
"Chuckanut, Clark's Point","Elliot Bay Myrtle Edwards",-0.846899800229025,0.3971,0.7655,"No"
"Arroyo Beach","Silverdale, Dyes Inlet",-0.849355524010736,0.3957,0.7656,"No"
"Elliot Bay Myrtle Edwards","Seattle Aquarium, Pier 59",-0.846899800229025,0.3971,0.766,"No"
"Cap Sante","Suquamish Stormwater Outfall",0.840672266859086,0.4005,0.7667,"No"
"Maristone Island","Reach Island",0.840768947525371,0.4005,0.7672,"No"
"Maristone Island","Tulalip Reservation",0.840768947525371,0.4005,0.7677,"No"
"Blair Waterway Two","Penn Cove Reference",-0.838712657845428,0.4016,0.7683,"No"
"Arroyo Beach","Friday Harbor",-0.834477790811685,0.404,0.7723,"No"
"Commencement Bay, Dick Gilmur Launch","Meyer's Point, Henderson Inlet",-0.832833830804456,0.4049,0.7724,"No"
"Chuckanut, Clark's Point","Mukilteo",0.832833830804456,0.4049,0.773,"No"
"Silverdale, Dyes Inlet","West Bay Park",0.832833830804456,0.4049,0.7735,"No"
"Chuckanut, Clark's Point","Commencement Bay Skookum",0.828914612777141,0.4072,0.7739,"No"
"Aiston Preserve","Silverdale, Dyes Inlet",-0.830874221790798,0.406,0.774,"No"
"Arroyo Beach","Manchester, Stormwater Outfall",-0.827889082797322,0.4077,0.7745,"No"
"Chambers Bay Park","Penn Cove Reference",-0.828914612777141,0.4072,0.7745,"No"
"Kitsap St Boat Launch","Silverdale, Dyes Inlet",-0.826955003763483,0.4083,0.7749,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Penn Cove Reference",0.828914612777141,0.4072,0.775,"No"
"Manchester, Stormwater Outfall","N Avenue Park",-0.819116567708853,0.4127,0.7752,"No"
"Des Moines Marina","Eld Inlet",-0.824995394749826,0.4094,0.7754,"No"
"Minter Bay","Salmon Beach",0.828914612777141,0.4072,0.7755,"No"
"Hood Canal Holly","N Avenue Park",-0.820733602392851,0.4118,0.7756,"No"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",0.824178098271661,0.4098,0.7757,"No"
"Blair Waterway","Oak Bay County Park",-0.821076176722511,0.4116,0.7758,"No"
"Kopachuck State Park","Oak Bay County Park",-0.819116567708853,0.4127,0.7758,"No"
"Elliott Bay, Harbor Island, Pier 17","Locust Beach",0.823035785736168,0.4105,0.7759,"No"
"Chuckanut, Clark's Point","Reach Island",0.824995394749826,0.4094,0.7759,"No"
"Meyer's Point, Henderson Inlet","Rich Passage",0.819116567708853,0.4127,0.7763,"No"
"Edmonds Marina","Oak Bay County Park",-0.821076176722511,0.4116,0.7764,"No"
"Mukilteo","Rocky Point",-0.823035785736168,0.4105,0.7764,"No"
"Chuckanut, Clark's Point","Tulalip Reservation",0.824995394749826,0.4094,0.7765,"No"
"Aiston Preserve","Manchester, Stormwater Outfall",-0.811278131654223,0.4172,0.7766,"No"
"Blair Waterway","Chimacum Creek delta",0.81323774066788,0.4161,0.7767,"No"
"Commencement Bay Skookum","Rocky Point",-0.819116567708853,0.4127,0.7768,"No"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Burley Lagoon",0.821076176722511,0.4116,0.7769,"No"
"Aiston Preserve","Friday Harbor",-0.811784442658553,0.4169,0.7771,"No"
"Chimacum Creek delta","Edmonds Marina",-0.81323774066788,0.4161,0.7772,"No"
"Seattle Aquarium, Pier 59","Three Tree Point",0.811278131654223,0.4172,0.7772,"No"
"Chimacum Creek delta","Kopachuck State Park",-0.815197349681538,0.415,0.7773,"No"
"N Avenue Park","Tulalip Bay",0.812147025907485,0.4167,0.7773,"No"
"Penrose Point State Park","Salmon Beach",-0.821076176722511,0.4116,0.7774,"No"
"Discovery Bay","Elliot Bay Myrtle Edwards",-0.813850051927405,0.4157,0.7776,"No"
"Manchester, Stormwater Outfall","West Bay Park",0.81323774066788,0.4161,0.7777,"No"
"Reach Island","Rocky Point",-0.815197349681538,0.415,0.7778,"No"
"Kitsap St Boat Launch","Manchester, Stormwater Outfall",-0.807358913626908,0.4195,0.7781,"No"
"Friday Harbor","Oak Bay County Park",-0.815915661196256,0.4145,0.7781,"No"
"Friday Harbor","West Bay Park",0.813850051927405,0.4157,0.7782,"No"
"Rocky Point","Tulalip Reservation",0.815197349681538,0.415,0.7783,"No"
"Eastsound, Fishing Bay","Eld Inlet",-0.80539930461325,0.4206,0.7786,"No"
"Gig Harbor Boat Launch","North Camano",-0.807358913626908,0.4195,0.7787,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Oak Bay County Park",0.807358913626908,0.4195,0.7792,"No"
"Meyer's Point, Henderson Inlet","Squaxin Island",0.80539930461325,0.4206,0.7792,"No"
"Madrona Pont","Salmon Beach",-0.807358913626908,0.4195,0.7797,"No"
"Rocky Point","Three Tree Point",-0.80539930461325,0.4206,0.7797,"No"
"Friday Harbor","Kitsap St Boat Launch",0.807653224120851,0.4193,0.78,"No"
"Penn Cove Reference","Port Angeles Yacht Club",-0.80356044942212,0.4217,0.7801,"No"
"Maristone Island","Smith Cove, Terminal 91",-0.801413805300779,0.4229,0.7813,"No"
"Silverdale, Dyes Inlet","Suquamish Stormwater Outfall",0.801480086585935,0.4229,0.7817,"No"
"N Avenue Park","Silverdale, Dyes Inlet",0.799520477572278,0.424,0.7828,"No"
"Oak Bay County Park","Point Defiance Ferry",-0.79756086855862,0.4251,0.7843,"No"
"Elliot Bay Myrtle Edwards","Maple Hollow Park",-0.795259568507743,0.4265,0.7852,"No"
"Lions Park","North Camano",-0.795601259544963,0.4263,0.7854,"No"
"Chimacum Creek delta","Thea Foss Waterway",-0.794433324800202,0.4269,0.7855,"No"
"Filucy Bay","Meyer's Point, Henderson Inlet",-0.793641650531305,0.4274,0.7859,"No"
"Chuckanut, Clark's Point","Three Tree Point",-0.795601259544963,0.4263,0.7859,"No"
"Filucy Bay","Maristone Island",0.792827228815413,0.4279,0.7862,"No"
"Jamestown","N Avenue Park",-0.789249488613178,0.43,0.7895,"No"
"Meyer's Point, Henderson Inlet","Smith Cove, Terminal 91",0.785803214476675,0.432,0.7927,"No"
"Browns Point Lighthouse","Eagle Harbor Dr",-0.770126342367415,0.4412,0.7929,"No"
"Commencement Bay Skookum","Eld Inlet",-0.777964778422045,0.4366,0.793,"No"
"Elliott Bay, Harbor Island, Pier 17","Oak Bay County Park",-0.776005169408387,0.4377,0.793,"No"
"Penn Cove Reference","Penrose Point State Park",0.77404556039473,0.4389,0.793,"No"
"Edmonds Ferry","Meyer's Point, Henderson Inlet",0.770126342367415,0.4412,0.7934,"No"
"Blair Waterway","Purdy, Burley Lagoon",0.776005169408387,0.4377,0.7935,"No"
"Eld Inlet","Reach Island",0.77404556039473,0.4389,0.7935,"No"
"Blair Waterway","Locust Beach",0.777964778422045,0.4366,0.7936,"No"
"Aiston Preserve","Elliott Bay, Harbor Island, Pier 17",-0.768166733353757,0.4424,0.7939,"No"
"Brackenwood Lane","Commencement Bay, Milwaukee Waterway",-0.767580404305136,0.4427,0.794,"No"
"Brackenwood Lane","Penn Cove Reference",0.770126342367415,0.4412,0.794,"No"
"Purdy, Dexters","Three Tree Point",-0.77404556039473,0.4389,0.794,"No"
"Edmonds Marina","Locust Beach",0.777964778422045,0.4366,0.7941,"No"
"Kopachuck State Park","Locust Beach",0.779924387435702,0.4354,0.7941,"No"
"Edmonds Marina","Purdy, Burley Lagoon",0.776005169408387,0.4377,0.7941,"No"
"Eld Inlet","Mukilteo",0.78188399644936,0.4343,0.7942,"No"
"Kingston Marina","Salmon Beach",-0.783843605463017,0.4331,0.7942,"No"
"Arroyo Beach","Elliott Bay, Harbor Island, Pier 17",-0.780662912127812,0.435,0.7944,"No"
"Blair Waterway","Raft Island Park",-0.770126342367415,0.4412,0.7945,"No"
"Kopachuck State Park","Raft Island Park",-0.768166733353757,0.4424,0.7945,"No"
"Des Moines Marina","Skiff Point",-0.772085951381072,0.4401,0.7945,"No"
"Kopachuck State Park","Purdy, Burley Lagoon",0.777964778422045,0.4366,0.7946,"No"
"Maristone Island","Squaxin Island",-0.779947364087365,0.4354,0.7946,"No"
"Eld Inlet","Tulalip Reservation",0.77404556039473,0.4389,0.7946,"No"
"Shilshole Bay","Williams Olson Park",-0.776005169408387,0.4377,0.7946,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Salmon Beach",0.78188399644936,0.4343,0.7947,"No"
"Elliot Bay Myrtle Edwards","South of Skunk Island",0.782865912894635,0.4337,0.7947,"No"
"Friday Harbor","Suquamish Stormwater Outfall",0.780800303625784,0.4349,0.7948,"No"
"Broad Spit","Elliot Bay Myrtle Edwards",-0.778734694356933,0.4361,0.7949,"No"
"Edmonds Marina","Raft Island Park",-0.770126342367415,0.4412,0.795,"No"
"Skiff Point","Smith Cove, Terminal 91",-0.777964778422045,0.4366,0.7952,"No"
"Manchester, Stormwater Outfall","Suquamish Stormwater Outfall",0.78188399644936,0.4343,0.7953,"No"
"Filucy Bay","Skiff Point",0.770126342367415,0.4412,0.7956,"No"
"Elliott Bay, Harbor Island, Pier 17","Kitsap St Boat Launch",0.764247515326442,0.4447,0.796,"No"
"Elliott Bay, Harbor Island, Pier 17","West Bay Park",0.770126342367415,0.4412,0.7961,"No"
"Maristone Island","Rich Passage",-0.764920855237975,0.4443,0.7964,"No"
"Discovery Bay","Three Tree Point",-0.764247515326442,0.4447,0.7965,"No"
"Friday Harbor","Raft Island Park",-0.762209820206122,0.4459,0.7971,"No"
"Maple Hollow Park","Three Tree Point",0.762287906312784,0.4459,0.7976,"No"
"Cap Sante","N Avenue Park",-0.760328297299127,0.4471,0.7981,"No"
"Madrona Pont","Penn Cove Reference",-0.760328297299127,0.4471,0.7986,"No"
"Skiff Point","Squaxin Island",-0.758368688285469,0.4482,0.7996,"No"
"Locust Beach","Thea Foss Waterway",-0.757252357960879,0.4489,0.8003,"No"
"Purdy, Burley Lagoon","Thea Foss Waterway",-0.755186748692028,0.4501,0.802,"No"
"Port Angeles Yacht Club","Salmon Beach",0.752040990509927,0.452,0.8043,"No"
"Eastsound, Fishing Bay","Skiff Point",-0.752489861244497,0.4518,0.8043,"No"
"Gig Harbor Boat Launch","Kingston Marina",-0.750530252230839,0.4529,0.8054,"No"
"Commencement Bay, Dick Gilmur Launch","Maristone Island",0.749894346388586,0.4533,0.8055,"No"
"Elliot Bay Myrtle Edwards","Williams Olson Park",0.747750555324164,0.4546,0.8073,"No"
"Broad Spit","Shilshole Bay",0.746611034203524,0.4553,0.808,"No"
"Rich Passage","Skiff Point",0.744651425189866,0.4565,0.8096,"No"
"Jamestown","Penn Cove Reference",0.743454414024561,0.4572,0.8103,"No"
"Shilshole Bay","South of Skunk Island",-0.742691816176209,0.4577,0.8106,"No"
"Miller Creek","N Avenue Park",-0.740732207162551,0.4589,0.8122,"No"
"Kingston Marina","Lions Park",0.738772598148894,0.46,0.8132,"No"
"Elliott Bay, Harbor Island, Pier 17","Suquamish Stormwater Outfall",0.738772598148894,0.46,0.8137,"No"
"Aiston Preserve","Kopachuck State Park",-0.725055335053291,0.4684,0.8147,"No"
"Kingston Marina","Penn Cove Reference",-0.736812989135236,0.4612,0.8148,"No"
"Aiston Preserve","Blair Waterway",-0.723095726039633,0.4696,0.8152,"No"
"Kitsap St Boat Launch","Kopachuck State Park",-0.721136117025976,0.4708,0.8152,"No"
"Everett Harbor","N Avenue Park",-0.725055335053291,0.4684,0.8152,"No"
"Penn Cove Reference","Tulalip Bay",-0.720556876730254,0.4712,0.8153,"No"
"Aiston Preserve","Edmonds Marina",-0.723095726039633,0.4696,0.8157,"No"
"Blair Waterway","Kitsap St Boat Launch",0.719176508012318,0.472,0.8157,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",0.721136117025976,0.4708,0.8157,"No"
"Elliott Bay, Harbor Island, Pier 17","Raft Island Park",-0.725055335053291,0.4684,0.8157,"No"
"Edmonds Marina","Kitsap St Boat Launch",0.719176508012318,0.472,0.8162,"No"
"Brackenwood Lane","Salmon Beach",0.723095726039633,0.4696,0.8162,"No"
"Reach Island","Skiff Point",-0.721136117025976,0.4708,0.8162,"No"
"Commencement Bay Skookum","Skiff Point",-0.725055335053291,0.4684,0.8163,"No"
"South of Skunk Island","Three Tree Point",-0.734853380121579,0.4624,0.8164,"No"
"Eld Inlet","Filucy Bay",-0.717216898998661,0.4732,0.8168,"No"
"Eld Inlet","Smith Cove, Terminal 91",-0.725055335053291,0.4684,0.8168,"No"
"Oak Bay County Park","Tulalip Bay",0.717694684568465,0.4729,0.8168,"No"
"Skiff Point","Tulalip Reservation",0.721136117025976,0.4708,0.8168,"No"
"Hood Canal Holly","Oak Bay County Park",-0.72628126105383,0.4677,0.8171,"No"
"Arroyo Beach","Kopachuck State Park",-0.733436741458302,0.4633,0.8173,"No"
"Gig Harbor Boat Launch","Madrona Pont",-0.727014944066949,0.4672,0.8173,"No"
"Blair Waterway","West Bay Park",0.725055335053291,0.4684,0.8173,"No"
"Manchester, Stormwater Outfall","Oak Bay County Park",-0.732893771107921,0.4636,0.8174,"No"
"Commencement Bay, Dick Gilmur Launch","Skiff Point",0.730934162094264,0.4648,0.8174,"No"
"Elliot Bay Myrtle Edwards","Thea Foss Waterway",0.715112854901884,0.4745,0.8174,"No"
"Arroyo Beach","Blair Waterway Two",0.726281261053831,0.4677,0.8176,"No"
"Lions Park","Madrona Pont",-0.715257289985003,0.4745,0.8178,"No"
"Gig Harbor Boat Launch","Penrose Point State Park",-0.713297680971346,0.4757,0.8178,"No"
"Edmonds Marina","West Bay Park",0.725055335053291,0.4684,0.8178,"No"
"Maristone Island","Minter Bay",-0.728427905175172,0.4664,0.8179,"No"
"Donkey Creek Delta","N Avenue Park",-0.728974553080606,0.466,0.8179,"No"
"Browns Point Lighthouse","Raft Island Park",0.727014944066949,0.4672,0.8179,"No"
"Broad Spit","Three Tree Point",-0.730934162094264,0.4648,0.8179,"No"
"Arroyo Beach","Chambers Bay Park",0.715548040447124,0.4743,0.818,"No"
"Arroyo Beach","Blair Waterway",-0.73129009733696,0.4646,0.8181,"No"
"N Avenue Park","Point Defiance Ferry",-0.711338071957688,0.4769,0.8183,"No"
"Discovery Bay","Shilshole Bay",0.713297680971346,0.4757,0.8183,"No"
"North Camano","Salmon Beach",-0.727014944066949,0.4672,0.8184,"No"
"Mukilteo","Skiff Point",-0.728974553080606,0.466,0.8184,"No"
"Arroyo Beach","Edmonds Marina",-0.73129009733696,0.4646,0.8186,"No"
"Hood Canal Holly","Penn Cove Reference",0.711970300244888,0.4765,0.8187,"No"
"N Avenue Park","Port Angeles Yacht Club",0.729143453215619,0.4659,0.8188,"No"
"Oak Bay County Park","Silverdale, Dyes Inlet",0.713297680971346,0.4757,0.8188,"No"
"Minter Bay","Skiff Point",0.711338071957688,0.4769,0.8188,"No"
"Kopachuck State Park","West Bay Park",0.727014944066949,0.4672,0.8189,"No"
"Arroyo Beach","Thea Foss Waterway",-0.709992621286578,0.4777,0.8192,"No"
"Eld Inlet","Squaxin Island",-0.705459244916716,0.4805,0.823,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay, Milwaukee Waterway",-0.705612126239597,0.4804,0.8234,"No"
"N Avenue Park","Salmon Bay, Commodore Park",0.703499635903058,0.4817,0.8241,"No"
"Purdy, Dexters","Shilshole Bay",0.703499635903058,0.4817,0.8246,"No"
"Thea Foss Waterway","West Bay Park",0.701480907701895,0.483,0.8246,"No"
"Lions Park","Penrose Point State Park",-0.7015400268894,0.483,0.8251,"No"
"Three Tree Point","Williams Olson Park",0.7015400268894,0.483,0.8256,"No"
"Aiston Preserve","Thea Foss Waterway",-0.699415298433043,0.4843,0.8263,"No"
"Jamestown","Oak Bay County Park",-0.694797147274157,0.4872,0.8292,"No"
"Kitsap St Boat Launch","Thea Foss Waterway",-0.695284079895341,0.4869,0.8292,"No"
"Penn Cove Reference","Salmon Bay, Commodore Park",-0.695661199848428,0.4866,0.8293,"No"
"Blair Waterway","Suquamish Stormwater Outfall",0.69370159083477,0.4879,0.8293,"No"
"Eld Inlet","Rich Passage",-0.691741981821113,0.4891,0.8298,"No"
"Edmonds Marina","Suquamish Stormwater Outfall",0.69370159083477,0.4879,0.8298,"No"
"Kopachuck State Park","Suquamish Stormwater Outfall",0.695661199848428,0.4866,0.8298,"No"
"Jamestown","Salmon Beach",0.691934955112369,0.489,0.8301,"No"
"Elliot Bay Myrtle Edwards","Meyer's Point, Henderson Inlet",-0.691979105065179,0.489,0.8306,"No"
"Rocky Point","Smith Cove, Terminal 91",-0.683903545766483,0.494,0.8366,"No"
"Chimacum Creek delta","Williams Olson Park",-0.683903545766483,0.494,0.8371,"No"
"Maristone Island","Shilshole Bay",0.68406392666745,0.4939,0.8375,"No"
"Manchester, Stormwater Outfall","Raft Island Park",-0.681943936752825,0.4953,0.8377,"No"
"Chuckanut, Clark's Point","Shilshole Bay",0.681943936752825,0.4953,0.8382,"No"
"North Camano","Penn Cove Reference",-0.679984327739168,0.4965,0.8392,"No"
"Commencement Bay, Dick Gilmur Launch","Eld Inlet",0.67802471872551,0.4978,0.8408,"No"
"Browns Point Lighthouse","Oak Bay County Park",0.676065109711852,0.499,0.8413,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Maristone Island",0.676908446262979,0.4985,0.8415,"No"
"Cap Sante","Oak Bay County Park",-0.674105500698195,0.5002,0.8418,"No"
"Filucy Bay","Rocky Point",0.676065109711852,0.499,0.8418,"No"
"Everett Harbor","Penn Cove Reference",0.674105500698195,0.5002,0.8424,"No"
"Edmonds Ferry","Maple Hollow Park",0.672145891684537,0.5015,0.8429,"No"
"Chuckanut, Clark's Point","Smith Cove, Terminal 91",-0.674105500698195,0.5002,0.8429,"No"
"Rocky Point","Shilshole Bay",0.672145891684537,0.5015,0.8434,"No"
"Donkey Creek Delta","Penn Cove Reference",0.67018628267088,0.5027,0.8439,"No"
"Hood Canal Holly","Raft Island Park",-0.670468513898955,0.5026,0.8442,"No"
"Salmon Beach","Tulalip Bay",-0.669037417818061,0.5035,0.8446,"No"
"Suquamish Stormwater Outfall","Thea Foss Waterway",-0.668431159400274,0.5039,0.8448,"No"
"Thea Foss Waterway","Three Tree Point",-0.665952428277653,0.5054,0.8464,"No"
"Chuckanut, Clark's Point","Filucy Bay",-0.666267064643565,0.5052,0.8466,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Skiff Point",0.664307455629907,0.5065,0.8466,"No"
"Rocky Point","Squaxin Island",-0.664307455629907,0.5065,0.8471,"No"
"Meyer's Point, Henderson Inlet","Three Tree Point",0.664307455629907,0.5065,0.8476,"No"
"Raft Island Park","Silverdale, Dyes Inlet",0.66234784661625,0.5077,0.8481,"No"
"Raft Island Park","Tulalip Bay",0.661881937413589,0.508,0.8481,"No"
"Hood Canal Holly","Salmon Beach",0.660450841332695,0.509,0.8491,"No"
"Chambers Bay Park","Gig Harbor Boat Launch",0.658428628588935,0.5103,0.8497,"No"
"Broad Spit","Chimacum Creek delta",0.65450941056162,0.5128,0.8502,"No"
"Eld Inlet","Minter Bay",-0.658428628588935,0.5103,0.8502,"No"
"Miller Creek","Oak Bay County Park",-0.65450941056162,0.5128,0.8508,"No"
"Miller Creek","Penn Cove Reference",0.658428628588935,0.5103,0.8508,"No"
"Arroyo Beach","Penrose Point State Park",0.655442005049566,0.5122,0.8513,"No"
"Des Moines Marina","Salmon Beach",-0.65450941056162,0.5128,0.8513,"No"
"Commencement Bay, Milwaukee Waterway","Fidalgo Bay Aq Reserve, Weaverling Spit",-0.655624381933397,0.5121,0.8517,"No"
"Commencement Bay, Milwaukee Waterway","Minter Bay",0.656037503787167,0.5118,0.8517,"No"
"Purdy, Dexters","Smith Cove, Terminal 91",-0.652549801547962,0.514,0.8518,"No"
"Chuckanut, Clark's Point","Squaxin Island",-0.65450941056162,0.5128,0.8518,"No"
"Blair Waterway Two","Gig Harbor Boat Launch",0.648630583520647,0.5166,0.8529,"No"
"Rich Passage","Rocky Point",0.650590192534304,0.5153,0.8529,"No"
"Eagle Harbor Dr","Point Defiance Ferry",0.648630583520647,0.5166,0.8534,"No"
"Chimacum Creek delta","South of Skunk Island",-0.650590192534304,0.5153,0.8534,"No"
"Chambers Bay Park","Lions Park",0.646670974506989,0.5178,0.8539,"No"
"Salmon Bay, Commodore Park","Salmon Beach",0.648630583520647,0.5166,0.8539,"No"
"Locust Beach","Williams Olson Park",-0.648630583520647,0.5166,0.8544,"No"
"Purdy, Burley Lagoon","Williams Olson Park",-0.646670974506989,0.5178,0.8544,"No"
"Commencement Bay, Milwaukee Waterway","Point Defiance Ferry",-0.64529633558914,0.5187,0.8549,"No"
"Filucy Bay","Purdy, Dexters",0.644711365493332,0.5191,0.855,"No"
"Donkey Creek Delta","Oak Bay County Park",-0.642751756479674,0.5204,0.856,"No"
"Eagle Harbor Dr","Fidalgo Bay Aq Reserve, Weaverling Spit",0.638832538452359,0.5229,0.8565,"No"
"Discovery Bay","Smith Cove, Terminal 91",-0.642751756479674,0.5204,0.8565,"No"
