"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Silverdale, Dyes Inlet","Thea Foss Waterway",1.07462707469057,0.2825,0.5695,"No","a","a"
"Arroyo Beach","Purdy, Burley Lagoon",-1.07485030996343,0.2824,0.5697,"No","a","a"
"Purdy, Burley Lagoon","Rocky Point",-1.07396281247736,0.2828,0.5697,"No","a","a"
"Eld Inlet","N Avenue Park",1.07004324016904,0.2846,0.5698,"No","a","a"
"Brackenwood Lane","Salmon Bay, Commodore Park",-1.0720030263232,0.2837,0.5698,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Elliott Bay, Harbor Island, Pier 17",1.07132180110444,0.284,0.5699,"No","a","a"
"Elliot Bay Myrtle Edwards","Point Defiance Ferry",-1.07090864190617,0.2842,0.5699,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Dexters",-1.07004324016904,0.2846,0.5703,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Penrose Point State Park",-1.06808345401489,0.2855,0.5712,"No","a","a"
"Eld Inlet","Elliot Bay Myrtle Edwards",1.06677704992351,0.2861,0.5719,"No","a","a"
"N Avenue Park","Rocky Point",-1.06612366786073,0.2864,0.5721,"No","a","a"
"Discovery Bay","Meyer's Point, Henderson Inlet",-1.06416388170658,0.2873,0.573,"No","a","a"
"Lions Park","Meyer's Point, Henderson Inlet",-1.06416388170658,0.2873,0.5734,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Locust Beach",-1.06220409555242,0.2881,0.5735,"No","a","a"
"Elliot Bay Myrtle Edwards","Rocky Point",-1.06264545794085,0.2879,0.5735,"No","a","a"
"Chuckanut, Clark's Point","Tulalip Bay",-1.06268489367223,0.2879,0.5739,"No","a","a"
"Eastsound, Fishing Bay","Jamestown",-1.06125366822621,0.2886,0.574,"No","a","a"
"Aiston Preserve","Arroyo Beach",1.05982244278019,0.2892,0.5744,"No","a","a"
"Cap Sante","South of Skunk Island",-1.06024430939827,0.289,0.5745,"No","a","a"
"Cap Sante","Kitsap St Boat Launch",-1.05828452324411,0.2899,0.5754,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Des Moines Marina",1.05686122916512,0.2906,0.5758,"No","a","a"
"Des Moines Marina","Purdy, Dexters",-1.05632473708995,0.2908,0.5759,"No","a","a"
"Port Angeles Yacht Club","Reach Island",1.05695999188814,0.2905,0.5762,"No","a","a"
"Des Moines Marina","Penrose Point State Park",-1.0543649509358,0.2917,0.5768,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Edmonds Marina",-1.05438227397552,0.2917,0.5772,"No","a","a"
"Commencement Bay Skookum","Oak Bay County Park",-1.05240516478164,0.2926,0.5782,"No","a","a"
"Eastsound, Fishing Bay","Seattle Aquarium, Pier 59",-1.04652580631918,0.2953,0.5822,"No","a","a"
"Eagle Harbor Dr","Squaxin Island",1.04652580631918,0.2953,0.5827,"No","a","a"
"Commencement Bay Skookum","West Bay Park",-1.04652580631918,0.2953,0.5831,"No","a","a"
"Edmonds Ferry","Manchester, Stormwater Outfall",-1.04456602016502,0.2962,0.5836,"No","a","a"
"Skiff Point","West Bay Park",1.04260623401086,0.2971,0.5849,"No","a","a"
"Chuckanut, Clark's Point","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.03868666170255,0.299,0.5881,"No","a","a"
"Manchester, Stormwater Outfall","Penn Cove Reference",1.0367268755484,0.2999,0.5882,"No","a","a"
"Brackenwood Lane","Point Defiance Ferry",-1.0367268755484,0.2999,0.5886,"No","a","a"
"Arroyo Beach","Blair Waterway Two",1.03549161019779,0.3004,0.5889,"No","a","a"
"Eagle Harbor Dr","Salmon Beach",1.0367268755484,0.2999,0.589,"No","a","a"
"Oak Bay County Park","Skiff Point",-1.0367268755484,0.2999,0.5895,"No","a","a"
"Brackenwood Lane","Eld Inlet",-1.03280730324008,0.3017,0.5905,"No","a","a"
"Hood Canal Holly","Skiff Point",-1.03191354658273,0.3021,0.5909,"No","a","a"
"Meyer's Point, Henderson Inlet","Squaxin Island",1.03280730324008,0.3017,0.5909,"No","a","a"
"Edmonds Marina","Thea Foss Waterway",1.03124535887261,0.3024,0.5911,"No","a","a"
"Browns Point Lighthouse","Penrose Point State Park",1.02888773093177,0.3035,0.5919,"No","a","a"
"Brackenwood Lane","Rocky Point",-1.02888773093177,0.3035,0.5924,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Salmon Beach",-1.02888773093177,0.3035,0.5928,"No","a","a"
"Browns Point Lighthouse","Purdy, Dexters",1.02692794477762,0.3045,0.5933,"No","a","a"
"Chimacum Creek delta","Kopachuck State Park",-1.02300837246931,0.3063,0.5943,"No","a","a"
"Cap Sante","Reach Island",1.02496815862346,0.3054,0.5943,"No","a","a"
"North Camano","Shilshole Bay",-1.02496815862346,0.3054,0.5947,"No","a","a"
"Madrona Pont","Salmon Beach",-1.02300837246931,0.3063,0.5948,"No","a","a"
"Meyer's Point, Henderson Inlet","Salmon Beach",1.02300837246931,0.3063,0.5952,"No","a","a"
"Shilshole Bay","Smith Cove, Terminal 91",1.02300837246931,0.3063,0.5956,"No","a","a"
"Mukilteo","Penrose Point State Park",1.02104858631515,0.3072,0.5957,"No","a","a"
"Mukilteo","Purdy, Dexters",1.01908880016099,0.3082,0.5962,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Squaxin Island",-1.01908880016099,0.3082,0.5967,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Three Tree Point",-1.01908880016099,0.3082,0.5971,"No","a","a"
"Jamestown","Shilshole Bay",-1.01688567939949,0.3092,0.5978,"No","a","a"
"Chimacum Creek delta","Thea Foss Waterway",-1.01595846853676,0.3096,0.5983,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Miller Creek",-1.0130663541489,0.311,0.6001,"No","a","a"
"Madrona Pont","Squaxin Island",-1.01320944169853,0.311,0.6004,"No","a","a"
"Chuckanut, Clark's Point","Maple Hollow Park",-1.01124965554437,0.3119,0.6013,"No","a","a"
"Discovery Bay","Smith Cove, Terminal 91",-1.0053702970819,0.3147,0.6059,"No","a","a"
"Lions Park","Smith Cove, Terminal 91",-1.0053702970819,0.3147,0.6063,"No","a","a"
"Discovery Bay","North Camano",-1.00341051092775,0.3157,0.6068,"No","a","a"
"Lions Park","North Camano",-1.00341051092775,0.3157,0.6073,"No","a","a"
"Arroyo Beach","Minter Bay",1.00114219949323,0.3168,0.6085,"No","a","a"
"Browns Point Lighthouse","Kopachuck State Park",0.999490938619437,0.3176,0.6096,"No","a","a"
"Eastsound, Fishing Bay","Penn Cove Reference",-0.995571366311125,0.3195,0.6124,"No","a","a"
"Chimacum Creek delta","Purdy, Dexters",-0.995571366311125,0.3195,0.6128,"No","a","a"
"Chimacum Creek delta","Penrose Point State Park",-0.99361158015697,0.3204,0.6133,"No","a","a"
"Chimacum Creek delta","Commencement Bay, Milwaukee Waterway",-0.992821553433848,0.3208,0.6136,"No","a","a"
"Reach Island","Williams Olson Park",-0.99361158015697,0.3204,0.6138,"No","a","a"
"Kopachuck State Park","Mukilteo",-0.991651794002814,0.3214,0.6143,"No","a","a"
"Broad Spit ","Chuckanut, Clark's Point",0.989692007848658,0.3223,0.6144,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Discovery Bay",-0.987732221694502,0.3233,0.6145,"No","a","a"
"Penrose Point State Park","Silverdale, Dyes Inlet",-0.989692007848658,0.3223,0.6148,"No","a","a"
"Eastsound, Fishing Bay","Edmonds Ferry",-0.987732221694502,0.3233,0.6149,"No","a","a"
"Miller Creek","Thea Foss Waterway",0.989929439045985,0.3222,0.615,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Elliot Bay Myrtle Edwards",-0.990380604024465,0.322,0.6151,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Lions Park",-0.987732221694502,0.3233,0.6154,"No","a","a"
"Manchester, Stormwater Outfall","Seattle Aquarium, Pier 59",0.985772435540347,0.3242,0.6154,"No","a","a"
"Purdy, Dexters","Silverdale, Dyes Inlet",-0.987732221694502,0.3233,0.6158,"No","a","a"
"Reach Island","Tulalip Reservation",-0.985772435540347,0.3242,0.6159,"No","a","a"
"Eastsound, Fishing Bay","Everett Harbor",0.981852863232035,0.3262,0.6178,"No","a","a"
"Discovery Bay","Madrona Pont",0.981852863232035,0.3262,0.6182,"No","a","a"
"Lions Park","Madrona Pont",0.981852863232035,0.3262,0.6187,"No","a","a"
"North Camano","Raft Island Park",-0.977933290923724,0.3281,0.6206,"No","a","a"
"Miller Creek","Salmon Bay, Commodore Park",-0.975973504769568,0.3291,0.6207,"No","a","a"
"Gig Harbor Boat Launch","Reach Island",-0.977933290923724,0.3281,0.621,"No","a","a"
"Raft Island Park","Smith Cove, Terminal 91",0.975973504769568,0.3291,0.6211,"No","a","a"
"Eastsound, Fishing Bay","Suquamish Stormwater Outfall",0.975973504769568,0.3291,0.6216,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Port Angeles Yacht Club",0.976095754187828,0.329,0.6219,"No","a","a"
"Smith Cove, Terminal 91","Squaxin Island",0.974013718615412,0.33,0.6221,"No","a","a"
"Chuckanut, Clark's Point","South of Skunk Island",-0.972053932461256,0.331,0.6231,"No","a","a"
"North Camano","Squaxin Island",0.972053932461256,0.331,0.6235,"No","a","a"
"Chuckanut, Clark's Point","Kitsap St Boat Launch",-0.9700941463071,0.332,0.6245,"No","a","a"
"Skiff Point","Tulalip Reservation",0.968134360152945,0.333,0.6259,"No","a","a"
"Aiston Preserve","Maristone Island",-0.96393033789663,0.3351,0.6272,"No","a","a"
"Meyer's Point, Henderson Inlet","Shilshole Bay",-0.964214787844633,0.3349,0.6274,"No","a","a"
"Jamestown","Raft Island Park",-0.965361563342654,0.3344,0.6276,"No","a","a"
"Elliot Bay Myrtle Edwards","Thea Foss Waterway",0.965840199676957,0.3341,0.6276,"No","a","a"
"Locust Beach","Skiff Point",0.964214787844633,0.3349,0.6278,"No","a","a"
"Salmon Beach","Smith Cove, Terminal 91",-0.964214787844633,0.3349,0.6282,"No","a","a"
"North Camano","Salmon Beach",0.962255001690478,0.3359,0.6283,"No","a","a"
"Kopachuck State Park","Silverdale, Dyes Inlet",-0.960295215536322,0.3369,0.6293,"No","a","a"
"Skiff Point","Williams Olson Park",0.960295215536322,0.3369,0.6297,"No","a","a"
"Eastsound, Fishing Bay","Filucy Bay",0.95637564322801,0.3389,0.6326,"No","a","a"
"Aiston Preserve","Rich Passage",-0.952456070919699,0.3409,0.6358,"No","a","a"
"Aiston Preserve","Donkey Creek Delta",-0.950496284765543,0.3419,0.6368,"No","a","a"
"Eagle Harbor Dr","Shilshole Bay",-0.950496284765543,0.3419,0.6372,"No","a","a"
"Edmonds Marina","Penrose Point State Park",0.948536498611387,0.3429,0.6378,"No","a","a"
"Maristone Island","Purdy, Burley Lagoon",0.948902470713387,0.3427,0.6379,"No","a","a"
"Eagle Harbor Dr","Eastsound, Fishing Bay",0.946576712457232,0.3439,0.6388,"No","a","a"
"Edmonds Marina","Purdy, Dexters",0.946576712457232,0.3439,0.6392,"No","a","a"
"Aiston Preserve","Blair Waterway",-0.944616926303076,0.3449,0.6393,"No","a","a"
"Chambers Bay Park","Reach Island",-0.944616926303076,0.3449,0.6397,"No","a","a"
"Friday Harbor","Skiff Point",-0.943655608840162,0.3453,0.6398,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","West Bay Park",0.944616926303076,0.3449,0.6402,"No","a","a"
"Maristone Island","N Avenue Park",0.940315118037248,0.3471,0.6421,"No","a","a"
"Miller Creek","Point Defiance Ferry",-0.940697353994764,0.3469,0.6421,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Oak Bay County Park",0.938737567840608,0.3479,0.6427,"No","a","a"
"Arroyo Beach","Elliott Bay, Harbor Island, Pier 17",0.93673705442219,0.3489,0.6428,"No","a","a"
"Purdy, Burley Lagoon","Rich Passage",-0.938737567840608,0.3479,0.6431,"No","a","a"
"Eld Inlet","Miller Creek",0.936777781686453,0.3489,0.6432,"No","a","a"
"Donkey Creek Delta","Purdy, Burley Lagoon",0.936777781686453,0.3489,0.6437,"No","a","a"
"Edmonds Marina","Salmon Bay, Commodore Park",-0.936777781686453,0.3489,0.6441,"No","a","a"
"Elliot Bay Myrtle Edwards","Maristone Island",-0.934638583368165,0.35,0.6444,"No","a","a"
"Eastsound, Fishing Bay","Meyer's Point, Henderson Inlet",-0.932858209378141,0.3509,0.6452,"No","a","a"
"Miller Creek","Rocky Point",-0.932858209378141,0.3509,0.6456,"No","a","a"
"Blair Waterway","Purdy, Burley Lagoon",0.930898423223985,0.3519,0.6462,"No","a","a"
"N Avenue Park","Rich Passage",-0.930898423223985,0.3519,0.6466,"No","a","a"
"Donkey Creek Delta","N Avenue Park",0.92893863706983,0.3529,0.6471,"No","a","a"
"Cap Sante","Skiff Point",-0.92893863706983,0.3529,0.6476,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",0.924571638130993,0.3552,0.6509,"No","a","a"
"Blair Waterway","N Avenue Park",0.923059278607362,0.356,0.6519,"No","a","a"
"Aiston Preserve","Tulalip Bay",-0.920993574515934,0.3571,0.6525,"No","a","a"
"Arroyo Beach","Des Moines Marina",0.921709187238946,0.3567,0.6527,"No","a","a"
"Skiff Point","Three Tree Point",-0.921099492453207,0.357,0.6528,"No","a","a"
"Elliot Bay Myrtle Edwards","Rich Passage",-0.920105534538985,0.3575,0.6529,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Manchester, Stormwater Outfall",-0.917179920144895,0.359,0.6531,"No","a","a"
"Edmonds Marina","Kopachuck State Park",0.919139706299051,0.358,0.6534,"No","a","a"
"Meyer's Point, Henderson Inlet","Raft Island Park",-0.917179920144895,0.359,0.6535,"No","a","a"
"Donkey Creek Delta","Elliot Bay Myrtle Edwards",0.918039738547654,0.3586,0.6536,"No","a","a"
"Arroyo Beach","Chuckanut, Clark's Point",-0.918131123623888,0.3586,0.6539,"No","a","a"
"Oak Bay County Park","Reach Island",0.917179920144895,0.359,0.6539,"No","a","a"
"Arroyo Beach","Friday Harbor",-0.91510973278522,0.3601,0.6546,"No","a","a"
"Locust Beach","Tulalip Bay",0.91455306000883,0.3604,0.6547,"No","a","a"
"Brackenwood Lane","Commencement Bay, Milwaukee Waterway",0.911842350573659,0.3619,0.6559,"No","a","a"
"Reach Island","West Bay Park",-0.911300561682428,0.3621,0.656,"No","a","a"
"Blair Waterway","Elliot Bay Myrtle Edwards",0.911842350573659,0.3619,0.6564,"No","a","a"
"Aiston Preserve","Fidalgo Bay Aq Reserve, Weaverling Spit",-0.909340775528272,0.3632,0.6566,"No","a","a"
"Jamestown","Port Angeles Yacht Club",0.912090455704074,0.3617,0.6566,"No","a","a"
"Miller Creek","Penrose Point State Park",0.909340775528272,0.3632,0.657,"No","a","a"
"Browns Point Lighthouse","Discovery Bay",0.907380989374116,0.3642,0.6571,"No","a","a"
"Edmonds Ferry","Shilshole Bay",-0.909340775528272,0.3632,0.6575,"No","a","a"
"Browns Point Lighthouse","Lions Park",0.907380989374116,0.3642,0.6576,"No","a","a"
"Miller Creek","Purdy, Dexters",0.907380989374116,0.3642,0.658,"No","a","a"
"Purdy, Burley Lagoon","Tulalip Bay",-0.905965707332691,0.365,0.658,"No","a","a"
"Eagle Harbor Dr","Raft Island Park",-0.903461417065805,0.3663,0.66,"No","a","a"
"Arroyo Beach","Hood Canal Holly",-0.902489503538768,0.3668,0.6605,"No","a","a"
"Edmonds Marina","Point Defiance Ferry",-0.901501630911649,0.3673,0.6605,"No","a","a"
"Port Angeles Yacht Club","Seattle Aquarium, Pier 59",-0.90095641827161,0.3676,0.6606,"No","a","a"
"Brackenwood Lane","Maristone Island",-0.899525192825586,0.3684,0.6607,"No","a","a"
"Penn Cove Reference","Shilshole Bay",-0.901501630911649,0.3673,0.661,"No","a","a"
"Discovery Bay","Mukilteo",-0.899541844757493,0.3684,0.6611,"No","a","a"
"Lions Park","Mukilteo",-0.899541844757493,0.3684,0.6615,"No","a","a"
"N Avenue Park","Tulalip Bay",-0.897378354656551,0.3695,0.6618,"No","a","a"
"Edmonds Marina","Eld Inlet",-0.897582058603338,0.3694,0.6621,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Kopachuck State Park",-0.895622272449182,0.3705,0.6622,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Burley Lagoon",0.895622272449182,0.3705,0.6626,"No","a","a"
"Salmon Bay, Commodore Park","Silverdale, Dyes Inlet",0.895622272449182,0.3705,0.6631,"No","a","a"
"Brackenwood Lane","Rich Passage",-0.893662486295026,0.3715,0.6632,"No","a","a"
"Edmonds Marina","Rocky Point",-0.893662486295026,0.3715,0.6636,"No","a","a"
"Brackenwood Lane","Donkey Creek Delta",-0.89170270014087,0.3726,0.6642,"No","a","a"
"Everett Harbor","Salmon Beach",-0.89170270014087,0.3726,0.6646,"No","a","a"
"Kopachuck State Park","Madrona Pont",0.889742913986714,0.3736,0.6656,"No","a","a"
"Brackenwood Lane","Thea Foss Waterway",0.888705435470748,0.3742,0.6658,"No","a","a"
"Elliot Bay Myrtle Edwards","Tulalip Bay",-0.888867839814386,0.3741,0.666,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",0.887783127832559,0.3747,0.6662,"No","a","a"
"Blair Waterway","Brackenwood Lane",0.885823341678403,0.3757,0.6672,"No","a","a"
"Salmon Beach","Suquamish Stormwater Outfall",0.885823341678403,0.3757,0.6676,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Thea Foss Waterway",-0.881681729100221,0.3779,0.6698,"No","a","a"
"Aiston Preserve","Maple Hollow Park",-0.881903769370091,0.3778,0.6701,"No","a","a"
"Everett Harbor","Squaxin Island",-0.881903769370091,0.3778,0.6705,"No","a","a"
"Kopachuck State Park","Miller Creek",-0.879943983215936,0.3789,0.6711,"No","a","a"
"Elliot Bay Myrtle Edwards","Penrose Point State Park",0.879202773910624,0.3793,0.6713,"No","a","a"
"Commencement Bay Skookum","Eastsound, Fishing Bay",-0.876024410907624,0.381,0.6722,"No","a","a"
"Eastsound, Fishing Bay","Smith Cove, Terminal 91",-0.874064624753468,0.3821,0.6723,"No","a","a"
"Madrona Pont","Thea Foss Waterway",-0.875484341126227,0.3813,0.6723,"No","a","a"
"Jamestown","West Bay Park",0.87447874752018,0.3819,0.6724,"No","a","a"
"Elliot Bay Myrtle Edwards","Fidalgo Bay Aq Reserve, Weaverling Spit",-0.874658022729695,0.3818,0.6726,"No","a","a"
"Browns Point Lighthouse","Squaxin Island",0.876024410907624,0.381,0.6726,"No","a","a"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",0.877136977919292,0.3804,0.6729,"No","a","a"
"Squaxin Island","Suquamish Stormwater Outfall",0.876024410907624,0.381,0.6731,"No","a","a"
"Locust Beach","Maristone Island",0.871616296628134,0.3834,0.6733,"No","a","a"
"Commencement Bay, Milwaukee Waterway","N Avenue Park",-0.872592226738363,0.3829,0.6733,"No","a","a"
"Eastsound, Fishing Bay","North Camano",-0.872104838599313,0.3832,0.6733,"No","a","a"
"Jamestown","Oak Bay County Park",0.868038233013075,0.3854,0.6733,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Penrose Point State Park",-0.866225480136845,0.3864,0.6733,"No","a","a"
"Three Tree Point","Tulalip Bay",0.867322620290064,0.3858,0.6735,"No","a","a"
"Seattle Aquarium, Pier 59","West Bay Park",0.876024410907624,0.381,0.6735,"No","a","a"
"Maple Hollow Park","Purdy, Burley Lagoon",0.868185266291001,0.3853,0.6736,"No","a","a"
"Browns Point Lighthouse","Salmon Beach",0.866225480136845,0.3864,0.6737,"No","a","a"
"Oak Bay County Park","Seattle Aquarium, Pier 59",-0.870145052445157,0.3842,0.6739,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Purdy, Dexters",-0.868185266291001,0.3853,0.674,"No","a","a"
"Filucy Bay","Salmon Beach",-0.866225480136845,0.3864,0.6741,"No","a","a"
"Mukilteo","Salmon Bay, Commodore Park",-0.86426569398269,0.3874,0.6743,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Tulalip Reservation",0.870145052445157,0.3842,0.6743,"No","a","a"
"Discovery Bay","Silverdale, Dyes Inlet",-0.868185266291001,0.3853,0.6744,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Purdy, Burley Lagoon",-0.864329042773038,0.3874,0.6747,"No","a","a"
"Madrona Pont","Purdy, Dexters",-0.862305907828534,0.3885,0.6748,"No","a","a"
"Lions Park","Silverdale, Dyes Inlet",-0.868185266291001,0.3853,0.6749,"No","a","a"
"Aiston Preserve","Broad Spit ",-0.860346121674378,0.3896,0.675,"No","a","a"
"Edmonds Ferry","Raft Island Park",-0.862305907828534,0.3885,0.6753,"No","a","a"
"Mukilteo","Squaxin Island",0.868185266291001,0.3853,0.6753,"No","a","a"
"Maple Hollow Park","N Avenue Park",0.860346121674378,0.3896,0.6754,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Williams Olson Park",0.862305907828534,0.3885,0.6757,"No","a","a"
"Madrona Pont","Penrose Point State Park",-0.860346121674378,0.3896,0.6759,"No","a","a"
"Mukilteo","Salmon Beach",0.858386335520222,0.3907,0.676,"No","a","a"
"Browns Point Lighthouse","Salmon Bay, Commodore Park",-0.856426549366067,0.3918,0.6761,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay, Milwaukee Waterway",-0.85854481399731,0.3906,0.6763,"No","a","a"
"Point Defiance Ferry","Silverdale, Dyes Inlet",0.860346121674378,0.3896,0.6763,"No","a","a"
"Eld Inlet","Silverdale, Dyes Inlet",0.856426549366067,0.3918,0.6766,"No","a","a"
"Penn Cove Reference","Raft Island Park",-0.854466763211911,0.3928,0.6767,"No","a","a"
"Arroyo Beach","Chimacum Creek delta",0.855157203998867,0.3925,0.6769,"No","a","a"
"Filucy Bay","Squaxin Island",-0.856426549366067,0.3918,0.677,"No","a","a"
"Hood Canal Holly","Jamestown",-0.854484742712238,0.3928,0.6771,"No","a","a"
"Brackenwood Lane","Tulalip Bay",-0.85658842944489,0.3917,0.6773,"No","a","a"
"Hood Canal Holly","Seattle Aquarium, Pier 59",-0.849432302214774,0.3956,0.6776,"No","a","a"
"Discovery Bay","Everett Harbor",0.850547190903599,0.395,0.6779,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Madrona Pont",0.852347426023316,0.394,0.6779,"No","a","a"
"N Avenue Park","Thea Foss Waterway",0.849455311635453,0.3956,0.678,"No","a","a"
"Aiston Preserve","Commencement Bay, Milwaukee Waterway",0.849868470833719,0.3954,0.6781,"No","a","a"
"Rocky Point","Silverdale, Dyes Inlet",0.852506977057755,0.3939,0.6781,"No","a","a"
"Brackenwood Lane","Fidalgo Bay Aq Reserve, Weaverling Spit",-0.850547190903599,0.395,0.6783,"No","a","a"
"Elliot Bay Myrtle Edwards","Kopachuck State Park",0.848215834040653,0.3963,0.6784,"No","a","a"
"Everett Harbor","Lions Park",-0.850547190903599,0.395,0.6787,"No","a","a"
"Seattle Aquarium, Pier 59","Shilshole Bay",-0.850547190903599,0.395,0.6792,"No","a","a"
"Discovery Bay","Suquamish Stormwater Outfall",0.844667832441132,0.3983,0.6792,"No","a","a"
"Broad Spit ","Purdy, Burley Lagoon",0.846627618595288,0.3972,0.6794,"No","a","a"
"Lions Park","Suquamish Stormwater Outfall",0.844667832441132,0.3983,0.6796,"No","a","a"
"Arroyo Beach","Port Angeles Yacht Club",-0.844883790546932,0.3982,0.6798,"No","a","a"
"Elliot Bay Myrtle Edwards","Maple Hollow Park",-0.845736878851056,0.3977,0.6799,"No","a","a"
"Penn Cove Reference","Port Angeles Yacht Club",0.845138625876705,0.398,0.68,"No","a","a"
"Commencement Bay Skookum","Gig Harbor Boat Launch",0.842708046286976,0.3994,0.6802,"No","a","a"
"Aiston Preserve","South of Skunk Island",-0.842708046286976,0.3994,0.6806,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Friday Harbor",0.840365809273594,0.4007,0.6807,"No","a","a"
"Aiston Preserve","Kitsap St Boat Launch",-0.84074826013282,0.4005,0.6808,"No","a","a"
"Chuckanut, Clark's Point","Skiff Point",-0.84074826013282,0.4005,0.6812,"No","a","a"
"Purdy, Burley Lagoon","Thea Foss Waterway",0.841192127670127,0.4002,0.6812,"No","a","a"
"Broad Spit ","N Avenue Park",0.838788473978665,0.4016,0.6818,"No","a","a"
"Edmonds Ferry","Port Angeles Yacht Club",0.836551273200565,0.4028,0.683,"No","a","a"
"Silverdale, Dyes Inlet","Squaxin Island",0.836828687824509,0.4027,0.6832,"No","a","a"
"Kitsap St Boat Launch","Locust Beach",-0.834868901670353,0.4038,0.6842,"No","a","a"
"Locust Beach","South of Skunk Island",0.832909115516198,0.4049,0.6857,"No","a","a"
"Cap Sante","Commencement Bay, Dick Gilmur Launch",-0.830949329362042,0.406,0.6871,"No","a","a"
"Discovery Bay","Filucy Bay",0.825069970899574,0.4093,0.688,"No","a","a"
"Mukilteo","Point Defiance Ferry",-0.828989543207886,0.4071,0.6881,"No","a","a"
"Aiston Preserve","Thea Foss Waterway",0.826731555730808,0.4084,0.6881,"No","a","a"
"Maristone Island","Three Tree Point",-0.824385856909368,0.4097,0.6882,"No","a","a"
"Discovery Bay","Edmonds Marina",-0.82702975705373,0.4082,0.6883,"No","a","a"
"Filucy Bay","Lions Park",-0.825069970899574,0.4093,0.6884,"No","a","a"
"Purdy, Burley Lagoon","South of Skunk Island",-0.828989543207886,0.4071,0.6885,"No","a","a"
"Broad Spit ","Elliot Bay Myrtle Edwards",0.823013122946411,0.4105,0.6887,"No","a","a"
"Edmonds Marina","Lions Park",0.82702975705373,0.4082,0.6887,"No","a","a"
"Browns Point Lighthouse","Point Defiance Ferry",-0.821150398591263,0.4116,0.6887,"No","a","a"
"Eld Inlet","Mukilteo",0.825069970899574,0.4093,0.6889,"No","a","a"
"Brackenwood Lane","Maple Hollow Park",-0.823110184745419,0.4104,0.689,"No","a","a"
"Kitsap St Boat Launch","Purdy, Burley Lagoon",0.82702975705373,0.4082,0.6891,"No","a","a"
"Mukilteo","Rocky Point",-0.821150398591263,0.4116,0.6892,"No","a","a"
"Kitsap St Boat Launch","N Avenue Park",0.819190612437107,0.4127,0.6893,"No","a","a"
"Penn Cove Reference","West Bay Park",0.825069970899574,0.4093,0.6893,"No","a","a"
"Salmon Beach","Silverdale, Dyes Inlet",-0.82702975705373,0.4082,0.6896,"No","a","a"
"N Avenue Park","South of Skunk Island",-0.821150398591263,0.4116,0.6896,"No","a","a"
"Arroyo Beach","Cap Sante",-0.821523406017322,0.4113,0.6897,"No","a","a"
"Oak Bay County Park","Penn Cove Reference",-0.819190612437107,0.4127,0.6898,"No","a","a"
"Manchester, Stormwater Outfall","Skiff Point",0.819190612437107,0.4127,0.6902,"No","a","a"
"Browns Point Lighthouse","Eld Inlet",-0.817230826282951,0.4138,0.6903,"No","a","a"
"Edmonds Ferry","West Bay Park",0.817230826282951,0.4138,0.6908,"No","a","a"
"Broad Spit ","Locust Beach",-0.815271040128796,0.4149,0.6918,"No","a","a"
"Brackenwood Lane","Penrose Point State Park",0.81331125397464,0.416,0.6928,"No","a","a"
"Browns Point Lighthouse","Rocky Point",-0.81331125397464,0.416,0.6932,"No","a","a"
"Edmonds Ferry","Oak Bay County Park",0.811351467820484,0.4172,0.6938,"No","a","a"
"Brackenwood Lane","Purdy, Dexters",0.811351467820484,0.4172,0.6942,"No","a","a"
"Chambers Bay Park","Commencement Bay Skookum",-0.809391681666328,0.4183,0.6953,"No","a","a"
