"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Commencement Bay Skookum","Gig Harbor Boat Launch",0.926895063460018,0.354,0.7223,"No"
"Salmon Bay, Commodore Park","West Bay Park",0.928854672473675,0.353,0.7223,"No"
"Oak Bay County Park","Thea Foss Waterway",0.928284805421766,0.3533,0.7224,"No"
"Broad Spit","Manchester, Stormwater Outfall",-0.918612927215893,0.3583,0.7226,"No"
"Lions Park","Reach Island",-0.919056627405388,0.3581,0.7226,"No"
"Kitsap St Boat Launch","Salmon Bay, Commodore Park",-0.922975845432703,0.356,0.7227,"No"
"Broad Spit","Friday Harbor",-0.920863346430131,0.3571,0.7228,"No"
"Aiston Preserve","Salmon Bay, Commodore Park",-0.926895063460018,0.354,0.7228,"No"
"Madrona Pont","Skiff Point",-0.92493545444636,0.355,0.7228,"No"
"Maple Hollow Park","Rich Passage",0.91709701839173,0.3591,0.7231,"No"
"Chimacum Creek delta","Silverdale, Dyes Inlet",-0.921016236419045,0.357,0.7232,"No"
"Penn Cove Reference","Squaxin Island",-0.922975845432703,0.356,0.7232,"No"
"Lions Park","Tulalip Reservation",-0.919056627405388,0.3581,0.7232,"No"
"Browns Point Lighthouse","Three Tree Point",0.92493545444636,0.355,0.7233,"No"
"Mukilteo","Williams Olson Park",-0.926895063460018,0.354,0.7233,"No"
"Eastsound, Fishing Bay","South of Skunk Island",-0.91709701839173,0.3591,0.7237,"No"
"Reach Island","Williams Olson Park",-0.919056627405388,0.3581,0.7237,"No"
"Commencement Bay Skookum","Williams Olson Park",-0.922975845432703,0.356,0.7238,"No"
"Tulalip Reservation","Williams Olson Park",-0.919056627405388,0.3581,0.7242,"No"
"Commencement Bay Skookum","Lions Park",0.915137409378073,0.3601,0.7247,"No"
"Arroyo Beach","Miller Creek",-0.913754847650977,0.3608,0.7256,"No"
"Aiston Preserve","Everett Harbor",-0.905339364309785,0.3653,0.7272,"No"
"Eastsound, Fishing Bay","Gig Harbor Boat Launch",0.899460537268812,0.3684,0.7276,"No"
"Donkey Creek Delta","Kitsap St Boat Launch",0.897500928255155,0.3695,0.7276,"No"
"Kopachuck State Park","N Avenue Park",-0.905339364309785,0.3653,0.7277,"No"
"Lions Park","Mukilteo",-0.911218191350758,0.3622,0.7278,"No"
"Des Moines Marina","Maristone Island",-0.896581694680246,0.3699,0.7281,"No"
"Eld Inlet","North Camano",0.897500928255155,0.3695,0.7281,"No"
"Commencement Bay, Dick Gilmur Launch","Penn Cove Reference",0.895541319241497,0.3705,0.7281,"No"
"Aiston Preserve","Donkey Creek Delta",-0.90142014628247,0.3674,0.7282,"No"
"Chimacum Creek delta","Friday Harbor",-0.906802469025712,0.3645,0.7282,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Meyer's Point, Henderson Inlet",-0.899460537268812,0.3684,0.7282,"No"
"Blair Waterway","Shilshole Bay",0.905339364309785,0.3653,0.7282,"No"
"Maple Hollow Park","Squaxin Island",0.903379755296127,0.3663,0.7282,"No"
"Eld Inlet","Elliot Bay Myrtle Edwards",-0.900605641219158,0.3678,0.7285,"No"
"Cap Sante","Commencement Bay, Milwaukee Waterway",-0.905976225318171,0.3649,0.7286,"No"
"Everett Harbor","Kitsap St Boat Launch",0.90142014628247,0.3674,0.7287,"No"
"Des Moines Marina","Purdy, Dexters",-0.897500928255155,0.3695,0.7287,"No"
"Edmonds Marina","Shilshole Bay",0.905339364309785,0.3653,0.7287,"No"
"Salmon Beach","Smith Cove, Terminal 91",-0.895541319241497,0.3705,0.7287,"No"
"Skiff Point","Three Tree Point",-0.899460537268812,0.3684,0.7287,"No"
"Donkey Creek Delta","West Bay Park",0.903379755296127,0.3663,0.7287,"No"
"Des Moines Marina","Discovery Bay",-0.907298973323443,0.3642,0.7288,"No"
"Friday Harbor","N Avenue Park",-0.906802469025712,0.3645,0.7288,"No"
"Chimacum Creek delta","Manchester, Stormwater Outfall",-0.90142014628247,0.3674,0.7292,"No"
"Salmon Bay, Commodore Park","Suquamish, Stormwater Outfall",0.897500928255155,0.3695,0.7292,"No"
"Raft Island Park","Williams Olson Park",0.899460537268812,0.3684,0.7292,"No"
"Blair Waterway","N Avenue Park",-0.907298973323443,0.3642,0.7293,"No"
"Penn Cove Reference","Rich Passage",-0.9092585823371,0.3632,0.7293,"No"
"Shilshole Bay","Thea Foss Waterway",-0.891516960436213,0.3727,0.7293,"No"
"Filucy Bay","Maple Hollow Park",-0.891622101214182,0.3726,0.7297,"No"
"Commencement Bay, Milwaukee Waterway","Port Angeles Yacht Club",0.893059047058794,0.3718,0.7297,"No"
"Kingston Marina","Skiff Point",-0.90142014628247,0.3674,0.7297,"No"
"Mukilteo","South of Skunk Island",-0.89358171022784,0.3715,0.7297,"No"
"Edmonds Marina","N Avenue Park",-0.907298973323443,0.3642,0.7298,"No"
"Arroyo Beach","Cap Sante",-0.892288406437563,0.3722,0.73,"No"
"Commencement Bay, Milwaukee Waterway","Miller Creek",0.885320132629659,0.376,0.7301,"No"
"Aiston Preserve","Miller Creek",-0.889662492200525,0.3736,0.7302,"No"
"Kitsap St Boat Launch","Miller Creek",-0.88574327417321,0.3758,0.7302,"No"
"Eagle Harbor Dr","Seattle Aquarium, Pier 59",0.883783665159552,0.3768,0.7302,"No"
"Miller Creek","West Bay Park",0.891622101214182,0.3726,0.7302,"No"
"Kopachuck State Park","Shilshole Bay",0.907298973323443,0.3642,0.7303,"No"
"Discovery Bay","Eastsound, Fishing Bay",0.887702883186867,0.3747,0.7307,"No"
"Blair Waterway Two","Salmon Beach",-0.88574327417321,0.3758,0.7307,"No"
"Purdy, Burley Lagoon","Silverdale, Dyes Inlet",-0.883783665159552,0.3768,0.7307,"No"
"Commencement Bay Skookum","South of Skunk Island",-0.889662492200525,0.3736,0.7307,"No"
"Everett Harbor","West Bay Park",0.907298973323443,0.3642,0.7309,"No"
"Eastsound, Fishing Bay","Lions Park",0.887702883186867,0.3747,0.7312,"No"
"Locust Beach","Silverdale, Dyes Inlet",-0.88574327417321,0.3758,0.7312,"No"
"Maple Hollow Park","Smith Cove, Terminal 91",0.883783665159552,0.3768,0.7312,"No"
"Filucy Bay","Salmon Beach",0.887702883186867,0.3747,0.7317,"No"
"Reach Island","South of Skunk Island",-0.88574327417321,0.3758,0.7317,"No"
"South of Skunk Island","Tulalip Reservation",0.88574327417321,0.3758,0.7322,"No"
"Des Moines Marina","Gig Harbor Boat Launch",0.879864447132237,0.3789,0.7338,"No"
"Chuckanut, Clark's Point","Des Moines Marina",0.875945229104922,0.3811,0.7343,"No"
"Broad Spit","Elliott Bay, Harbor Island, Pier 17",-0.878699528140022,0.3796,0.7345,"No"
"Eastsound, Fishing Bay","Maristone Island",-0.875115253466833,0.3815,0.7347,"No"
"Raft Island Park","Thea Foss Waterway",0.874578964431632,0.3818,0.7347,"No"
"Minter Bay","Penn Cove Reference",0.875945229104922,0.3811,0.7348,"No"
"Eastsound, Fishing Bay","Purdy, Dexters",-0.87790483811858,0.38,0.7348,"No"
"Chambers Bay Park","Salmon Beach",-0.875945229104922,0.3811,0.7354,"No"
"Salmon Beach","Squaxin Island",-0.875945229104922,0.3811,0.7359,"No"
"Donkey Creek Delta","Suquamish, Stormwater Outfall",0.872026011077607,0.3832,0.7359,"No"
"Commencement Bay, Milwaukee Waterway","Donkey Creek Delta",0.872926477016551,0.3827,0.736,"No"
"Everett Harbor","Suquamish, Stormwater Outfall",0.875945229104922,0.3811,0.7364,"No"
"Cap Sante","West Bay Park",0.872026011077607,0.3832,0.7364,"No"
"Aiston Preserve","Cap Sante",-0.870066402063949,0.3843,0.7374,"No"
"Friday Harbor","Locust Beach",0.869621502186389,0.3845,0.7374,"No"
"Commencement Bay, Milwaukee Waterway","Everett Harbor",0.868795258478848,0.385,0.7377,"No"
"Cap Sante","Kitsap St Boat Launch",0.866147184036634,0.3864,0.738,"No"
"Des Moines Marina","Lions Park",0.868106793050292,0.3853,0.738,"No"
"Friday Harbor","Purdy, Burley Lagoon",0.867555892917538,0.3856,0.738,"No"
"Locust Beach","Manchester, Stormwater Outfall",-0.866147184036634,0.3864,0.7385,"No"
"Discovery Bay","Mukilteo",0.864187575022977,0.3875,0.739,"No"
"Des Moines Marina","Rocky Point",-0.866147184036634,0.3864,0.739,"No"
"Manchester, Stormwater Outfall","Purdy, Burley Lagoon",0.864187575022977,0.3875,0.7395,"No"
"Elliott Bay, Harbor Island, Pier 17","N Avenue Park",-0.862227966009319,0.3886,0.7401,"No"
"Rich Passage","Salmon Beach",0.862227966009319,0.3886,0.7406,"No"
"Commencement Bay Skookum","Discovery Bay",-0.860268356995662,0.3896,0.7411,"No"
"Miller Creek","Suquamish, Stormwater Outfall",0.860268356995662,0.3896,0.7416,"No"
"Chimacum Creek delta","Elliott Bay, Harbor Island, Pier 17",-0.858308747982004,0.3907,0.7421,"No"
"Chuckanut, Clark's Point","Eastsound, Fishing Bay",0.856349138968346,0.3918,0.7422,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Raft Island Park",0.858308747982004,0.3907,0.7426,"No"
"Discovery Bay","Reach Island",0.856349138968346,0.3918,0.7427,"No"
"Elliot Bay Myrtle Edwards","Rocky Point",0.857227846573281,0.3913,0.7428,"No"
"Discovery Bay","Tulalip Reservation",0.856349138968346,0.3918,0.7432,"No"
"Mukilteo","Purdy, Dexters",-0.854389529954689,0.3929,0.7437,"No"
"Meyer's Point, Henderson Inlet","Minter Bay",0.852429920941031,0.394,0.7453,"No"
"Purdy, Dexters","Reach Island",0.846551093900059,0.3972,0.7458,"No"
"Commencement Bay, Milwaukee Waterway","Salmon Bay, Commodore Park",0.846073556521484,0.3975,0.7458,"No"
"Eastsound, Fishing Bay","Rocky Point",-0.846551093900059,0.3972,0.7463,"No"
"Commencement Bay Skookum","Maristone Island",-0.845062235768053,0.3981,0.7464,"No"
"North Camano","Skiff Point",-0.844591484886401,0.3983,0.7464,"No"
"Commencement Bay Skookum","Purdy, Dexters",-0.850470311927374,0.3951,0.7468,"No"
"Point Defiance Ferry","Raft Island Park",0.848510702913716,0.3962,0.7468,"No"
"Eld Inlet","Three Tree Point",-0.846551093900059,0.3972,0.7469,"No"
"Maristone Island","Mukilteo",0.849355524010736,0.3957,0.747,"No"
"Commencement Bay, Dick Gilmur Launch","Salmon Beach",0.848510702913716,0.3962,0.7473,"No"
"Purdy, Dexters","Tulalip Reservation",0.846551093900059,0.3972,0.7474,"No"
"Chuckanut, Clark's Point","Elliot Bay Myrtle Edwards",-0.846899800229025,0.3971,0.7475,"No"
"Arroyo Beach","Silverdale, Dyes Inlet",-0.849355524010736,0.3957,0.7475,"No"
"Elliot Bay Myrtle Edwards","Seattle Aquarium, Pier 59",-0.846899800229025,0.3971,0.748,"No"
"Cap Sante","Suquamish, Stormwater Outfall",0.840672266859086,0.4005,0.749,"No"
"Maristone Island","Reach Island",0.840768947525371,0.4005,0.7494,"No"
"Maristone Island","Tulalip Reservation",0.840768947525371,0.4005,0.7499,"No"
"Blair Waterway Two","Penn Cove Reference",-0.838712657845428,0.4016,0.75,"No"
"Broad Spit","Kopachuck State Park",-0.83878612906415,0.4016,0.7504,"No"
"Blair Waterway","Broad Spit",0.83697188365161,0.4026,0.7508,"No"
"Broad Spit","Edmonds Marina",-0.83697188365161,0.4026,0.7513,"No"
"Arroyo Beach","Friday Harbor",-0.834477790811685,0.404,0.7529,"No"
"Commencement Bay, Dick Gilmur Launch","Meyer's Point, Henderson Inlet",-0.832833830804456,0.4049,0.7532,"No"
"Chuckanut, Clark's Point","Mukilteo",0.832833830804456,0.4049,0.7537,"No"
"Silverdale, Dyes Inlet","West Bay Park",0.832833830804456,0.4049,0.7542,"No"
"Chuckanut, Clark's Point","Commencement Bay Skookum",0.828914612777141,0.4072,0.7547,"No"
"Aiston Preserve","Silverdale, Dyes Inlet",-0.830874221790798,0.406,0.7547,"No"
"Chambers Bay Park","Penn Cove Reference",-0.828914612777141,0.4072,0.7552,"No"
"Arroyo Beach","Manchester, Stormwater Outfall",-0.827889082797322,0.4077,0.7553,"No"
"Broad Spit ","Raft Island Park",0.826656829394283,0.4084,0.7556,"No"
"Des Moines Marina","Eld Inlet",-0.824995394749826,0.4094,0.7558,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Penn Cove Reference",0.828914612777141,0.4072,0.7558,"No"
"Kitsap St Boat Launch","Silverdale, Dyes Inlet",-0.826955003763483,0.4083,0.7558,"No"
"Manchester, Stormwater Outfall","N Avenue Park",-0.819116567708853,0.4127,0.756,"No"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",0.824178098271661,0.4098,0.7562,"No"
"Hood Canal Holly","N Avenue Park",-0.820733602392851,0.4118,0.7563,"No"
"Chuckanut, Clark's Point","Reach Island",0.824995394749826,0.4094,0.7563,"No"
"Minter Bay","Salmon Beach",0.828914612777141,0.4072,0.7563,"No"
"Elliott Bay, Harbor Island, Pier 17","Locust Beach",0.823035785736168,0.4105,0.7564,"No"
"Blair Waterway","Oak Bay County Park",-0.821076176722511,0.4116,0.7564,"No"
"Kopachuck State Park","Oak Bay County Park",-0.819116567708853,0.4127,0.7565,"No"
"Chuckanut, Clark's Point","Tulalip Reservation",0.824995394749826,0.4094,0.7568,"No"
"Edmonds Marina","Oak Bay County Park",-0.821076176722511,0.4116,0.7569,"No"
"Mukilteo","Rocky Point",-0.823035785736168,0.4105,0.7569,"No"
"Meyer's Point, Henderson Inlet","Rich Passage",0.819116567708853,0.4127,0.757,"No"
"Broad Spit","Thea Foss Waterway",-0.81764569661049,0.4136,0.757,"No"
"Blair Waterway","Chimacum Creek delta",0.81323774066788,0.4161,0.7571,"No"
"Aiston Preserve","Manchester, Stormwater Outfall",-0.811278131654223,0.4172,0.7572,"No"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Burley Lagoon",0.821076176722511,0.4116,0.7574,"No"
"Commencement Bay Skookum","Rocky Point",-0.819116567708853,0.4127,0.7575,"No"
"Chimacum Creek delta","Edmonds Marina",-0.81323774066788,0.4161,0.7576,"No"
"Chimacum Creek delta","Kopachuck State Park",-0.815197349681538,0.415,0.7576,"No"
"Aiston Preserve","Friday Harbor",-0.811784442658553,0.4169,0.7577,"No"
"Seattle Aquarium, Pier 59","Three Tree Point",0.811278131654223,0.4172,0.7577,"No"
"N Avenue Park","Tulalip Bay",0.812147025907485,0.4167,0.7578,"No"
"Penrose Point State Park","Salmon Beach",-0.821076176722511,0.4116,0.7579,"No"
"Discovery Bay","Elliot Bay Myrtle Edwards",-0.813850051927405,0.4157,0.758,"No"
"Reach Island","Rocky Point",-0.815197349681538,0.415,0.7581,"No"
"Manchester, Stormwater Outfall","West Bay Park",0.81323774066788,0.4161,0.7581,"No"
"Friday Harbor","Oak Bay County Park",-0.815915661196256,0.4145,0.7583,"No"
"Friday Harbor","West Bay Park",0.813850051927405,0.4157,0.7585,"No"
"Rocky Point","Tulalip Reservation",0.815197349681538,0.415,0.7586,"No"
"Kitsap St Boat Launch","Manchester, Stormwater Outfall",-0.807358913626908,0.4195,0.7588,"No"
"Gig Harbor Boat Launch","North Camano",-0.807358913626908,0.4195,0.7593,"No"
"Eastsound, Fishing Bay","Eld Inlet",-0.80539930461325,0.4206,0.7594,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Oak Bay County Park",0.807358913626908,0.4195,0.7598,"No"
"Meyer's Point, Henderson Inlet","Squaxin Island",0.80539930461325,0.4206,0.7599,"No"
"Madrona Pont","Salmon Beach",-0.807358913626908,0.4195,0.7603,"No"
"Rocky Point","Three Tree Point",-0.80539930461325,0.4206,0.7603,"No"
"Friday Harbor","Kitsap St Boat Launch",0.807653224120851,0.4193,0.7605,"No"
"Penn Cove Reference","Port Angeles Yacht Club",-0.80356044942212,0.4217,0.7608,"No"
"Maristone Island","Smith Cove, Terminal 91",-0.801413805300779,0.4229,0.762,"No"
"Silverdale, Dyes Inlet","Suquamish, Stormwater Outfall",0.801480086585935,0.4229,0.7625,"No"
"N Avenue Park","Silverdale, Dyes Inlet",0.799520477572278,0.424,0.7635,"No"
"Oak Bay County Park","Point Defiance Ferry",-0.79756086855862,0.4251,0.7651,"No"
"Chimacum Creek delta","Thea Foss Waterway",-0.794433324800202,0.4269,0.7658,"No"
"Elliot Bay Myrtle Edwards","Maple Hollow Park",-0.795259568507743,0.4265,0.766,"No"
"Lions Park","North Camano",-0.795601259544963,0.4263,0.7661,"No"
"Filucy Bay","Meyer's Point, Henderson Inlet",-0.793641650531305,0.4274,0.7662,"No"
"Broad Spit ","Oak Bay County Park",0.794433324800203,0.4269,0.7663,"No"
"Filucy Bay","Maristone Island",0.792827228815413,0.4279,0.7665,"No"
"Chuckanut, Clark's Point","Three Tree Point",-0.795601259544963,0.4263,0.7666,"No"
"Jamestown","N Avenue Park",-0.789249488613178,0.43,0.7698,"No"
"Meyer's Point, Henderson Inlet","Smith Cove, Terminal 91",0.785803214476675,0.432,0.7729,"No"
"Commencement Bay Skookum","Eld Inlet",-0.777964778422045,0.4366,0.7741,"No"
"Elliott Bay, Harbor Island, Pier 17","Oak Bay County Park",-0.776005169408387,0.4377,0.7742,"No"
"Penn Cove Reference","Penrose Point State Park",0.77404556039473,0.4389,0.7743,"No"
"Browns Point Lighthouse","Eagle Harbor Dr",-0.770126342367415,0.4412,0.7744,"No"
"Kingston Marina","Salmon Beach",-0.783843605463017,0.4331,0.7744,"No"
"Eld Inlet","Mukilteo",0.78188399644936,0.4343,0.7745,"No"
"Blair Waterway","Locust Beach",0.777964778422045,0.4366,0.7746,"No"
"Kopachuck State Park","Locust Beach",0.779924387435702,0.4354,0.7746,"No"
"Blair Waterway","Purdy, Burley Lagoon",0.776005169408387,0.4377,0.7747,"No"
"Arroyo Beach","Elliott Bay, Harbor Island, Pier 17",-0.780662912127812,0.435,0.7748,"No"
"Eld Inlet","Reach Island",0.77404556039473,0.4389,0.7748,"No"
"Edmonds Ferry","Meyer's Point, Henderson Inlet",0.770126342367415,0.4412,0.7749,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Salmon Beach",0.78188399644936,0.4343,0.775,"No"
"Elliot Bay Myrtle Edwards","South of Skunk Island",0.782865912894635,0.4337,0.775,"No"
"Maristone Island","Squaxin Island",-0.779947364087365,0.4354,0.775,"No"
"Edmonds Marina","Locust Beach",0.777964778422045,0.4366,0.7751,"No"
"Friday Harbor","Suquamish, Stormwater Outfall",0.780800303625784,0.4349,0.7751,"No"
"Edmonds Marina","Purdy, Burley Lagoon",0.776005169408387,0.4377,0.7752,"No"
"Purdy, Dexters","Three Tree Point",-0.77404556039473,0.4389,0.7753,"No"
"Brackenwood Lane","Penn Cove Reference",0.770126342367415,0.4412,0.7754,"No"
"Aiston Preserve","Elliott Bay, Harbor Island, Pier 17",-0.768166733353757,0.4424,0.7755,"No"
"Manchester, Stormwater Outfall","Suquamish, Stormwater Outfall",0.78188399644936,0.4343,0.7755,"No"
"Brackenwood Lane","Commencement Bay, Milwaukee Waterway",-0.767580404305136,0.4427,0.7756,"No"
"Kopachuck State Park","Purdy, Burley Lagoon",0.777964778422045,0.4366,0.7756,"No"
"Shilshole Bay","Williams Olson Park",-0.776005169408387,0.4377,0.7757,"No"
"Des Moines Marina","Skiff Point",-0.772085951381072,0.4401,0.7758,"No"
"Eld Inlet","Tulalip Reservation",0.77404556039473,0.4389,0.7758,"No"
"Blair Waterway","Raft Island Park",-0.770126342367415,0.4412,0.7759,"No"
"Kopachuck State Park","Raft Island Park",-0.768166733353757,0.4424,0.776,"No"
"Skiff Point","Smith Cove, Terminal 91",-0.777964778422045,0.4366,0.7761,"No"
"Edmonds Marina","Raft Island Park",-0.770126342367415,0.4412,0.7764,"No"
"Filucy Bay","Skiff Point",0.770126342367415,0.4412,0.7769,"No"
"Elliott Bay, Harbor Island, Pier 17","West Bay Park",0.770126342367415,0.4412,0.7774,"No"
"Elliott Bay, Harbor Island, Pier 17","Kitsap St Boat Launch",0.764247515326442,0.4447,0.7776,"No"
"Maristone Island","Rich Passage",-0.764920855237975,0.4443,0.7779,"No"
"Discovery Bay","Three Tree Point",-0.764247515326442,0.4447,0.7781,"No"
"Friday Harbor","Raft Island Park",-0.762209820206122,0.4459,0.7788,"No"
"Maple Hollow Park","Three Tree Point",0.762287906312784,0.4459,0.7792,"No"
"Cap Sante","N Avenue Park",-0.760328297299127,0.4471,0.7798,"No"
"Madrona Pont","Penn Cove Reference",-0.760328297299127,0.4471,0.7802,"No"
"Skiff Point","Squaxin Island",-0.758368688285469,0.4482,0.7813,"No"
"Locust Beach","Thea Foss Waterway",-0.757252357960879,0.4489,0.782,"No"
"Purdy, Burley Lagoon","Thea Foss Waterway",-0.755186748692028,0.4501,0.7836,"No"
"Port Angeles Yacht Club","Salmon Beach",0.752040990509927,0.452,0.7859,"No"
"Eastsound, Fishing Bay","Skiff Point",-0.752489861244497,0.4518,0.786,"No"
"Gig Harbor Boat Launch","Kingston Marina",-0.750530252230839,0.4529,0.787,"No"
"Commencement Bay, Dick Gilmur Launch","Maristone Island",0.749894346388586,0.4533,0.7872,"No"
"Elliot Bay Myrtle Edwards","Williams Olson Park",0.747750555324164,0.4546,0.789,"No"
"Rich Passage","Skiff Point",0.744651425189866,0.4565,0.7917,"No"
"Jamestown","Penn Cove Reference",0.743454414024561,0.4572,0.7925,"No"
"Shilshole Bay","South of Skunk Island",-0.742691816176209,0.4577,0.7928,"No"
"Miller Creek","N Avenue Park",-0.740732207162551,0.4589,0.7943,"No"
"Broad Spit ","N Avenue Park",0.739901240102529,0.4594,0.7947,"No"
"Kingston Marina","Lions Park",0.738772598148894,0.46,0.7949,"No"
"Elliott Bay, Harbor Island, Pier 17","Suquamish, Stormwater Outfall",0.738772598148894,0.46,0.7954,"No"
"Kingston Marina","Penn Cove Reference",-0.736812989135236,0.4612,0.7965,"No"
"Aiston Preserve","Kopachuck State Park",-0.725055335053291,0.4684,0.7975,"No"
"Everett Harbor","N Avenue Park",-0.725055335053291,0.4684,0.7979,"No"
"Aiston Preserve","Blair Waterway",-0.723095726039633,0.4696,0.798,"No"
"South of Skunk Island","Three Tree Point",-0.734853380121579,0.4624,0.798,"No"
"Kitsap St Boat Launch","Kopachuck State Park",-0.721136117025976,0.4708,0.7981,"No"
"Penn Cove Reference","Tulalip Bay",-0.720556876730254,0.4712,0.7982,"No"
"Elliott Bay, Harbor Island, Pier 17","Raft Island Park",-0.725055335053291,0.4684,0.7984,"No"
"Aiston Preserve","Edmonds Marina",-0.723095726039633,0.4696,0.7985,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",0.721136117025976,0.4708,0.7986,"No"
"Blair Waterway","Kitsap St Boat Launch",0.719176508012318,0.472,0.7987,"No"
"Commencement Bay Skookum","Skiff Point",-0.725055335053291,0.4684,0.7989,"No"
"Arroyo Beach","Kopachuck State Park",-0.733436741458302,0.4633,0.799,"No"
"Brackenwood Lane","Salmon Beach",0.723095726039633,0.4696,0.799,"No"
"Manchester, Stormwater Outfall","Oak Bay County Park",-0.732893771107921,0.4636,0.7991,"No"
"Reach Island","Skiff Point",-0.721136117025976,0.4708,0.7991,"No"
"Edmonds Marina","Kitsap St Boat Launch",0.719176508012318,0.472,0.7992,"No"
"Eld Inlet","Filucy Bay",-0.717216898998661,0.4732,0.7993,"No"
"Eld Inlet","Smith Cove, Terminal 91",-0.725055335053291,0.4684,0.7994,"No"
"Hood Canal Holly","Oak Bay County Park",-0.72628126105383,0.4677,0.7996,"No"
"Skiff Point","Tulalip Reservation",0.721136117025976,0.4708,0.7996,"No"
"Commencement Bay, Dick Gilmur Launch","Skiff Point",0.730934162094264,0.4648,0.7997,"No"
"Arroyo Beach","Blair Waterway",-0.73129009733696,0.4646,0.7998,"No"
"Gig Harbor Boat Launch","Madrona Pont",-0.727014944066949,0.4672,0.7998,"No"
"Oak Bay County Park","Tulalip Bay",0.717694684568465,0.4729,0.7998,"No"
"Broad Spit","Williams Olson Park",-0.717231686423996,0.4732,0.7998,"No"
"Blair Waterway","West Bay Park",0.725055335053291,0.4684,0.7999,"No"
"Elliot Bay Myrtle Edwards","Thea Foss Waterway",0.715112854901884,0.4745,0.8,"No"
"Arroyo Beach","Blair Waterway Two",0.726281261053831,0.4677,0.8001,"No"
"Donkey Creek Delta","N Avenue Park",-0.728974553080606,0.466,0.8002,"No"
"Arroyo Beach","Edmonds Marina",-0.73129009733696,0.4646,0.8003,"No"
"Maristone Island","Minter Bay",-0.728427905175172,0.4664,0.8003,"No"
"Browns Point Lighthouse","Raft Island Park",0.727014944066949,0.4672,0.8003,"No"
"Lions Park","Madrona Pont",-0.715257289985003,0.4745,0.8004,"No"
"Edmonds Marina","West Bay Park",0.725055335053291,0.4684,0.8004,"No"
"Arroyo Beach","Chambers Bay Park",0.715548040447124,0.4743,0.8005,"No"
"Gig Harbor Boat Launch","Penrose Point State Park",-0.713297680971346,0.4757,0.8005,"No"
"Mukilteo","Skiff Point",-0.728974553080606,0.466,0.8007,"No"
"North Camano","Salmon Beach",-0.727014944066949,0.4672,0.8008,"No"
"Discovery Bay","Shilshole Bay",0.713297680971346,0.4757,0.8009,"No"
"N Avenue Park","Point Defiance Ferry",-0.711338071957688,0.4769,0.801,"No"
"N Avenue Park","Port Angeles Yacht Club",0.729143453215619,0.4659,0.8011,"No"
"Kopachuck State Park","West Bay Park",0.727014944066949,0.4672,0.8013,"No"
"Hood Canal Holly","Penn Cove Reference",0.711970300244888,0.4765,0.8014,"No"
"Oak Bay County Park","Silverdale, Dyes Inlet",0.713297680971346,0.4757,0.8014,"No"
"Minter Bay","Skiff Point",0.711338071957688,0.4769,0.8015,"No"
"Arroyo Beach","Thea Foss Waterway",-0.709992621286578,0.4777,0.802,"No"
"Eld Inlet","Squaxin Island",-0.705459244916716,0.4805,0.8057,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay, Milwaukee Waterway",-0.705612126239597,0.4804,0.806,"No"
"N Avenue Park","Salmon Bay, Commodore Park",0.703499635903058,0.4817,0.8068,"No"
"Purdy, Dexters","Shilshole Bay",0.703499635903058,0.4817,0.8073,"No"
"Thea Foss Waterway","West Bay Park",0.701480907701895,0.483,0.8074,"No"
"Lions Park","Penrose Point State Park",-0.7015400268894,0.483,0.8079,"No"
"Three Tree Point","Williams Olson Park",0.7015400268894,0.483,0.8083,"No"
"Aiston Preserve","Thea Foss Waterway",-0.699415298433043,0.4843,0.8091,"No"
"Kitsap St Boat Launch","Thea Foss Waterway",-0.695284079895341,0.4869,0.8119,"No"
"Jamestown","Oak Bay County Park",-0.694797147274157,0.4872,0.812,"No"
"Penn Cove Reference","Salmon Bay, Commodore Park",-0.695661199848428,0.4866,0.812,"No"
"Blair Waterway","Suquamish, Stormwater Outfall",0.69370159083477,0.4879,0.8121,"No"
"Kopachuck State Park","Suquamish, Stormwater Outfall",0.695661199848428,0.4866,0.8125,"No"
"Edmonds Marina","Suquamish, Stormwater Outfall",0.69370159083477,0.4879,0.8126,"No"
"Eld Inlet","Rich Passage",-0.691741981821113,0.4891,0.8127,"No"
"Broad Spit ","Commencement Bay, Milwaukee Waterway",0.691153478694263,0.4895,0.8129,"No"
"Jamestown","Salmon Beach",0.691934955112369,0.489,0.813,"No"
"Elliot Bay Myrtle Edwards","Meyer's Point, Henderson Inlet",-0.691979105065179,0.489,0.8135,"No"
"Broad Spit","South of Skunk Island",-0.686389514410822,0.4925,0.8173,"No"
"Rocky Point","Smith Cove, Terminal 91",-0.683903545766483,0.494,0.8185,"No"
"Chimacum Creek delta","Williams Olson Park",-0.683903545766483,0.494,0.819,"No"
"Maristone Island","Shilshole Bay",0.68406392666745,0.4939,0.8193,"No"
"Manchester, Stormwater Outfall","Raft Island Park",-0.681943936752825,0.4953,0.8196,"No"
