"Grouping_Variable","Metric","Analyte","Spearman_Rho","P_Value"
"pah_group","ci_pollution","a116",0.166666666666667,0.703323412698413
"pah_group","ci_pollution","a117",-0.261904761904762,0.53640873015873
"pah_group","ci_pollution","a118",-0.0952380952380952,0.840128968253968
"pah_group","ci_pollution","a119",-0.0476190476190476,0.934871031746032
"pah_group","ci_pollution","a120",-0.30952380952381,0.461805555555556
"pah_group","ci_pollution","a121",0.0476190476190476,0.934871031746032
"pah_group","ci_pollution","a122",0.0476190476190476,0.934871031746032
"pah_group","ci_pollution","a123",-0.0238095238095238,0.976785714285714
"pah_group","ci_pollution","a124",-0.0952380952380952,0.840128968253968
"pah_group","ci_pollution","a125",-0.0476190476190476,0.934871031746032
"pah_group","ci_pollution","a126",-0.333333333333333,0.427876984126984
"pah_group","ci_pollution","a127",-0.0952380952380952,0.840128968253968
"pah_group","ci_pollution","a128",-0.261904761904762,0.53640873015873
"pah_group","ci_pollution","a129",-0.119047619047619,0.793005952380952
"pah_group","ci_pollution","a130",-0.142857142857143,0.75203373015873
"pah_group","ci_pollution","a131",-0.0952380952380952,0.840128968253968
"pah_group","shell_thickness","a1",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a2",0.428571428571429,0.299206349206349
"pah_group","shell_thickness","a3",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a4",0.690476190476191,0.0693948412698413
"pah_group","shell_thickness","a5",0.761904761904762,0.0367559523809524
"pah_group","shell_thickness","a6",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a7",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a8",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a9",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a10",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a11",0.357142857142857,0.389384920634921
"pah_group","shell_thickness","a12",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a13",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a14",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a15",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a16",0.404761904761905,0.326835317460317
"pah_group","shell_thickness","a17",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a18",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a19",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a20",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a21",0.30952380952381,0.461805555555556
"pah_group","shell_thickness","a22",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a23",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a24",0.30952380952381,0.461805555555556
"pah_group","shell_thickness","a25",0.30952380952381,0.461805555555556
"pah_group","shell_thickness","a26",0.357142857142857,0.389384920634921
"pah_group","shell_thickness","a27",0.119047619047619,0.793005952380952
"pah_group","shell_thickness","a28",0.404761904761905,0.326835317460317
"pah_group","shell_thickness","a29",0.333333333333333,0.427876984126984
"pah_group","shell_thickness","a30",0.119047619047619,0.793005952380952
"pah_group","shell_thickness","a31",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a32",0.333333333333333,0.427876984126984
"pah_group","shell_thickness","a33",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a34",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a35",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a36",0.19047619047619,0.664583333333333
"pah_group","shell_thickness","a37",0.30952380952381,0.461805555555556
"pah_group","shell_thickness","a38",0.119047619047619,0.793005952380952
"pah_group","shell_thickness","a39",0.0952380952380952,0.840128968253968
"pah_group","shell_thickness","a40",0.0238095238095238,0.976785714285714
"pah_group","shell_thickness","a41",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a42",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a43",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a44",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a45",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a46",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a47",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a48",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a49",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a50",0.523809523809524,0.196626984126984
"pah_group","shell_thickness","a51",0.666666666666667,0.0830853174603175
"pah_group","shell_thickness","a52",0.928571428571429,0.00223214285714286
"pah_group","shell_thickness","a53",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a54",0.404761904761905,0.326835317460317
"pah_group","shell_thickness","a55",0.547619047619048,0.170982142857143
"pah_group","shell_thickness","a56",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a57",0.595238095238095,0.132291666666667
"pah_group","shell_thickness","a58",0.428571428571429,0.299206349206349
"pah_group","shell_thickness","a59",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a60",0.476190476190476,0.243055555555556
"pah_group","shell_thickness","a61",0.476190476190476,0.243055555555556
"pah_group","shell_thickness","a62",0.523809523809524,0.196626984126984
"pah_group","shell_thickness","a63",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a64",0.452380952380952,0.267460317460317
"pah_group","shell_thickness","a65",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a66",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a67",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a68",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a69",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a70",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a71",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a72",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a73",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a74",0.761904761904762,0.0367559523809524
"pah_group","shell_thickness","a75",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a76",0.547619047619048,0.170982142857143
"pah_group","shell_thickness","a77",0.571428571428572,0.151140873015873
"pah_group","shell_thickness","a78",0.142857142857143,0.75203373015873
"pah_group","shell_thickness","a80",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a81",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a82",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a83",0.666666666666667,0.0830853174603175
"pah_group","shell_thickness","a84",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a85",0.666666666666667,0.0830853174603175
"pah_group","shell_thickness","a86",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a87",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a88",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a89",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a90",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a91",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a92",0.833333333333333,0.0153769841269841
"pah_group","shell_thickness","a93",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a94",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a95",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a96",0.857142857142857,0.0107142857142857
"pah_group","shell_thickness","a97",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a98",0.666666666666667,0.0830853174603175
"pah_group","shell_thickness","a99",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a100",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a101",0.666666666666667,0.0830853174603175
"pah_group","shell_thickness","a102",0.690476190476191,0.0693948412698413
"pah_group","shell_thickness","a103",0.857142857142857,0.0107142857142857
"pah_group","shell_thickness","a104",0.642857142857143,0.0961805555555556
"pah_group","shell_thickness","a105",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a106",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a107",0.380952380952381,0.359871031746032
"pah_group","shell_thickness","a108",0.595238095238095,0.132291666666667
"pah_group","shell_thickness","a109",0.904761904761905,0.00456349206349206
"pah_group","shell_thickness","a110",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a111",0.690476190476191,0.0693948412698413
"pah_group","shell_thickness","a112",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a113",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a114",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a115",0.547619047619048,0.170982142857143
"pah_group","shell_thickness","a116",0.690476190476191,0.0693948412698413
"pah_group","shell_thickness","a117",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a118",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a119",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a120",0.880952380952381,0.00724206349206349
"pah_group","shell_thickness","a121",0.476190476190476,0.243055555555556
"pah_group","shell_thickness","a122",0.619047619047619,0.114980158730159
"pah_group","shell_thickness","a123",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a124",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a125",0.476190476190476,0.243055555555556
"pah_group","shell_thickness","a126",0.761904761904762,0.0367559523809524
"pah_group","shell_thickness","a127",0.80952380952381,0.0217757936507936
"pah_group","shell_thickness","a128",0.738095238095238,0.0458333333333333
"pah_group","shell_thickness","a129",0.785714285714286,0.0279265873015873
"pah_group","shell_thickness","a130",0.714285714285714,0.0575892857142857
"pah_group","shell_thickness","a131",-0.523809523809524,0.196626984126984
"pcb_group","p450","a1",-0.261904761904762,0.53640873015873
"pcb_group","p450","a2",0.19047619047619,0.664583333333333
"pcb_group","p450","a3",0.5,0.216170634920635
"pcb_group","p450","a4",0.238095238095238,0.582142857142857
"pcb_group","p450","a5",0.452380952380952,0.267460317460317
"pcb_group","p450","a6",0.5,0.216170634920635
"pcb_group","p450","a7",0.5,0.216170634920635
"pcb_group","p450","a8",0.5,0.216170634920635
"pcb_group","p450","a9",0.428571428571429,0.299206349206349
"pcb_group","p450","a10",0.404761904761905,0.326835317460317
"pcb_group","p450","a11",-0.0238095238095238,0.976785714285714
"pcb_group","p450","a12",0.5,0.216170634920635
"pcb_group","p450","a13",0.5,0.216170634920635
"pcb_group","p450","a14",0.5,0.216170634920635
"pcb_group","p450","a15",-0.0238095238095238,0.976785714285714
"pcb_group","p450","a16",0.261904761904762,0.53640873015873
"pcb_group","p450","a17",0.5,0.216170634920635
"pcb_group","p450","a18",0.5,0.216170634920635
"pcb_group","p450","a19",0.5,0.216170634920635
"pcb_group","p450","a20",0.428571428571429,0.299206349206349
"pcb_group","p450","a21",-0.357142857142857,0.389384920634921
"pcb_group","p450","a22",-0.357142857142857,0.389384920634921
"pcb_group","p450","a23",0.5,0.216170634920635
"pcb_group","p450","a24",-0.357142857142857,0.389384920634921
"pcb_group","p450","a25",-0.357142857142857,0.389384920634921
"pcb_group","p450","a26",-0.357142857142857,0.389384920634921
"pcb_group","p450","a27",-0.357142857142857,0.389384920634921
"pcb_group","p450","a28",-0.357142857142857,0.389384920634921
"pcb_group","p450","a29",-0.380952380952381,0.359871031746032
"pcb_group","p450","a30",-0.357142857142857,0.389384920634921
"pcb_group","p450","a31",0.5,0.216170634920635
"pcb_group","p450","a32",0.19047619047619,0.664583333333333
"pcb_group","p450","a33",0.19047619047619,0.664583333333333
"pcb_group","p450","a34",0.5,0.216170634920635
"pcb_group","p450","a35",0.5,0.216170634920635
"pcb_group","p450","a36",-0.238095238095238,0.582142857142857
"pcb_group","p450","a37",-0.0238095238095238,0.976785714285714
"pcb_group","p450","a38",-0.357142857142857,0.389384920634921
"pcb_group","p450","a39",-0.238095238095238,0.582142857142857
"pcb_group","p450","a40",-0.357142857142857,0.389384920634921
"pcb_group","p450","a41",0.5,0.216170634920635
"pcb_group","p450","a42",0.5,0.216170634920635
"pcb_group","p450","a43",0.5,0.216170634920635
"pcb_group","p450","a44",0.5,0.216170634920635
"pcb_group","p450","a45",0.5,0.216170634920635
"pcb_group","p450","a46",0.5,0.216170634920635
"pcb_group","p450","a47",0.5,0.216170634920635
"pcb_group","p450","a48",0.5,0.216170634920635
"pcb_group","p450","a49",0.5,0.216170634920635
"pcb_group","p450","a50",-0.30952380952381,0.461805555555556
"pcb_group","p450","a51",-0.30952380952381,0.461805555555556
"pcb_group","p450","a52",-0.261904761904762,0.53640873015873
"pcb_group","p450","a53",-0.357142857142857,0.389384920634921
"pcb_group","p450","a54",-0.380952380952381,0.359871031746032
"pcb_group","p450","a55",-0.357142857142857,0.389384920634921
"pcb_group","p450","a56",-0.357142857142857,0.389384920634921
"pcb_group","p450","a57",-0.357142857142857,0.389384920634921
"pcb_group","p450","a58",0.142857142857143,0.75203373015873
"pcb_group","p450","a59",0.5,0.216170634920635
"pcb_group","p450","a60",-0.357142857142857,0.389384920634921
"pcb_group","p450","a61",-0.357142857142857,0.389384920634921
"pcb_group","p450","a62",-0.357142857142857,0.389384920634921
"pcb_group","p450","a63",0.5,0.216170634920635
"pcb_group","p450","a64",-0.19047619047619,0.664583333333333
"pcb_group","p450","a65",0.5,0.216170634920635
"pcb_group","p450","a66",0.5,0.216170634920635
"pcb_group","p450","a67",0.5,0.216170634920635
"pcb_group","p450","a68",0.5,0.216170634920635
"pcb_group","p450","a69",0.214285714285714,0.619097222222222
"pcb_group","p450","a70",0.404761904761905,0.326835317460317
"pcb_group","p450","a71",0.5,0.216170634920635
"pcb_group","p450","a72",-0.30952380952381,0.461805555555556
"pcb_group","p450","a73",0.404761904761905,0.326835317460317
"pcb_group","p450","a74",0.452380952380952,0.267460317460317
"pcb_group","p450","a75",0.5,0.216170634920635
"pcb_group","p450","a76",-0.428571428571429,0.299206349206349
"pcb_group","p450","a77",-0.214285714285714,0.619097222222222
"pcb_group","p450","a78",-0.476190476190476,0.243055555555556
"pcb_group","p450","a80",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a81",0.380952380952381,0.359871031746032
"pcb_group","p450","a82",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a83",-0.214285714285714,0.619097222222222
"pcb_group","p450","a84",-0.214285714285714,0.619097222222222
"pcb_group","p450","a85",-0.214285714285714,0.619097222222222
"pcb_group","p450","a86",-0.214285714285714,0.619097222222222
"pcb_group","p450","a87",-0.214285714285714,0.619097222222222
"pcb_group","p450","a88",-0.333333333333333,0.427876984126984
"pcb_group","p450","a89",-0.238095238095238,0.582142857142857
"pcb_group","p450","a90",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a91",-0.214285714285714,0.619097222222222
"pcb_group","p450","a92",0.0238095238095238,0.976785714285714
"pcb_group","p450","a93",-0.285714285714286,0.500793650793651
"pcb_group","p450","a94",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a95",-0.357142857142857,0.389384920634921
"pcb_group","p450","a96",-0.357142857142857,0.389384920634921
"pcb_group","p450","a97",-0.214285714285714,0.619097222222222
"pcb_group","p450","a98",-0.238095238095238,0.582142857142857
"pcb_group","p450","a99",-0.19047619047619,0.664583333333333
"pcb_group","p450","a100",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a101",-0.30952380952381,0.461805555555556
"pcb_group","p450","a102",-0.428571428571429,0.299206349206349
"pcb_group","p450","a103",-0.333333333333333,0.427876984126984
"pcb_group","p450","a104",-0.238095238095238,0.582142857142857
"pcb_group","p450","a105",0.0476190476190476,0.934871031746032
"pcb_group","p450","a106",-0.30952380952381,0.461805555555556
"pcb_group","p450","a107",-0.571428571428572,0.151140873015873
"pcb_group","p450","a108",-0.476190476190476,0.243055555555556
"pcb_group","p450","a109",-0.261904761904762,0.53640873015873
"pcb_group","p450","a110",0.0476190476190476,0.934871031746032
"pcb_group","p450","a111",-0.428571428571429,0.299206349206349
"pcb_group","p450","a112",-0.214285714285714,0.619097222222222
"pcb_group","p450","a113",0.214285714285714,0.619097222222222
"pcb_group","p450","a114",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a115",0,1
"pcb_group","p450","a116",-0.428571428571429,0.299206349206349
"pcb_group","p450","a117",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a118",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a119",-0.214285714285714,0.619097222222222
"pcb_group","p450","a120",0.19047619047619,0.664583333333333
"pcb_group","p450","a121",-0.285714285714286,0.500793650793651
"pcb_group","p450","a122",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a123",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a124",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a125",-0.404761904761905,0.326835317460317
"pcb_group","p450","a126",-0.285714285714286,0.500793650793651
"pcb_group","p450","a127",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a128",-0.0476190476190476,0.934871031746032
"pcb_group","p450","a129",-0.0714285714285714,0.881994047619048
"pcb_group","p450","a130",0.238095238095238,0.582142857142857
"pcb_group","p450","a131",-0.0952380952380952,0.840128968253968
"pcb_group","sod","a1",0.785714285714286,0.0279265873015873
"pcb_group","sod","a2",-0.0238095238095238,0.976785714285714
"pcb_group","sod","a3",-0.238095238095238,0.582142857142857
"pcb_group","sod","a4",0.595238095238095,0.132291666666667
"pcb_group","sod","a5",0.30952380952381,0.461805555555556
"pcb_group","sod","a6",-0.238095238095238,0.582142857142857
"pcb_group","sod","a7",-0.238095238095238,0.582142857142857
"pcb_group","sod","a8",-0.238095238095238,0.582142857142857
"pcb_group","sod","a9",-0.285714285714286,0.500793650793651
"pcb_group","sod","a10",-0.30952380952381,0.461805555555556
"pcb_group","sod","a11",0.761904761904762,0.0367559523809524
"pcb_group","sod","a12",-0.238095238095238,0.582142857142857
"pcb_group","sod","a13",-0.238095238095238,0.582142857142857
"pcb_group","sod","a14",-0.238095238095238,0.582142857142857
"pcb_group","sod","a15",0.761904761904762,0.0367559523809524
"pcb_group","sod","a16",0.547619047619048,0.170982142857143
"pcb_group","sod","a17",-0.238095238095238,0.582142857142857
"pcb_group","sod","a18",-0.238095238095238,0.582142857142857
"pcb_group","sod","a19",-0.238095238095238,0.582142857142857
"pcb_group","sod","a20",-0.285714285714286,0.500793650793651
"pcb_group","sod","a21",0.642857142857143,0.0961805555555556
"pcb_group","sod","a22",0.642857142857143,0.0961805555555556
"pcb_group","sod","a23",-0.238095238095238,0.582142857142857
"pcb_group","sod","a24",0.642857142857143,0.0961805555555556
"pcb_group","sod","a25",0.642857142857143,0.0961805555555556
"pcb_group","sod","a26",0.452380952380952,0.267460317460317
"pcb_group","sod","a27",0.642857142857143,0.0961805555555556
"pcb_group","sod","a28",0.642857142857143,0.0961805555555556
"pcb_group","sod","a29",0.619047619047619,0.114980158730159
"pcb_group","sod","a30",0.642857142857143,0.0961805555555556
"pcb_group","sod","a31",-0.238095238095238,0.582142857142857
"pcb_group","sod","a32",-0.0238095238095238,0.976785714285714
"pcb_group","sod","a33",0.333333333333333,0.427876984126984
"pcb_group","sod","a34",-0.238095238095238,0.582142857142857
"pcb_group","sod","a35",-0.238095238095238,0.582142857142857
"pcb_group","sod","a36",0.19047619047619,0.664583333333333
"pcb_group","sod","a37",0.738095238095238,0.0458333333333333
"pcb_group","sod","a38",0.642857142857143,0.0961805555555556
"pcb_group","sod","a39",0.19047619047619,0.664583333333333
"pcb_group","sod","a40",0.642857142857143,0.0961805555555556
"pcb_group","sod","a41",-0.238095238095238,0.582142857142857
"pcb_group","sod","a42",-0.238095238095238,0.582142857142857
"pcb_group","sod","a43",-0.238095238095238,0.582142857142857
"pcb_group","sod","a44",-0.238095238095238,0.582142857142857
"pcb_group","sod","a45",-0.238095238095238,0.582142857142857
"pcb_group","sod","a46",-0.238095238095238,0.582142857142857
"pcb_group","sod","a47",-0.238095238095238,0.582142857142857
"pcb_group","sod","a48",-0.238095238095238,0.582142857142857
"pcb_group","sod","a49",-0.238095238095238,0.582142857142857
"pcb_group","sod","a50",0.690476190476191,0.0693948412698413
"pcb_group","sod","a51",0.690476190476191,0.0693948412698413
"pcb_group","sod","a52",0.690476190476191,0.0693948412698413
"pcb_group","sod","a53",0.642857142857143,0.0961805555555556
"pcb_group","sod","a54",0.619047619047619,0.114980158730159
"pcb_group","sod","a55",0.642857142857143,0.0961805555555556
"pcb_group","sod","a56",0.642857142857143,0.0961805555555556
"pcb_group","sod","a57",0.642857142857143,0.0961805555555556
"pcb_group","sod","a58",0.476190476190476,0.243055555555556
"pcb_group","sod","a59",-0.238095238095238,0.582142857142857
"pcb_group","sod","a60",0.642857142857143,0.0961805555555556
"pcb_group","sod","a61",0.642857142857143,0.0961805555555556
"pcb_group","sod","a62",0.642857142857143,0.0961805555555556
"pcb_group","sod","a63",-0.238095238095238,0.582142857142857
"pcb_group","sod","a64",0.785714285714286,0.0279265873015873
"pcb_group","sod","a65",-0.238095238095238,0.582142857142857
"pcb_group","sod","a66",-0.238095238095238,0.582142857142857
"pcb_group","sod","a67",-0.238095238095238,0.582142857142857
"pcb_group","sod","a68",-0.238095238095238,0.582142857142857
"pcb_group","sod","a69",-0.0476190476190476,0.934871031746032
"pcb_group","sod","a70",-0.30952380952381,0.461805555555556
"pcb_group","sod","a71",-0.238095238095238,0.582142857142857
"pcb_group","sod","a72",0.690476190476191,0.0693948412698413
"pcb_group","sod","a73",-0.30952380952381,0.461805555555556
"pcb_group","sod","a74",0.30952380952381,0.461805555555556
"pcb_group","sod","a75",-0.238095238095238,0.582142857142857
"pcb_group","sod","a76",0.738095238095238,0.0458333333333333
"pcb_group","sod","a77",0.761904761904762,0.0367559523809524
"pcb_group","sod","a78",0.904761904761905,0.00456349206349206
"pcb_group","sod","a80",0.523809523809524,0.196626984126984
"pcb_group","sod","a81",-0.404761904761905,0.326835317460317
"pcb_group","sod","a82",0.357142857142857,0.389384920634921
"pcb_group","sod","a83",0.404761904761905,0.326835317460317
"pcb_group","sod","a84",0.404761904761905,0.326835317460317
"pcb_group","sod","a85",0.404761904761905,0.326835317460317
"pcb_group","sod","a86",0.404761904761905,0.326835317460317
"pcb_group","sod","a87",0.404761904761905,0.326835317460317
"pcb_group","sod","a88",0.476190476190476,0.243055555555556
"pcb_group","sod","a89",0.571428571428572,0.151140873015873
"pcb_group","sod","a90",0.119047619047619,0.793005952380952
"pcb_group","sod","a91",0.404761904761905,0.326835317460317
"pcb_group","sod","a92",0.595238095238095,0.132291666666667
"pcb_group","sod","a93",0.380952380952381,0.359871031746032
"pcb_group","sod","a94",0.357142857142857,0.389384920634921
"pcb_group","sod","a95",0.642857142857143,0.0961805555555556
"pcb_group","sod","a96",0.619047619047619,0.114980158730159
"pcb_group","sod","a97",0.404761904761905,0.326835317460317
"pcb_group","sod","a98",0.571428571428572,0.151140873015873
"pcb_group","sod","a99",0.714285714285714,0.0575892857142857
"pcb_group","sod","a100",0.523809523809524,0.196626984126984
"pcb_group","sod","a101",0.690476190476191,0.0693948412698413
"pcb_group","sod","a102",0.738095238095238,0.0458333333333333
"pcb_group","sod","a103",0.476190476190476,0.243055555555556
"pcb_group","sod","a104",0.571428571428572,0.151140873015873
"pcb_group","sod","a105",0.619047619047619,0.114980158730159
"pcb_group","sod","a106",0.690476190476191,0.0693948412698413
"pcb_group","sod","a107",0.166666666666667,0.703323412698413
"pcb_group","sod","a108",0.690476190476191,0.0693948412698413
"pcb_group","sod","a109",0.357142857142857,0.389384920634921
"pcb_group","sod","a110",0.619047619047619,0.114980158730159
"pcb_group","sod","a111",0.738095238095238,0.0458333333333333
"pcb_group","sod","a112",0.404761904761905,0.326835317460317
"pcb_group","sod","a113",-0.0714285714285714,0.881994047619048
"pcb_group","sod","a114",0.119047619047619,0.793005952380952
"pcb_group","sod","a115",0.0476190476190476,0.934871031746032
"pcb_group","sod","a116",0.738095238095238,0.0458333333333333
"pcb_group","sod","a117",0.357142857142857,0.389384920634921
"pcb_group","sod","a118",0.357142857142857,0.389384920634921
"pcb_group","sod","a119",0.214285714285714,0.619097222222222
"pcb_group","sod","a120",-0.0476190476190476,0.934871031746032
"pcb_group","sod","a121",0.380952380952381,0.359871031746032
"pcb_group","sod","a122",0.523809523809524,0.196626984126984
"pcb_group","sod","a123",0.357142857142857,0.389384920634921
"pcb_group","sod","a124",0.523809523809524,0.196626984126984
"pcb_group","sod","a125",0.666666666666667,0.0830853174603175
"pcb_group","sod","a126",0.119047619047619,0.793005952380952
"pcb_group","sod","a127",0.357142857142857,0.389384920634921
"pcb_group","sod","a128",0.357142857142857,0.389384920634921
"pcb_group","sod","a129",0.452380952380952,0.267460317460317
"pcb_group","sod","a130",-0.0476190476190476,0.934871031746032
"pcb_group","sod","a131",0.261904761904762,0.53640873015873
"pcb_group","ci_wet_volume","a1",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a2",0.166666666666667,0.703323412698413
"pcb_group","ci_wet_volume","a3",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a4",-0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a5",-0.0238095238095238,0.976785714285714
"pcb_group","ci_wet_volume","a6",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a7",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a8",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a9",0.285714285714286,0.500793650793651
"pcb_group","ci_wet_volume","a10",0.238095238095238,0.582142857142857
"pcb_group","ci_wet_volume","a11",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a12",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a13",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a14",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a15",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a16",-0.0476190476190476,0.934871031746032
"pcb_group","ci_wet_volume","a17",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a18",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a19",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a20",0.285714285714286,0.500793650793651
"pcb_group","ci_wet_volume","a21",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a22",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a23",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a24",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a25",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a26",0.19047619047619,0.664583333333333
"pcb_group","ci_wet_volume","a27",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a28",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a29",0.166666666666667,0.703323412698413
"pcb_group","ci_wet_volume","a30",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a31",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a32",0.166666666666667,0.703323412698413
"pcb_group","ci_wet_volume","a33",-0.119047619047619,0.793005952380952
"pcb_group","ci_wet_volume","a34",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a35",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a36",0.380952380952381,0.359871031746032
"pcb_group","ci_wet_volume","a37",0.19047619047619,0.664583333333333
"pcb_group","ci_wet_volume","a38",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a39",0.380952380952381,0.359871031746032
"pcb_group","ci_wet_volume","a40",0.214285714285714,0.619097222222222
"pcb_group","ci_wet_volume","a41",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a42",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a43",0.0952380952380952,0.840128968253968
"pcb_group","ci_wet_volume","a44",0.0952380952380952,0.840128968253968
